ID,name,name_eng,rank,kingdom,phylum,class,order,family,genus,genus_eng,family_eng,synonyms
2480070,Neopsittacus pullicauda,Orange-billed Lorikeet,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neopsittacus,,New World And African Parrots,
2480075,Eclectus roratus,Eclectus Parrot,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eclectus,Eclectus Parrots,New World And African Parrots,
2480144,Eunymphicus cornutus,Horned Parakeet,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eunymphicus,,New World And African Parrots,Psittacus cornutus
2480186,Fregata ariel,Lesser Frigatebird,SPECIES,Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,Frigatebirds,Frigatebirds,
2480187,Fregata minor,Great Frigatebird,SPECIES,Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,Frigatebirds,Frigatebirds,
2480297,Charadrius leschenaultii,Greater Sand Plover,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Typical Plovers,Plovers And Lapwings,
2480331,Pluvialis fulva,Pacific Golden Plover,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Golden Plovers And Black-bellied Plover,Plovers And Lapwings,
2480436,Haliastur,,GENUS,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliastur,,"Hawks, Eagles, And Kites",
2480437,Haliastur indus,Brahminy Kite,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliastur,,"Hawks, Eagles, And Kites",
2480444,Haliaeetus,Sea-eagles And Fish-eagles,GENUS,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,,"Hawks, Eagles, And Kites",
2480455,Haliaeetus leucogaster,White-bellied Sea-eagle,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Sea-eagles And Fish-eagles,"Hawks, Eagles, And Kites",
2480456,Haliaeetus sanfordi,Sanford's Sea-eagle,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Sea-eagles And Fish-eagles,"Hawks, Eagles, And Kites",
2480465,Henicopernis infuscatus,Black Honey Buzzard,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Henicopernis,,"Hawks, Eagles, And Kites",Henicopernis infuscata
2480617,Accipiter albogularis,Pied Goshawk,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiters,"Hawks, Eagles, And Kites",
2480618,Accipiter imitator,Imitator Goshawk,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiters,"Hawks, Eagles, And Kites",
2480622,Accipiter haplochrous,White-bellied Goshawk,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiters,"Hawks, Eagles, And Kites",
2480626,Accipiter fasciatus,Brown Goshawk,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiters,"Hawks, Eagles, And Kites",
2480629,Accipiter novaehollandiae,Grey Goshawk,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiters,"Hawks, Eagles, And Kites",
2480634,Accipiter melanochlamys,Black-mantled Goshawk,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiters,"Hawks, Eagles, And Kites",
2480707,Aviceda subcristata,Pacific Baza,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aviceda,,"Hawks, Eagles, And Kites",
2480725,Pandion,osprey,GENUS,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,,Osprey,
2480726,Pandion haliaetus,Osprey,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,osprey,Osprey,
2480824,Butorides striata,Green-backed Heron,SPECIES,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Butorides,Green-backed Herons,"Herons, Egrets, And Bitterns",Butorides striatus
2480843,Ixobrychus,Small Bitterns,GENUS,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ixobrychus,,"Herons, Egrets, And Bitterns",
2480850,Ixobrychus minutus,Common Little Bittern,SPECIES,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ixobrychus,Small Bitterns,"Herons, Egrets, And Bitterns",
2480856,Nycticorax,night heron,GENUS,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,,"Herons, Egrets, And Bitterns",
2480857,Nycticorax caledonicus,Nankeen Night Heron,SPECIES,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,night heron,"Herons, Egrets, And Bitterns",
2480863,Nycticorax nycticorax,Black-crowned Night Heron,SPECIES,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,night heron,"Herons, Egrets, And Bitterns",
2480871,Dupetor flavicollis,Black Bittern,SPECIES,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Dupetor,,"Herons, Egrets, And Bitterns",Ixobrychus flavicollis
2480872,Egretta,Typical Egrets,GENUS,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,,"Herons, Egrets, And Bitterns",
2480880,Egretta intermedia,yellow-billed egret,SPECIES,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Typical Egrets,"Herons, Egrets, And Bitterns",
2480899,Egretta sacra,Pacific Reef-egret,SPECIES,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Typical Egrets,"Herons, Egrets, And Bitterns",
2480912,Botaurus poiciloptilus,Australasian Bittern,SPECIES,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Botaurus,Large Bitterns,"Herons, Egrets, And Bitterns",
2480967,Sula dactylatra,Masked Booby,SPECIES,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,Typical Boobies,Boobies And Gannets,
2480972,Sula sula,Red-footed Booby,SPECIES,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,Typical Boobies,Boobies And Gannets,
2480975,Sula leucogaster,Brown Booby,SPECIES,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,Typical Boobies,Boobies And Gannets,
2481003,Falco novaeseelandiae,New Zealand Falcon,SPECIES,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Typical Falcons,Falcons,
2481047,Falco peregrinus,Peregrine,SPECIES,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Typical Falcons,Falcons,
2481060,Falco severus,Oriental Hobby,SPECIES,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Typical Falcons,Falcons,
2481213,Gygis alba,Atlantic White Tern,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Laridae,Gygis,White Terns,"Gulls, Terns, And Skimmers",
2481227,Sterna,Tern Species,GENUS,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,,"Gulls, Terns, And Skimmers",
2481360,Phaethon,Tropicbirds,GENUS,Animalia,Chordata,Aves,Phaethontiformes,Phaethontidae,Phaethon,,Tropic Birds,
2481361,Phaethon rubricauda,Red-tailed Tropicbird,SPECIES,Animalia,Chordata,Aves,Phaethontiformes,Phaethontidae,Phaethon,Tropicbirds,Tropic Birds,
2481364,Phaethon lepturus,White-tailed Tropicbird,SPECIES,Animalia,Chordata,Aves,Phaethontiformes,Phaethontidae,Phaethon,Tropicbirds,Tropic Birds,
2481499,Procellaria parkinsoni,Black Petrel,SPECIES,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,petrel,"Petrels, Shearwaters",
2481506,Pseudobulweria rostrata,Tahiti Petrel,SPECIES,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pseudobulweria,,"Petrels, Shearwaters",
2481515,Macronectes giganteus,Southern Giant Petrel,SPECIES,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Macronectes,giant petrel,"Petrels, Shearwaters",
2481681,Limosa lapponica,Bar-tailed Godwit,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,godwits,Sandpipers And Allies,
2481748,Calidris alba,Sanderling,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris Sandpipers,Sandpipers And Allies,
2481776,Arenaria interpres,Ruddy Turnstone,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,Turnstones,Sandpipers And Allies,
2481781,Numenius,curlews,GENUS,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,,Sandpipers And Allies,
2481784,Numenius phaeopus,Eurasian Whimbrel,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,curlews,Sandpipers And Allies,
2481790,Numenius tahitiensis,Bristle-thighed Curlew,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,curlews,Sandpipers And Allies,
2482054,Podiceps cristatus,Great Crested Grebe,SPECIES,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,Typical Grebes,grebes,
2482091,Esacus magnirostris,Beach Thick-knee,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Burhinidae,Esacus,,Stone-curlews,Burhinus neglectus
2482139,Megapodius layardi,Vanuatu Scrubfowl,SPECIES,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Megapodius,scrubfowl,Megapodes,
2482140,Megapodius pritchardii,Tongan Scrubfowl,SPECIES,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Megapodius,scrubfowl,Megapodes,
2482143,Megapodius eremita,Melanesian Scrubfowl,SPECIES,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Megapodius,scrubfowl,Megapodes,
2482147,Megapodius freycinet,Dusky Scrubfowl,SPECIES,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Megapodius,scrubfowl,Megapodes,
2482359,Coracina,Cuckoo-Shrikes,GENUS,Animalia,Chordata,Aves,Passeriformes,Campephagidae,Coracina,,Cuckoo-Shrikes,
2482475,Corvus moneduloides,New Caledonian Crow,SPECIES,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Crows And Ravens,"Crows, Jays, And Magpies",
2482491,Corvus orru,Torresian Crow,SPECIES,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Crows And Ravens,"Crows, Jays, And Magpies",
2484498,Heteralocha acutirostris,Huia,SPECIES,Animalia,Chordata,Aves,Passeriformes,Callaeatidae,Heteralocha,,Wattled Crows,
2484717,Dicaeum aeneum,Midget Flowerpecker,SPECIES,Animalia,Chordata,Aves,Passeriformes,Dicaeidae,Dicaeum,,flowerpeckers,
2486630,Clytorhynchus vitiensis,Fiji Shrikebill,SPECIES,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Clytorhynchus,Shrikebills,Monarchs,
2486632,Clytorhynchus hamlini,Rennell Shrikebill,SPECIES,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Clytorhynchus,Shrikebills,Monarchs,
2486633,Myiagra,Flycatchers,GENUS,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Myiagra,,Monarchs,
2486640,Myiagra oceanica,Chuuk Flycatcher,SPECIES,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Myiagra,Flycatchers,Monarchs,
2486643,Myiagra caledonica,Melanesian Flycatcher,SPECIES,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Myiagra,Flycatchers,Monarchs,
2486644,Myiagra ferrocyanea,Steel-blue Flycatcher,SPECIES,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Myiagra,Flycatchers,Monarchs,
2486700,Monarcha,Monarchs,GENUS,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Monarcha,,Monarchs,
2486752,Coracina lineata,Barred Cuckooshrike,SPECIES,Animalia,Chordata,Aves,Passeriformes,Campephagidae,Coracina,Cuckoo-Shrikes,Cuckoo-Shrikes,
2486756,Coracina caledonica,South Melanesian Cuckooshrike,SPECIES,Animalia,Chordata,Aves,Passeriformes,Campephagidae,Coracina,Cuckoo-Shrikes,Cuckoo-Shrikes,
2486768,Coracina tenuirostris,Common Cicadabird,SPECIES,Animalia,Chordata,Aves,Passeriformes,Campephagidae,Coracina,Cuckoo-Shrikes,Cuckoo-Shrikes,
2486777,Coracina papuensis,White-bellied Cuckooshrike,SPECIES,Animalia,Chordata,Aves,Passeriformes,Campephagidae,Coracina,Cuckoo-Shrikes,Cuckoo-Shrikes,
2486798,Lalage,,GENUS,Animalia,Chordata,Aves,Passeriformes,Campephagidae,Lalage,,Cuckoo-Shrikes,
2487067,Philemon cockerelli,New Britain Friarbird,SPECIES,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Philemon,,Honeyeaters,
2487134,Glycifohia undulata,New Caledonian Honeyeater,SPECIES,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Glycifohia,,Honeyeaters,Phylidonyris undulata
2487136,Glycifohia notabilis,White-bellied Honeyeater,SPECIES,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Glycifohia,,Honeyeaters,Phylidonyris notabilis
2487206,Foulehaio carunculatus,Polynesian Wattled Honeyeater,SPECIES,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Foulehaio,Wattled Honeyeaters,Honeyeaters,Foulehaio carunculata
2487238,Myzomela jugularis,Sulphur-breasted Myzomela,SPECIES,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Myzomela,Cardinal Honeyeaters,Honeyeaters,
2487488,Daphoenositta miranda,Black Sittella,SPECIES,Animalia,Chordata,Aves,Passeriformes,Neosittidae,Daphoenositta,,Sittellas,
2489013,Mino dumontii,Yellow-faced Myna,SPECIES,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Mino,,Starling,
2489019,Aplonis,,GENUS,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Aplonis,,Starling,
2489023,Aplonis tabuensis,Polynesian Starling,SPECIES,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Aplonis,,Starling,
2489042,Aplonis metallica,Metallic Starling,SPECIES,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Aplonis,,Starling,
2489323,Petroica australis,South Island Robin,SPECIES,Animalia,Chordata,Aves,Passeriformes,Petroicidae,Petroica,,Australasian Robins,
2489409,Zosterops novaeguineae,New Guinea White-eye,SPECIES,Animalia,Chordata,Aves,Passeriformes,Zosteropidae,Zosterops,white-eye,White-Eyes,
2489413,Zosterops meeki,Tagula White-eye,SPECIES,Animalia,Chordata,Aves,Passeriformes,Zosteropidae,Zosterops,white-eye,White-Eyes,
2495181,Gymnophaps,,GENUS,Animalia,Chordata,Aves,Columbiformes,Columbidae,Gymnophaps,,Pigeons And Doves,
2495185,Gymnophaps solomonensis,Pale Mountain-pigeon,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Gymnophaps,,Pigeons And Doves,
2495214,Gallicolumba,Island Ground-Doves,GENUS,Animalia,Chordata,Aves,Columbiformes,Columbidae,Gallicolumba,,Pigeons And Doves,
2495404,Columba,Old World Pigeons,GENUS,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,,Pigeons And Doves,
2495499,Ptilinopus,fruit dove,GENUS,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ptilinopus,,Pigeons And Doves,
2495510,Ptilinopus perousii,Many-coloured Fruit-dove,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ptilinopus,fruit dove,Pigeons And Doves,
2495516,Ptilinopus luteovirens,Golden Fruit-Dove,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ptilinopus,fruit dove,Pigeons And Doves,
2495517,Ptilinopus purpuratus,Grey-green Fruit-dove,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ptilinopus,fruit dove,Pigeons And Doves,
2495529,Ptilinopus viridis,Claret-breasted Fruit-dove,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ptilinopus,fruit dove,Pigeons And Doves,
2495548,Ptilinopus victor,Orange Fruit-Dove,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ptilinopus,fruit dove,Pigeons And Doves,
2495579,Ptilinopus tannensis,Tanna Fruit-dove,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ptilinopus,fruit dove,Pigeons And Doves,
2495583,Ptilinopus dupetithouarsii,White-capped Fruit-dove,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ptilinopus,fruit dove,Pigeons And Doves,Ptilinopus dupetithouarsi
2495589,Ptilinopus greyi,Red-bellied Fruit-dove,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ptilinopus,fruit dove,Pigeons And Doves,Ptilinopus greyii
2495604,Ptilinopus porphyraceus,Tongan Fruit-dove,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ptilinopus,fruit dove,Pigeons And Doves,
2495626,Ptilinopus insolitus,Knob-billed Fruit-dove,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ptilinopus,fruit dove,Pigeons And Doves,
2495651,Ptilinopus rarotongensis,Rarotonga Fruit-dove,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ptilinopus,fruit dove,Pigeons And Doves,
2495724,Drepanoptila holosericea,Cloven-feathered Dove,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Drepanoptila,,Pigeons And Doves,
2495830,Henicophaps,,GENUS,Animalia,Chordata,Aves,Columbiformes,Columbidae,Henicophaps,,Pigeons And Doves,
2495835,Chalcophaps,,GENUS,Animalia,Chordata,Aves,Columbiformes,Columbidae,Chalcophaps,,Pigeons And Doves,
2495840,Chalcophaps indica,Grey-capped Emerald Dove,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Chalcophaps,,Pigeons And Doves,
2495905,Hemiphaga novaeseelandiae,New Zealand Pigeon,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Hemiphaga,,Pigeons And Doves,
2495933,Ducula,imperial pigeon,GENUS,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ducula,,Pigeons And Doves,
2495948,Ducula pacifica,Pacific Imperial-pigeon,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ducula,imperial pigeon,Pigeons And Doves,
2495966,Ducula goliath,New Caledonian Imperial-pigeon,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ducula,imperial pigeon,Pigeons And Doves,
2495967,Ducula aurorae,Polynesian Imperial-pigeon,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ducula,imperial pigeon,Pigeons And Doves,
2495974,Ducula oceanica,Micronesian Imperial-pigeon,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ducula,imperial pigeon,Pigeons And Doves,
2495980,Ducula bakeri,Vanuatu Imperial-pigeon,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ducula,imperial pigeon,Pigeons And Doves,
2495982,Ducula brenchleyi,Chestnut-bellied Imperial-pigeon,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ducula,imperial pigeon,Pigeons And Doves,
2495983,Ducula rubricera,Red-knobbed Imperial-pigeon,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ducula,imperial pigeon,Pigeons And Doves,
2495987,Ducula galeata,Nuku Hiva Imperial Pigeon,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ducula,imperial pigeon,Pigeons And Doves,
2495988,Ducula latrans,Barking Imperial-pigeon,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ducula,imperial pigeon,Pigeons And Doves,
2496003,Ducula spilorrhoa,Torresian Imperial-pigeon,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ducula,imperial pigeon,Pigeons And Doves,
2496009,Ducula pistrinaria,Island Imperial-pigeon,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ducula,imperial pigeon,Pigeons And Doves,
2496029,Reinwardtoena,,GENUS,Animalia,Chordata,Aves,Columbiformes,Columbidae,Reinwardtoena,,Pigeons And Doves,
2496030,Reinwardtoena crassirostris,Crested Cuckoo-Dove,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Reinwardtoena,,Pigeons And Doves,
2496036,Reinwardtoena browni,Pied Cuckoo-Dove,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Reinwardtoena,,Pigeons And Doves,
2496136,Macropygia,,GENUS,Animalia,Chordata,Aves,Columbiformes,Columbidae,Macropygia,,Pigeons And Doves,
2496143,Macropygia nigrirostris,Black-billed Cuckoo-Dove,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Macropygia,,Pigeons And Doves,
2496144,Macropygia mackinlayi,Spot-breasted Cuckoo-Dove,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Macropygia,,Pigeons And Doves,
2496203,Scythrops,,GENUS,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Scythrops,,Anis,
2496248,Cacomantis,,GENUS,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cacomantis,,Anis,
2496325,Chrysococcyx lucidus,shining bronze-cuckoo,SPECIES,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Chrysococcyx,,Anis,Chalcites lucidus
2496499,Urodynamis taitensis,Long-tailed Koel,SPECIES,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Urodynamis,Pacific Long-tailed Cuckoos,Anis,
2496524,Centropus,,GENUS,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,,Anis,
2497120,Podargus papuensis,Papuan Frogmouth,SPECIES,Animalia,Chordata,Aves,Caprimulgiformes,Podargidae,Podargus,frogmouths,frogmouths,
2497295,Asio flammeus,Short-eared Owl,SPECIES,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Eared Owls And Allies,Owls,
2497780,Ninox,,GENUS,Animalia,Chordata,Aves,Strigiformes,Strigidae,Ninox,,Owls,
2497782,Ninox jacquinoti,Solomons Hawk-Owl / Solomons Boobook,SPECIES,Animalia,Chordata,Aves,Strigiformes,Strigidae,Ninox,,Owls,
2497817,Ninox novaeseelandiae,Morepork,SPECIES,Animalia,Chordata,Aves,Strigiformes,Strigidae,Ninox,,Owls,
2497892,Nesasio solomonensis,Fearful Owl,SPECIES,Animalia,Chordata,Aves,Strigiformes,Strigidae,Nesasio,,Owls,
2497921,Tyto alba,barn owl,SPECIES,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,"Barn, Masked, Grass, And Sooty Owls",Barn Owl,
2498084,Anas superciliosa,Pacific Black Duck,SPECIES,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,"Mallards, Pintails, And Allies","Ducks, Geese, And Swans",
2498104,Anas gibberifrons,Sunda Teal,SPECIES,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,"Mallards, Pintails, And Allies","Ducks, Geese, And Swans",
2498392,Dendrocygna,Whistling-ducks,GENUS,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,,"Ducks, Geese, And Swans",
2498398,Dendrocygna arcuata,Wandering Whistling-duck,SPECIES,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,Whistling-ducks,"Ducks, Geese, And Swans",
2509344,Sipunculus,,GENUS,Animalia,Sipuncula,Sipunculidea,Sipunculiformes,Sipunculidae,Sipunculus,,sipunculids,
2650273,Cyathea,treefern,GENUS,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,,Scaly Tree Ferns,
2650431,Lygodium,climbing ferns,GENUS,Plantae,Tracheophyta,Polypodiopsida,Schizaeales,Lygodiaceae,Lygodium,,Climbing Ferns,
2650532,Microsorum scolopendria,monarch fern,SPECIES,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Microsorum,,polypody family,Microsorium scolopendria
2650583,Asplenium,spleenwort,GENUS,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,,spleenwort family,
2650676,Asplenium nidus,nest fern,SPECIES,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,spleenwort,spleenwort family,
2650858,Diplazium esculentum,vegetable fern,SPECIES,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Athyriaceae,Diplazium,twinsorus fern,Lady Fern Family,
2650888,Athyrium,lady fern,GENUS,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Athyriaceae,Athyrium,,Lady Fern Family,
2650908,Ctenitis,lacefern,GENUS,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Ctenitis,,Shieldfern Family,
2651126,Dryopteris,Wood Ferns,GENUS,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,,Shieldfern Family,
2651502,Sadleria,,GENUS,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Sadleria,,Deer Fern Family,
2651706,Acrostichum aureum,Leather Fern,SPECIES,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Acrostichum,leatherfern,Brake Family,
2653133,Gnetum gnemon,buko,SPECIES,Plantae,Tracheophyta,Gnetopsida,Gnetales,Gnetaceae,Gnetum,jointfir,,
2653172,Gnetum latifolium,,SPECIES,Plantae,Tracheophyta,Gnetopsida,Gnetales,Gnetaceae,Gnetum,jointfir,,
2683206,Cycas,cycad,GENUS,Plantae,Tracheophyta,Cycadopsida,Cycadales,Cycadaceae,Cycas,,,
2683217,Cycas revoluta,Sago Palm,SPECIES,Plantae,Tracheophyta,Cycadopsida,Cycadales,Cycadaceae,Cycas,cycad,,
2683264,Cycas circinalis,Sago Palm,SPECIES,Plantae,Tracheophyta,Cycadopsida,Cycadales,Cycadaceae,Cycas,cycad,,
2683272,Cycas rumphii,queen sago,SPECIES,Plantae,Tracheophyta,Cycadopsida,Cycadales,Cycadaceae,Cycas,cycad,,Cycas celebica
2683290,Cycas scratchleyana,,SPECIES,Plantae,Tracheophyta,Cycadopsida,Cycadales,Cycadaceae,Cycas,cycad,,
2684933,Araucaria hunsteinii,Klinki Pine,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Araucariaceae,Araucaria,araucaria,Monkey-puzzle Family,
2684996,Araucaria cunninghamii,rocket-tree,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Araucariaceae,Araucaria,araucaria,Monkey-puzzle Family,
2687255,Prumnopitys ferruginea,Miro,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Podocarpaceae,Prumnopitys,,,Podocarpus ferrugineus
2687859,Dacrycarpus dacrydioides,White Pine,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Podocarpaceae,Dacrycarpus,dacrycarpus,,
2688176,Psilotum nudum,Whisk Fern,SPECIES,Plantae,Tracheophyta,Polypodiopsida,Psilotales,Psilotaceae,Psilotum,whisk fern,,
2702870,Stenotaphrum secundatum,Buffalo Grass,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Stenotaphrum,St. Augustine Grass,Grass,
2702911,Thuarea involuta,tropical beach grass,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Thuarea,Kuroiwa Grass,Grass,
2703467,Themeda triandra,red-oat grass,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Themeda,Kangaroo Grass,Grass,Themeda australis
2703895,Schizostachyum,Polynesian 'Ohe,GENUS,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Schizostachyum,,Grass,
2703896,Schizostachyum glaucifolium,Polynesian 'ohe,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Schizostachyum,Polynesian 'Ohe,Grass,
