ID,GBIF_ID,name,name_eng,rank,kingdom,phylum,class,order,family,genus,genus_eng,family_eng,synonyms,sections
3082716,3082716,Barringtonia procera,cutnut,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Barringtonia,,Brazil-Nut,Barringtonia guppyana; Barringtonia magnifica; Barringtonia schuchardtiana,"[[""3-2"", ""s-4""], [""3-5"", ""s-5-2""], [""3-7"", ""s-5""], [""3-11"", ""s-1""], [""3-11"", ""s-2-3""], [""3-11"", ""s-2-3""], [""3-11"", ""s-2-3""], [""3-11"", ""s-2-3""], [""3-11"", ""s-4-2""]]"
3082727,3082727,Barringtonia racemosa,powderpuff-tree,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Barringtonia,,Brazil-Nut,,"[[""3-5"", ""s-5-2""], [""3-5"", ""s-5-13""]]"
3082774,3082774,Barringtonia samoensis,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Barringtonia,,Brazil-Nut,,"[[""3-11"", ""s-2-3""]]"
3082785,3082785,Barringtonia novae-hiberniae,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Barringtonia,,Brazil-Nut,Barringtonia brosimos; Barringtonia oblongifolia,"[[""3-2"", ""s-4""], [""3-5"", ""s-5-2""], [""3-7"", ""s-5""], [""3-11"", ""s-1""], [""3-11"", ""s-2-3""], [""3-11"", ""s-2-3""], [""3-11"", ""s-2-3""], [""3-11"", ""s-4-2""], [""3-14"", ""s-3""]]"
3082849,3082849,Barringtonia niedenzuana,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Barringtonia,,Brazil-Nut,,"[[""3-5"", ""s-5-2""]]"
3082861,3082861,Barringtonia edulis,Cutnut,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Barringtonia,,Brazil-Nut,,"[[""3-2"", ""s-3-2-1""], [""3-2"", ""s-4""], [""3-5"", ""s-5-2""], [""3-5"", ""s-5-13""], [""3-11"", ""s-1""], [""3-11"", ""s-2-3""], [""3-11"", ""s-4-2""]]"
3082873,3082873,Barringtonia seaturae,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Barringtonia,,Brazil-Nut,,"[[""3-11"", ""s-2-3""]]"
3082920,3082920,Barringtonia asiatica,sea putat,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Barringtonia,,Brazil-Nut,Barringtonia littorea,"[[""1-8"", ""s-7""], [""3-2"", ""s-3-1-1""], [""3-3"", ""s-5""], [""3-5"", ""s-1""], [""3-5"", ""s-5-2""], [""3-5"", ""s-5-2""], [""3-7"", ""s-5""], [""3-9"", ""s-4""], [""3-11"", ""s-2-3""], [""3-11"", ""s-4-2""], [""3-13"", ""s-4""], [""3-14"", ""s-3""]]"
3083492,3083492,Dillenia,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Dillenia,,,,"[[""3-7"", ""s-4-3""], [""3-7"", ""s-5-4""], [""3-7"", ""s-7""], [""3-14"", ""s-3""]]"
3086250,3086250,Pisonia,catchbirdtree,GENUS,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Pisonia,,Four O'clock Family,,"[[""3-5"", ""s-5-11""], [""3-14"", ""s-3""]]"
3086260,3086260,Pisonia aculeata,Cockspur,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Pisonia,catchbirdtree,Four O'clock Family,,[]
3086267,3086267,Ceodes umbellifera,Birdcatcher Tree,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Ceodes,,Four O'clock Family,Pisonia excelsa; Pisonia umbellifera,"[[""3-5"", ""s-5-11""], [""3-5"", ""s-5-11""]]"
3086518,3086518,Ceriops tagal,spurred mangrove,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Rhizophoraceae,Ceriops,,red mangrove,,"[[""3-2"", ""s-3-1-2""], [""3-6"", ""s-1""], [""3-6"", ""s-2-1""]]"
3086525,3086525,Rhizophora,true mangrove,GENUS,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Rhizophoraceae,Rhizophora,,red mangrove,,"[[""3-2"", ""s-3-1-2""], [""3-4"", ""s-2-4""], [""3-6"", ""s-1""], [""3-6"", ""s-2""], [""3-6"", ""s-2-1""], [""3-6"", ""s-4-3""], [""3-14"", ""s-3""]]"
3086526,3086526,Rhizophora apiculata,mangrove,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Rhizophoraceae,Rhizophora,true mangrove,red mangrove,,"[[""3-6"", ""s-1""], [""3-6"", ""s-2-1""], [""3-6"", ""s-3-1""]]"
3086527,3086527,Rhizophora mucronata,True Mangrove,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Rhizophoraceae,Rhizophora,true mangrove,red mangrove,,"[[""3-6"", ""s-2-1""]]"
3091756,3091756,Wedelia,Weidela,GENUS,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Wedelia,,Aster Family,,[]
3132228,3132228,Adenostemma lavenia,Common adenostemma,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Adenostemma,medicineplant,Aster Family,,[]
3152055,3152055,Trichospermum,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Trichospermum,,mallow family,,"[[""3-2"", ""s-3-2-2""], [""3-8"", ""s-2-9""], [""3-14"", ""s-3""]]"
3152056,3152056,Trichospermum richii,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Trichospermum,,mallow family,Trichospermum psilocladum,"[[""3-2"", ""s-3-2-2""], [""3-8"", ""s-2-9""], [""3-8"", ""s-2-9""]]"
3152078,3152078,Grewia,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Grewia,,mallow family,,[]
3152094,3152094,Elaeocarpus,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Elaeocarpus,,,,"[[""3-2"", ""s-3-1-4""], [""3-7"", ""s-4-6""], [""3-7"", ""s-4-7""]]"
3152102,3152102,Kleinhovia hospita,guest-tree,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Kleinhovia,,mallow family,,"[[""3-2"", ""s-3-1-1""], [""3-2"", ""s-3-2-2""], [""3-5"", ""s-1""], [""3-5"", ""s-5-13""], [""3-7"", ""s-5-7""], [""3-14"", ""s-3""]]"
3152126,3152126,Melochia umbellata,hierba del soldado,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Melochia,broom-wood,mallow family,,"[[""3-2"", ""s-3-2-2""]]"
3152129,3152129,Sterculia,tropical chestnut,GENUS,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sterculia,,mallow family,,"[[""3-2"", ""s-3-1-4""], [""3-2"", ""s-3-2-2""], [""3-11"", ""s-2-6""]]"
3152226,3152226,Bombax ceiba,simal,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Bombax,cottontree,mallow family,Bombax malabaricum,[]
3152522,3152522,Modiola,bristlemallow,GENUS,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Modiola,,mallow family,,[]
3152542,3152542,Hibiscus,Hibiscuses,GENUS,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,,mallow family,,"[[""3-2"", ""s-3-2-2""], [""3-14"", ""s-3""]]"
3152559,3152559,Hibiscus rosa-sinensis,Hibiscus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,Hibiscuses,mallow family,,[]
3152625,3152625,Abutilon incanum,shrubby Indian mallow,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Abutilon,velvetleaf,mallow family,,[]
3152655,3152655,Gossypium tomentosum,mao,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Gossypium,cotton,mallow family,,[]
3152706,3152706,Abelmoschus manihot,Bele,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Abelmoschus,okra,mallow family,Hibiscus manihot,"[[""1-5"", ""s-7""], [""1-5"", ""s-7""], [""3-2"", ""s-7-1-4""], [""3-2"", ""s-7-2""], [""3-3"", ""s-5""], [""3-4"", ""s-2-5""], [""3-4"", ""s-2-5""], [""3-10"", ""s-1""], [""3-10"", ""s-2-1""], [""3-10"", ""s-2-1""], [""3-10"", ""s-2-2""], [""3-14"", ""s-3""]]"
3152795,3152795,Thespesia populnea,Portia Tree,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Thespesia,,mallow family,Thespesia macrophylla,"[[""3-2"", ""s-3-1-1""], [""3-5"", ""s-1""], [""3-5"", ""s-4-1-2""], [""3-5"", ""s-4-1-5""], [""3-5"", ""s-4-1-6""], [""3-5"", ""s-4-1-6""], [""3-5"", ""s-5-13""], [""3-14"", ""s-3""]]"
3152840,3152840,Myristica,nutmeg,GENUS,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Myristicaceae,Myristica,,,,"[[""3-2"", ""s-3-1-1""], [""3-2"", ""s-3-1-4""], [""3-7"", ""s-5-9""], [""3-7"", ""s-7""], [""3-14"", ""s-3""]]"
3157162,3157162,Xylopia papuana,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Xylopia,,Custard-apple Family,,"[[""3-2"", ""s-7-1-1""]]"
5407273,5407273,Annona muricata,Soursop,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona L.,,Custard-apple Family,,[]
3169083,3169083,Corynocarpus laevigatus,karaka nut,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Corynocarpaceae,Corynocarpus,,,Corynocarpus laevigata,[]
3169645,3169645,Ochrosia elliptica,kopsia,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Ochrosia,yellowwood,Dogbane Family,Ochrosia parviflora,"[[""3-5"", ""s-5-10""]]"
3169674,3169674,Plumeria rubra,red plume,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Plumeria,,Dogbane Family,Plumeria acutifolia,[]
3169757,3169757,Cerbera,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Cerbera,,Dogbane Family,,"[[""3-6"", ""s-4-1""], [""3-14"", ""s-3""]]"
3169836,3169836,Allamanda cathartica,Buttercup,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Allamanda,,Dogbane Family,,[]
3170437,3170437,Hoya,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Hoya,,Dogbane Family,,"[[""3-5"", ""s-4-2-2""], [""3-14"", ""s-3""]]"
3172487,3172487,Dolichandrone spathacea,mangrove trumpet-tree,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Dolichandrone,,bignonia family,,"[[""3-2"", ""s-3-1-2""], [""3-6"", ""s-1""], [""3-6"", ""s-4""], [""3-6"", ""s-4-2""], [""3-14"", ""s-3""]]"
3180037,3180037,Decaspermum neoebudicum,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Decaspermum,,Myrtle Family,,[]
3181227,3181227,Kania eugenioides,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Kania,,Myrtle Family,Metrosideros parviflora,"[[""3-2"", ""s-7-1-4""]]"
3182474,3182474,Syzygium acutangulum,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,,Myrtle Family,,[]
3183180,3183180,Syzygium samarangense,wax jambu,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,,Myrtle Family,,[]
3183335,3183335,Syzygium aqueum,Water Apple,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,,Myrtle Family,,"[[""3-2"", ""s-4""], [""3-2"", ""s-7-1-4""]]"
3183534,3183534,Syzygium jambos,Malabar Plum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,,Myrtle Family,Eugenia jambos,"[[""3-11"", ""s-3-7""]]"
3183823,3183823,Syzygium tierneyanum,water-cherry,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,,Myrtle Family,Syzygium lauterbachii,"[[""3-2"", ""s-7-1-4""]]"
3184509,3184509,Syzygium malaccense,rose-apple,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,,Myrtle Family,Jambosa malaccensis,"[[""3-2"", ""s-3-2-1""], [""3-2"", ""s-4""], [""3-2"", ""s-7-1-3""], [""3-2"", ""s-7-1-4""], [""3-11"", ""s-1""], [""3-11"", ""s-3-7""], [""3-14"", ""s-3""]]"
3184633,3184633,Syzygium maire,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,,Myrtle Family,Eugenia maire,[]
3185442,3185442,Metrosideros fulgens,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Metrosideros,lehua,Myrtle Family,,[]
3188706,3188706,Pemphis acidula,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Pemphis,,Loosestrife Family,,"[[""1-8"", ""s-15""], [""3-2"", ""s-3-1-1""], [""3-5"", ""s-1""], [""3-5"", ""s-4-1-4""], [""3-5"", ""s-5-13""], [""3-14"", ""s-3""]]"
3189387,3189387,Terminalia,tropical almond,GENUS,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,,white mangrove,,"[[""1-5"", ""s-7""], [""3-2"", ""s-3-1-4""], [""3-2"", ""s-4""], [""3-7"", ""s-1""], [""3-7"", ""s-4""], [""3-10"", ""s-4-1""], [""3-11"", ""s-2""], [""3-11"", ""s-2-4""], [""3-14"", ""s-3""]]"
3189394,3189394,Terminalia catappa,sea-almond,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,tropical almond,white mangrove,,"[[""1-5"", ""s-7""], [""1-5"", ""s-14""], [""3-2"", ""s-3-1-1""], [""3-2"", ""s-4""], [""3-5"", ""s-1""], [""3-11"", ""s-1""], [""3-11"", ""s-2-1""], [""3-11"", ""s-2-3""], [""3-11"", ""s-2-4""], [""3-14"", ""s-3""], [""5-3"", ""s-9-2""]]"
3189556,3189556,Garcinia,saptree,GENUS,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,,,,"[[""3-2"", ""s-3-1-4""], [""3-7"", ""s-6-1-4""], [""3-11"", ""s-1""], [""3-14"", ""s-3""]]"
3190155,3190155,Citrus,"lemon, lime, orange",GENUS,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,,rue family,,"[[""3-2"", ""s-3-2-1""], [""3-11"", ""s-3-2""], [""3-11"", ""s-4-2""]]"
3190157,3190157,Citrus medica,Citron,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,"lemon, lime, orange",rue family,,[]
3190431,3190431,Canarium,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Canarium,,Burseras,,"[[""1-5"", ""s-7""], [""1-5"", ""s-14""], [""1-6"", ""s-5-1""], [""2-4"", ""s-2-6""], [""3-2"", ""s-3-1-4""], [""3-2"", ""s-3-2-2""], [""3-2"", ""s-4""], [""3-3"", ""s-5""], [""3-4"", ""s-1""], [""3-4"", ""s-2-7""], [""3-4"", ""s-2-11""], [""3-7"", ""s-1""], [""3-7"", ""s-4""], [""3-10"", ""s-4-1""], [""3-10"", ""s-4-2""], [""3-11"", ""s-1""], [""3-11"", ""s-2""], [""3-11"", ""s-2-1""], [""3-11"", ""s-2-3""], [""3-11"", ""s-4-2""], [""3-14"", ""s-3""], [""6-11"", ""s-2""], [""6-11"", ""s-4-5""], [""6-11"", ""s-7-5""]]"
3190481,3190481,Dysoxylum,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Dysoxylum,,mahogany,,"[[""3-2"", ""s-3-1-4""], [""3-2"", ""s-7-1-1""], [""3-7"", ""s-4-5""], [""3-14"", ""s-3""]]"
3190515,3190515,Xylocarpus,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Xylocarpus,,mahogany,,"[[""3-6"", ""s-4-6""]]"
3190516,3190516,Xylocarpus moluccensis,cedar mangrove,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Xylocarpus,,mahogany,,"[[""3-6"", ""s-4-6""]]"
3190517,3190517,Xylocarpus granatum,cedar mangrove,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Xylocarpus,,mahogany,Carapa obovata; Xylocarpus obovatus,"[[""3-2"", ""s-3-1-2""], [""3-6"", ""s-1""], [""3-6"", ""s-4-6""], [""3-6"", ""s-4-6""], [""3-6"", ""s-4-6""], [""3-10"", ""s-2-4""], [""3-14"", ""s-3""]]"
3190526,3190526,Dracontomelon,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Dracontomelon,,Sumac Family,,"[[""3-2"", ""s-3-1-4""], [""3-2"", ""s-4""], [""3-7"", ""s-1""]]"
3190527,3190527,Dracontomelon dao,Argus pheasant-tree,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Dracontomelon,,Sumac Family,Dracontomelon edule; Dracontomelon mangiferum,"[[""1-5"", ""s-7""], [""1-5"", ""s-7""], [""1-5"", ""s-7""], [""1-5"", ""s-14""], [""3-2"", ""s-3-2-1""], [""3-2"", ""s-4""], [""3-7"", ""s-4-4""], [""3-7"", ""s-4-4""], [""3-7"", ""s-4-4""], [""3-14"", ""s-3""]]"
3190534,3190534,Rhus,Sumacs,GENUS,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Rhus,,Sumac Family,,"[[""3-2"", ""s-3-1-1""], [""3-7"", ""s-7""]]"
3190595,3190595,Spondias dulcis,yellow-plum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Spondias,mombin,Sumac Family,Spondias cytherea,"[[""1-5"", ""s-7""], [""1-5"", ""s-7""], [""1-5"", ""s-14""], [""3-2"", ""s-3-2-1""], [""3-2"", ""s-4""], [""3-3"", ""s-5""], [""3-7"", ""s-4-8""], [""3-11"", ""s-1""], [""3-11"", ""s-3-5""], [""3-11"", ""s-3-6""], [""3-11"", ""s-3-6""], [""3-11"", ""s-4-2""], [""3-14"", ""s-3""]]"
3190639,3190639,Mangifera altissima,pahutan,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Mangifera,mango,Sumac Family,Mangifera mucronulata,"[[""3-2"", ""s-7-1-4""]]"
3190640,3190640,Mangifera foetida,Horse Mango,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Mangifera,mango,Sumac Family,,"[[""3-11"", ""s-3-4""]]"
3232791,3232791,Nastus,,GENUS,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Nastus,,Grass,,"[[""3-13"", ""s-3-1""]]"
3241028,3241028,Holocentrus,squirrelfishes,GENUS,Animalia,Chordata,,Beryciformes,Holocentridae,Holocentrus,,Soldierfishes,,"[[""4-1"", ""s-4-1""]]"
3242260,3242260,Chalcites,,GENUS,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Chalcites,,Anis,,"[[""4-6"", ""s-5-10""]]"
3244505,3244505,Lambis,spider conch snails,GENUS,Animalia,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Lambis,,true conch,,"[[""4-4"", ""s-4-2-1""]]"
3613800,3613800,Schizomeria serrata,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Cunoniaceae,Schizomeria,,,,"[[""3-2"", ""s-3-1-4""], [""3-7"", ""s-4""]]"
3617566,3617566,Ochrosia oppositifolia,Twin-apple,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Ochrosia,yellowwood,Dogbane Family,Neisosperma oppositifolium,"[[""3-5"", ""s-5-10""], [""3-5"", ""s-5-10""], [""3-14"", ""s-3""]]"
3658820,3658820,Corynocarpus cribbianus,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Corynocarpaceae,Corynocarpus,,,Corynocarpus australasicus; Corynocarpus cribbiana; Helicia cribbiana,"[[""3-11"", ""s-3-3""], [""3-11"", ""s-3-3""], [""3-11"", ""s-3-3""], [""3-11"", ""s-3-3""], [""3-14"", ""s-3""]]"
3658823,3658823,Corynocarpus similis,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Corynocarpaceae,Corynocarpus,,,,"[[""3-11"", ""s-3-3""]]"
3660182,3660182,Semecarpus forstenii,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Semecarpus,,Sumac Family,,"[[""3-2"", ""s-7-1-1""], [""3-7"", ""s-6-1-6""], [""3-7"", ""s-7""], [""3-14"", ""s-3""]]"
3661030,3661030,Spondias pinnata,common hog-plum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Spondias,mombin,Sumac Family,Spondias mangifera,"[[""3-11"", ""s-3-6""]]"
3661260,3661260,Melanococca tomentosa,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Melanococca,,Sumac Family,Rhus retusa; Rhus rufa; Rhus taitensis,"[[""3-2"", ""s-3-2-2""], [""3-8"", ""s-2-7""], [""3-8"", ""s-2-7""], [""3-8"", ""s-2-7""], [""3-14"", ""s-3""]]"
3662387,3662387,Pentaspadon minutiflora,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Pentaspadon,,Sumac Family,,[]
3662469,3662469,Mangifera minor,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Mangifera,mango,Sumac Family,,"[[""3-11"", ""s-3-4""]]"
3682139,3682139,Jasminum degeneri,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Jasminum,jasmines,Olive Family,,"[[""3-3"", ""s-3-1""]]"
3685338,3685338,Hernandia nymphaeifolia,sea hearse,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Laurales,Hernandiaceae,Hernandia,,,,"[[""3-5"", ""s-1""], [""3-5"", ""s-4-1-2""], [""3-5"", ""s-5-11""], [""3-14"", ""s-3""]]"
3685467,3685467,Hernandia olivacea,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Laurales,Hernandiaceae,Hernandia,,,,[]
3698386,3698386,Terminalia complanata,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,tropical almond,white mangrove,,"[[""3-11"", ""s-2-4""]]"
3698538,3698538,Terminalia procera,white bombway,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,tropical almond,white mangrove,Terminalia copelandii,"[[""3-2"", ""s-4""], [""3-11"", ""s-2-4""]]"
3698582,3698582,Terminalia kaernbachii,okari-nut,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,tropical almond,white mangrove,,"[[""3-2"", ""s-4""], [""3-7"", ""s-4""], [""3-11"", ""s-1""], [""3-11"", ""s-2-4""], [""3-11"", ""s-4-2""]]"
3698711,3698711,Terminalia impediens,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,tropical almond,white mangrove,,"[[""3-2"", ""s-4""], [""3-11"", ""s-2-4""], [""3-11"", ""s-4-2""]]"
3699014,3699014,Terminalia brassii,swamp-oak,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,tropical almond,white mangrove,,"[[""3-7"", ""s-1""], [""3-11"", ""s-2-4""]]"
3699786,3699786,Terminalia sepicana,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,tropical almond,white mangrove,,"[[""3-11"", ""s-2-4""]]"
3699839,3699839,Terminalia megalocarpa,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,tropical almond,white mangrove,,"[[""3-11"", ""s-2-4""]]"
3699847,3699847,Terminalia samoensis,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,tropical almond,white mangrove,,[]
3712236,3712236,Garcinia warburgiana,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,saptree,,Garcinia novo-guineensis,"[[""3-7"", ""s-6-1-4""], [""3-7"", ""s-6-1-4""], [""3-14"", ""s-3""]]"
3712715,3712715,Garcinia sessilis,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,saptree,,,"[[""3-7"", ""s-6-1-4""]]"
3712781,3712781,Garcinia scaphopetala,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,saptree,,,"[[""3-7"", ""s-6-1-4""]]"
3713084,3713084,Garcinia pseudoguttifera,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,saptree,,,"[[""3-7"", ""s-6-1-4""]]"
3713161,3713161,Garcinia platyphylla,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,saptree,,,"[[""3-7"", ""s-6-1-4""]]"
3713316,3713316,Garcinia pancheri,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,saptree,,,"[[""3-7"", ""s-6-1-4""]]"
3714043,3714043,Garcinia latissima,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,saptree,,,"[[""3-7"", ""s-6-1-4""]]"
3744314,3744314,Lygodium circinnatum,,SPECIES,Plantae,Tracheophyta,Polypodiopsida,Schizaeales,Lygodiaceae,Lygodium,climbing ferns,Climbing Ferns,,"[[""3-7"", ""s-6-3-3""]]"
3744838,3744838,Lygodium flexuosum,maidenhair-creeper,SPECIES,Plantae,Tracheophyta,Polypodiopsida,Schizaeales,Lygodiaceae,Lygodium,climbing ferns,Climbing Ferns,Lygodium scandens,"[[""3-7"", ""s-6-3-3""], [""3-7"", ""s-6-3-3""]]"
3744922,3744922,Lygodium trifurcatum,,SPECIES,Plantae,Tracheophyta,Polypodiopsida,Schizaeales,Lygodiaceae,Lygodium,climbing ferns,Climbing Ferns,,"[[""3-7"", ""s-6-3-3""]]"
3745558,3745558,Atuna excelsa,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,Atuna,,,Parinari glaberrima; Parinari laurina; Parinarium laurinum,"[[""3-3"", ""s-5""], [""3-7"", ""s-5-10""], [""3-7"", ""s-5-10""], [""3-7"", ""s-7""], [""3-7"", ""s-7""], [""3-14"", ""s-3""], [""3-14"", ""s-3""]]"
