ID,Name,qualifier,Form_ID,Comment,Source,Part_Of_Speech,Taxon_IDs
121,shark,,kilivila-kau-1,,,,
122,shark (generic),,lala-olava-1,,,,
123,k.o. fish,,motu-karava-1,,,,
124,shark,,bali-kalua-1,,,,
125,shark,,vitu-kalia-1,,,,
126,k.o. shark,,nixumwak-arau-1,,,,
127,"_Isurus_, mako shark",,rakiraki-karawa-1,Paul Geraghty pers. comm.,,,
128,k.o. shark,,ppn-qalawa-1,,,,
129,"_Carcharhinus limbatus_, black-tipped shark",,eastuvean-alava-1,,,,2417970
130,k.o. shark,,tongan-alava-1,marked with a wavy stripe,,,
131,"large shark, probably black-tip or mullet shark, _Carcharhinus melanopterus_",,rennellese-agaba-1,,,,2417981
132,k.o. shark,,samoan-alava-1,,,,
133,"_Carcharhinus longimanus_, white-tipped shark",,tuvalu-alava-1,,,,2418052
134,"_Carcharhinus longimanus_, Oceanic white-tipped shark",,kapingamarangi-alawa-1,,,,2418052
135,k.o. shark,,maori-arawa-1,,,,
136,k.o. large shark,,pcp-qaso-1,,,,
137,"k.o. shark, male, savage, big belly, short body",,bauanfijian-yaso-1,,,,
138,shark sp.,,ppn-qaso-1,,Hooper1994,,
139,k.o. shark,,tongan-aho-1,,,,
140,large deep-sea shark,,pukapukan-ayou-1,final _-u_ irregular,,,
141,"_Carcharhinus_, white-tipped shark",,samoan-aso-1,,Rensch1999[19],,2417963
142,"huge, clumsy grey deep-sea fish about 5 metres long, probably shark family",,tokelauan-aho-1,,,,
143,a fish,,maori-ahoaho-1,,,,
144,shark,,taiof-kas-1,,,,
145,"brown man-eating shark, plentiful around Nissan and associated with sorcery",,halia-kosoro-1,,,,
146,stingray,,pan-paris-1,,Blust1995,,
147,stingray,1,poc-pari-1,,,,
148,ray (generic),2,poc-pari-1,,,,
149,stingray,,mussau-pe-1,,,,
150,ray,,titan-pei-1,,,,
151,stingray,,nali-pei-1,,,,
152,stingray,,bipi-pay-1,,,,
153,stingray,,wuvulu-pai-1,,,,
154,stingray,,nyindrou-bei-1,,,,
155,stingray,,gitua-par-1,,,,
156,stingray,,manam-paru-1,,,,
157,stingray,,bariai-pali-1,,,,
158,stingray,,mangap-par-1,,,,
159,stingray,,dobu-ali-1,,,,
160,stingray,,molima-vali-1,,,,
161,stingray,,tawala-wali-1,,,,
162,stingray,,kilivila-vai-1,,,,
163,fish of the ray species,,tolai-var-1,,,,
164,stingray,,minigir-vari-1,,,,
165,stingray,,tabar-vari-1,,,,
166,ray,,patpatar-har-1,,,,
167,wood rasp,,roviana-vari-1,from skin of sandpaper ray?,,,
168,"bull ray, _Mylobatus_ sp.",,marovo-varipopolo-1,,,,
169,"ray, skate",,gela-vali-1,,,,
170,"a fish, ray",,arosi-hari-1,_mara-hari_ ‘k.o. shark’,,,
171,general term for rays,,lau-fali-1,,,,
172,ray (fish) (generic),,kwaio-fali-1,,,,
173,stingray,,mota-varvari-1,,,,
174,stingray,,ambae-vari-1,,,,
175,blue-spotted stingray,,raga-vari-1,,,,
176,stingray,,sye-uvar-1,,,,
177,stingray,,ura-uvar-1,,,,
178,stingray,,nemi-pe-1,,,,
179,stingray,,ajie-pe-1,,,,
180,stingray,,xaracuu-pe-1,,,,
181,stingray,,iaai-ve-1,,,,
182,ray fish,,puluwatese-fyi-1,,,,
183,file (a tool); rayfish (general term),,woleaian-faiya-1,,,,
184,stingray,,rotuman-hai-1,,,,
185,a ray or skate,,bauanfijian-vai-1,,,,
186,"generic for stingrays, manta or devil rays and eagle rays",,wayan-vai-1,,,,
187,"stingray, general term",,ppn-fai-1,,,,
188,skate or stingray,,tongan-fai-1,,,,
189,stingray,,eastuvean-fai-1,,,,
190,stingray,,samoan-fai-1,,,,
191,stingray,,pukapukan-wai-1,,,,
192,generic for rays and skate-like fishes,,rennellese-hai-1,,,,
193,various rays,,tikopia-fai-1,,,,
194,stingray,,tahitian-fai-1,,,,
195,stingray,,hawaiian-hailepo-1,,,,
196,? ray,,pmp-parihmanuk-1,presumably ‘eagle ray’,Blust1995,,
197,"_Aetobatus narinari_, spotted eagle ray",,poc-parimanuk-1,_*manuk_ ‘bird’,,,2419231
198,eagle ray,,dobu-alimanuwa-1,,,,
199,spotted eagle ray,,patpatar-harman-1,,,,
200,"_Aetobatus narinari_, eagle ray",,peoc-varimanu-1,,Geraghty1990,,2419231
201,manta ray,,kwaio-falimanu-1,,,,
202,spotted eagle ray,,areare-harimanu-1,,,,
203,eagle ray,,arosi-harimanu-1,,,,
204,eagle ray,,bauro-harimanu-1,,,,
205,skate or ray,,bauanfijian-vaimanu-1,,,,
206,"_Aetobatus narinari_, eagle ray",,ppn-faimanu-1,,Hooper1994,,2419231
207,eagle ray,,tongan-faimanu-1,,,,
208,ray sp.,,samoan-faimanu-1,,,,
209,spotted eagle ray,,tuvalu-faimanu-1,,,,
210,"_Aetobatis_ sp., eagle ray",,kapingamarangi-haimanu-1,,,,
211,eagle ray,,tahitian-faimanu-1,,,,
212,eagle ray,,maori-whaimanu-1,,,,
213,edible marine fish,,pmp-kuraw-1,ACD: PWMP _*kuRaw_,,,
214,"bony fish, probably _Albula_",,poc-kuro-1,,,,2341074
215,k.o. fish,,tolai-kura-1,,,,
216,k.o. fish,,gela-gulo-1,,,,
217,_Albula vulpes_,,nyelayu-yhu-1,,,,
218,k.o. small fish,,puluwatese-kuw-1,,,,
219,_Albula_,,rotuman-uo-1,,,,2341074
220,_Albula_,,bauanfijian-yawakio-1,_yawa_ ‘_Chanos chanos_’,,,2341074
221,_Albula_,,laueasternfijian-kikio-1,,,,2341074
222,"_Albula vulpes_, bonefish",,ppn-kiokio-1,,Hooper1994,,
223,"_Albula vulpes_, bonefish",,tongan-kiokio-1,,,,
224,"_Albula vulpes_, bonefish",,tokelauan-kiokio-1,,,,
225,"_Chanos chanos_, milkfish",,tikopia-kiokio-1,also a bony fish,,,2406374
226,"_Albula vulpes_, bonefish",,mangareva-kiokio-1,,,,
227,bonefish,,kove-koha-1,,,,
228,"a white fish, _Megalops cyprinoides_",,pmp-bulanbulan-1,,Blust1995,,5203127
229,"bony fish, _Megalops_, _Albula_ spp.",,poc-pupulan-1,,,,2341074
230,spotted herring,,gitua-vuvula-1,,,,
231,herring,,mutu-ublan-1,metathesis,,,
232,fish sp.,,motu-huhula-1,,,,
233,"_Albula vulpes_, bonefish, found in mangrove pools",,marovo-vulu-1,_-w_ unexplained,,,
234,_Megalops cyprinoides_,,nemi-pulon-1,,,,5203127
235,"_Albula vulpes_, large",,iaai-hu-1,,,,
236,Megalops,,pcp-vula-1,,Geraghty1994,,
237,"fish, possibly _Megalops cyprinoides_",,wayan-avula-1,,,,5203127
238,"_Megalops cyprinoides_, white, bony to eat, easily chokes people",,bauanfijian-vuvula-1,,,,5203127
239,_Megalops_,,kadavu-vuvula-1,,,,
240,_Megalops_,,nadroga-yavula-1,,,,
241,tarpon,,mokilese-pallau-1,,,,
242,"k.o. small fish, sardine or anchovy",,pmp-paya-1,,Blust1995,,
243,"k.o. small fish, sardine or anchovy",,poc-paya-1,,,,
244,k.o. small fish,,nyindrou-ba-1,,,,
245,anchovy,,ponam-pa-1,,,,
246,"anchovy, pilchard",,gitua-paya-1,,,,
247,anchovy spp.,,mutu-pai-1,,,,
248,sardine,,manam-wayawaya-1,,,,
249,k.o. anchovy,,bunama-haya-1,Mueller,,,
250,k.o. fish,,saliba-haya-1,,,,
251,k.o. anchovy,,dobu-aaya-1,,,,
252,k.o. fish,,kilivila-vaya-1,,,,
253,"k.o. fish, small, black",,patpatar-haia-1,,,,
254,"fish fry, anchovy?",,nehan-wai-1,,,,
255,sardine,,nemi-bac-1,,,,
256,sardine,,nelemwa-ba-1,,,,
257,k.o. small school fish,,pcp-vaya-1,Geraghty: ‘k.o. anchovy’,,,
258,"small fish like the _daniva_ (similar to a sardine), but with a red tail",,bauanfijian-vaya-1,,,,
259,_Thrissina baelama_,,laueasternfijian-vaya-1,,,,2414136
260,k.o. school fish,,kadavu-vaya-1,,,,
261,"Megalops (tarpon), found in marshes and river mouths",,samoan-fa-1,,,,
262,"small fish, herring or anchovy",,poc-jaja-1,,,,
263,"k.o. fish, Clupeidae",,bing-yiyzaz-1,_yiy_ ‘fish’,,,
264,_Spratelloides_ sp.,,pcp-aa-1,,Geraghty1994,,
265,_Spratelloides_,,verata-aa-1,,,,
266,anchovy,,ppn-sasa-1,Hooper: ‘_Spratelloides_ sp.’ [herring],,,
267,"k.o. small fish, anchovy",,tongan-haha-1,,,,
268,k.o. fish,,eastuvean-haha-1,,,,
269,k.o. sprat,,tokelauan-haha-1,,,,
270,small reef fish of anchovy type,,tikopia-sa-1,,,,
271,"Sardinella spp., sardine",,poc-tanipa-1,,,,
272,sardine,,loniu-tenih-1,,,,
273,sardine,,nyindrou-dranip-1,,,,
274,anchovy,,ponam-hanef-1,,,,
275,k.o. herring,,bunama-tanihana-1,,Mueller1985,,
276,sardine,,kilivila-taninuva-1,for †_taniva_,,,
277,goldspot herring,,gumawana-taninava-1,for †_taniva_,,,
278,"_Hyperlophus vittatus_, sandy sprat",,raga-tanive-1,,,,2413176
279,sardine,,tamambo-tanive-1,,,,
280,sardine,,uripiv-daniv-1,,,,
281,anchovy,,puluwatese-hanif-1,,,,
282,"_Herklotsichthys quadrimaculatus_, goldspot herring",,chuukese-senif-1,,,,2413096
283,sardine,,chuukese-senifana-1,,,,
284,sardine,,ponapean-saip-1,,,,
285,Sardinella,,pcp-taniva-1,,Geraghty1994,,
286,_Herklotsichthys_,,nadroga-tanive-1,,,,
287,generic for a number of species of small sardine-like fish,,wayan-tanive-1,,,,
288,schooling fish,,kadavu-daniva-1,,,,
289,fierce shark,,ppn-tanifa-1,,,,
290,k.o. large man-eating shark,,tongan-tanifa-1,,,,
291,general name for shark,,niuean-tenifa-1,,,,
292,k.o. shark,,eastuvean-tanifa-1,,,,
293,fierce shark,,pukapukan-taniwa-1,,,,
294,large man-eating shark,,samoan-tanifa-1,,,,
295,k.o. fish,,tahitian-tanifa-1,,,,
296,shark or any formidable marine creature,,maori-tanifa-1,_maŋo tanifa_ ‘white pointer shark’,,,
297,_Sardinella_ spp.,,pcp-niva-1,,Geraghty1994,,2387162
298,"_Sardinella melanura_, _Sardinella fijiense_",,verata-niva-1,,,,2412801 2412833
299,"_Sardinella melanura_, _S.fijiense_",,ovalau-niva-1,,,,2412833
300,_Sardinella fijiense_,,nadroga-nivenive-1,,,,2412801
301,_Sardinella_ sp.,,ppn-nifa-1,,Hooper1994,,2387162
302,k.o. fish,,eastuvean-nifa-1,,,,
303,k.o. spotted fish,,tahitian-nifa-1,,,,
304,juvenile _Albula_,,tuamotuan-nifa-1,,,,2341074
305,_Sardinella marquesensis_,,marquesan-nifa-1,,,,2412826
306,"_Sardinella_, sardine",,poc-karu-1,,,,2387162
307,sardine,,titan-kal-1,,,,
308,"anchovy, found in river mouths",,marovo-karumehe-1,,,,
309,sardine,,marshallese-karkar-1,,,,
310,"Clupeidae, probably sardine sp.",,poc-kepa-1,,,,
311,sardine-like fish,,titan-kepai-1,_-i_ unexplained,,,
312,dark blue sardine,,halia-kehokeho-1,,,,
313,"_Stolephorus_ sp., anchovy",,marovo-kevo-1,,,,
314,sardine,,maringe-kefo-1,,,,
315,"_Herklotsichthys quadrimaculatus_, fourspot herring",,gela-kepo-1,,,,2413096
316,sardine,,lau-kefo-1,,,,
317,sardine,,nelemwa-heva-1,,,,
318,"Clupeidae, sardine or herring",,poc-saiwara-1,,,,
319,k.o. sardine or anchovy,,loniu-caway-1,,,,
320,gold-spot herring,,dobu-siwala-1,,,,
321,"sardine, fish which comes in _bolimana_ (SW wind = May-June) time",,molima-siwala-1,,,,
322,k.o. fish,,kilivila-lawiya-1,vowel metathesis,,,
323,"k.o. fish, possibly sardine",,peoc-buma-1,,,,
324,"edible fish, frequently travels in schools",,maringe-buma-1,probably borrowed from Bugotu,,,
325,sardine,,bugotu-buma-1,,,,
326,k.o. fish,,gela-buma-1,,,,
327,sardine,,lau-buma-1,,,,
328,"sardine, many taboos connected with it",,arosi-buma-1,,,,
329,k.o. fish,,areare-puma-1,,,,
330,k.o. fish,,luangiua-puma-1,probably loan from a Solomons language,,,
331,fish intermediate between sardine and mackerel,,neveei-nabu-1,,,,
332,mackerel,,nati-nipu-1,,,,
333,mackerel,,southwestbay-nebu-1,,,,
334,mackerel,,nese-nabuo-1,,,,
335,Scombridae,,southefate-napum-1,,,,
336,Scombridae,,anejom-naticpom-1,,,,
337,k.o. mackerel,,nyelayu-bume-1,,,,
338,k.o. middle-sized mullet,,ba-bima-1,,,,
339,"_Chanos chanos_, milkfish",,pmp-qawaqawan-1,,Blust2002,,2406374
340,"_Chanos chanos_, milkfish",,poc-qawaq-1,,,,2406374
341,white marine fish about 50 cm long,,gedaged-an-1,,,,
342,_Chanos chanos_,,mutu-an-1,,,,2406374
343,name given to bonefish and milkfish,,gela-oa-1,,,,
344,_Chanos_ sp.,,lau-haka-1,,,,
345,k.o. fish,,areare-rawa-1,,,,
346,freshwater mullet,,saa-sawa-1,,,,
347,mullet,,arosi-sawa-1,,,,
348,adult milkfish,,nyelayu-kuak-1,,,,
349,adult milkfish,,nelemwa-kua-1,,,,
350,juvenile milkfish,,nemi-nuhyaok-1,,,,
351,_Chanos chanos_,,kiribati-baneawa-1,,,,2406374
352,adult milkfish,,kiribati-awatai-1,,,,
353,Chanos,,pcp-qawa-1,,Geraghty1994,,
354,"milkfish, _Chanos chanos_",,bauanfijian-yawa-1,,,,2406374
355,"k.o. fish, more than one metre long, bony, feeds in schools, good eating",,wayan-awa-1,,,,
356,"_Chanos chanos_, milkfish or salmon herring",,ppn-qawa-1,,Hooper1994,,2406374
357,k.o. fish,,tongan-ava-1,"_ʔava tahi_ ‘sea _ʔava_’, _ʔava ʔuta_ ‘land _ʔava_’",,,
358,"large fish, _Chanos_ sp., caught by torchlight",,samoan-ava-1,,,,
359,milkfish,,tokelauan-ava-1,,,,
360,milkfish,,tuvalu-ava-1,,,,
361,milkfish,,tahitian-ava-1,,,,
362,"_Chanos chanos_, milkfish",,hawaiian-awa-1,,,,2406374
363,k.o. fish,,arosi-awa-1,,,,
364,fry of milkfish,,kiribati-tawa-1,,,,
365,"_Plotosus_ spp., catfish",,poc-kabora-1,,,,2341900
366,catfish or catfish eel,,loniu-kopow-1,,,,
367,"k.o. fish, to 7cm, usually in swarms",,gedaged-gabol-1,_g-_ for †_k-_ or zero,,,
368,"_Plotosus lineatus_, striped catfish",,misima-kaboiya-1,,,,7965247
369,catfish,,patpatar-uboro-1,,,,
370,catfish spp.,,gela-iabola-1,_ya-_ reanalysed as _iɣa_ ‘fish’,,,
371,"Plotosus, catfish",,peoc-kabora-1,,Geraghty1994,,
372,"a fish, _Silurus_ [_Plotosus_]",,mota-apora-1,,,,2341900
373,catfish,,lewo-kapwo-1,,,,
374,catfish,,nguna-naikapwoa-1,_ka-_ reanalysed as _ika_ ‘fish’,,,
375,_Plotosus anguillaris_,,anejom-nope-1,_Plotosus lineatus_,,,7965247
376,_Plotosus anguillaris_,,pije-sago-1,,,,7965247
377,_Plotosus anguillaris_,,nyelayu-cago-1,,,,7965247
378,_Plotosus anguillaris_,,iaai-waaba-1,,,,7965247
379,"small black shoal fish, catfish",,bauanfijian-kaboa-1,,,,
380,_Plotosus_ spp. Sharp spikes can inflict wound,,wayan-kabo-1,,,,2341900
381,"fish sp., probably _Plotosus_ sp., catfish",,ppn-kapoa-1,,Hooper1994,,2341900
382,catfish,,tongan-kopoa-1,,,,
383,"_Plotosus lineatus_, catfish",,eastuvean-kapoa-1,,,,7965247
384,_Plotosus anguillaris_,,samoan-apoa-1,,,,7965247
385,"_Promethichthys prometheus_, snake mackerel",,pukapukan-kapoa-1,,,,2397743
386,"_Promethichthys prometheus_, snake mackerel",,tokelauan-kapoa-1,,,,2397743
387,freshwater eel,,pan-tuna-1,,Blust2002,,
388,"Anguillidae, freshwater eel (generic)",,poc-tuna-1,,,,
389,eel,,mussau-tuna-1,,,,
390,large freshwater eel,,lenkau-trun-1,,,,
391,large freshwater eel,,penchal-run-1,,,,
392,eel,,bilibil-tuna-1,,,,
393,eel,,wogeo-tuna-1,,,,
394,freshwater eel,,kairiru-tun-1,,,,
395,large eel,,bariai-tuna-1,,,,
396,eel (generic),,lukep-tunu-1,,,,
397,"_Anguilla reinhardti_, freshwater eel",,mutu-tun-1,,,,5213034
398,freshwater eel,,tawala-tuna-1,,,,
399,eel,,lala-kuna-1,,,,
400,k.o. eel,,tolai-maleotuna-1,maleo ‘generic for sea eels’,,,
401,eel,,tabar-tuna-1,,,,
402,eel,,nduke-tunasa-1,,,,
403,freshwater eel,,kosraean-ton-1,,,,
404,"Anguillidae, freshwater eel",,pcp-tuna-1,,Geraghty1994,,
405,freshwater eel,1,rotuman-funa-1,,,,
406,similar saltwater eel,2,rotuman-funa-1,,,,
407,freshwater eel,1,wayan-tuna-1,,,,
408,generic for eels including morays and congers,2,wayan-tuna-1,,,,
409,freshwater eel,,bauanfijian-duna-1,,,,
410,generic term for freshwater eels,,kadavu-tuna-1,,,,
411,"_Anguilla_ spp., freshwater eel",,ppn-tuna-1,,Hooper1994,,
412,k.o. eel,,tongan-tuna-1,"including _tuna tahi_, _tuna vai_",,,
413,freshwater eel,,niuean-tuna-1,,,,
414,freshwater eel,,eastuvean-tuna-1,,,,
415,k.o. lake eel,,rennellese-tuna-1,,,,
416,"generic for several eels, both sea and fresh water",,pukapukan-tuna-1,,,,
417,"Anguilla, freshwater eel",,samoan-tuna-1,,,,
418,eel: generic term applied especially to lake eels,,tikopia-tuna-1,,,,
419,generic for all freshwater eels,,maori-tuna-1,,,,
420,k.o. freshwater eel,,hawaiian-kuna-1,,,,
421,moray eel,,poc-labasji-1,,,,
422,moray eel,,titan-pes-1,,,,
423,moray eel,,lenkau-pes-1,,,,
424,moray eel,,nali-pesi-1,,,,
425,eel,,psohoh-basi-1,,,,
426,freshwater eel,,sudest-labadi-1,,,,
427,k.o. eel,,mokilese-lapet-1,,,,
428,saltwater eel (generic),,ponapean-lapet-1,,,,
429,general name for moray eels,,chuukese-loput-1,,,,
430,"generic for snake, worm, eel",,woleaian-rabuto-1,_-o_ unexpected,,,
431,"_Echidna nebulosa_, starry or clouded moray",,laueasternfijian-pusi-1,,,,5213106
432,"sea eel generic, _Gymnothorax_ spp.",,ppn-pusi-1,,Hooper1994,,2403463
433,starry or clouded moray eel,,rennellese-pusi-1,,,,
434,generic for moray eels,,samoan-pusi-1,,,,
435,generic for moray eels,,tokelauan-puhi-1,,,,
436,"_Gymnothorax_ sp., grey-brown reef eel",,tikopia-pusi-1,,,,2403463
437,very large variety of eel,,maori-puhi-1,,,,
438,eel (generic),,hawaiian-puhi-1,,,,
439,"k.o. eel, moray eel ?",,poc-balup-1,,,,
440,"_Echidna nebulosa_, starry or clouded moray",,titan-palu-1,,,,5213106
441,eel,,mangga-vayob-1,,,,
442,eel,,kumaru-vyob-1,,,,
443,freshwater eel,,adzera-baruf-1,,,,
444,"_Gymnothorax_, moray eel",,proc-dabea-1,,,,2403463
445,"_Gymnothorax_, moray, large and black",,marshallese-rap-1,,,,2403463
446,moray eel,,chuukese-rap-1,,,,
447,"saltwater eel, commonly found on barrier reef",,ponapean-rap-1,,,,
448,k.o. sea eel or sea snake,,pcp-dabea-1,,Geraghty1994,,
449,"conger eel, large and dangerous sea eel",,bauanfijian-dabea-1,,,,
450,moray eel,,kadavu-dabea-1,,,,
451,generic for morays,,ppn-tapea-1,,,,
452,_Gymnothorax_ spp.,,eastfutunan-tapea-1,,,,2403463
453,"generic for morays, reef eels",,bellona-tapea-1,,,,
454,"k.o. eel, probably conger",,proc-bonu-1,,,,
455,moray eel,,kiribati-rapono-1,_ra-_ ‘defective’?,,,
456,conger eel,,pcp-bonuo-1,"Geraghty: *bonu ‘Ophichthidae, snake eel’",,,
457,"_Scolecenchelys macropterus_, slender snake eel",,bauanfijian-bonu-1,,,,
458,_Conger_ sp.,,rewa-bonuika-1,,,,
459,"an eel of the mangrove swamp, probably conger",,wayan-bonu-1,,,,
460,"k.o. eel, inedible",,tongan-ponutalia-1,,,,
461,k.o. sea worm,,tongan-ponuponu-1,,,,
462,"conger sp., white eel",,kapingamarangi-pono-1,,,,
463,fish (freshwater),,ubir-bonubonu-1,,,,
464,conger eel,,proc-baku-1,,,,
465,"k.o. eel, possibly conger",,sye-poki-1,,,,
466,k.o. eel,,lenakel-pku-1,,,,
467,sea eel,,rotuman-pau-1,,,,
468,_Conger cinerus_,,wayan-baku-1,,,,
469,_Conger cinerus_,,nadroga-baku-1,,,,
470,"sea eel, possibly generic",,poc-malayo-1,,,,
