ID,Name,qualifier,Form_ID,Comment,Source,Part_Of_Speech,Taxon_IDs
17939,"eat food raw, uncooked",,arosi-oga-1,,,,
17940,eat food raw,,woleaian-xoss-1,,,,
17941,eat food raw,,puloannian-xosa-1,,,,
17942,eat raw,,chuukese-wocaamas-1,,,,
17943,eat raw fish or shellfish; eat fish or meat by itself,,wayan-koda-1,,,,
17944,"raw, uncooked, mostly of meat, fish, shell-fish, or eggs; eat raw fish or shell-fish",,tongan-ota-1,,,,
17945,eat raw; a dish of raw fish fixed with coconut cream,,niuean-ota-1,,,,
17946,pickle (fish for eating raw); dish of pickled raw fish,,samoan-ota-1,,,,
17947,raw fish or fruit; eat fish raw,,tuvalu-ota-1,,,,
17948,"unripe, uncooked; eat raw or in an uncooked state",,maori-ota-1,,,,
17949,eat one food only,,ppn-samu-1,POLLEX,,,
17950,eat vegetables only,,tongan-hamu-1,,,,
17951,eat meat without vegetables,,niuean-kaihamu-1,,,,
17952,eat fish only,,anutan-kaitamu-1,,,,
17953,eat one food only,,eastuvean-hamuko-1,,,,
17954,eat one food only (fish without vegetables or vice versa),,eastfutunan-samuko-1,,,,
17955,eat only one food at a time,,tuvalu-hamu-1,,,,
17956,eat meat only,,emae-kaisamu-1,,,,
17957,eat,,poc-kamu-1,,,,
17958,eat,,blablanga-amu-1,,,,
17959,eat,,maringe-amu-1,,,"VI, VT",
17960,chew (betelnut),,lau-kamu-1,,,,
17961,chew (betelnut),,areare-kamu-1,,,,
17962,chew (betelnut),,saa-kamu-1,,,,
17963,eat,,tahitian-amu-1,,,,
17964,"eat, munch",,maori-kamu-1,,,,
17965,take hold of between the teeth,,bauanfijian-gamuta-1,,,,
17966,"be clamped, as s.t. held between the teeth or by a vice",,wayan-gam-1,,,VI,
17967,"clamp s.t., hold s.t. in the teeth or mouth",,wayan-gamti-1,,,VT,
17968,chew (betelnut),,rennellese-kamu-1,borrowed,,,
17969,chew (betelnut),,tikopia-kamu-1,borrowed,,,
17970,chew and eat,,poc-au-1,,,,
17971,chew on repeatedly,,sio-au-1,,,,
17972,chew,,numbami-aaui-1,,,,
17973,chew,,gitua-au-1,,,,
17974,chew,,bola-au-1,,,,
17975,_Canarium_ almond,,notsi-auau-1,,,,3190431
17976,eat,,tabar-au-1,,,,
17977,(dog +) bite,,tangga-au-1,,,,
17978,(fire) burn,,madak-au-1,,,,
17979,eat,,vaghua-aa-1,,,,
17980,eat,,varisi-aa-1,,,,
17981,chew (food),,babatana-aau-1,,,,
17982,eat,,nduke-aau-1,,,,
17983,eat,,vangunu-aau-1,,,,
17984,eat,,blablanga-au-1,,,,
17985,shell gimlet,,gela-au-1,,,,
17986,"sharp, pointed",,kwaio-au-1,,,,
17987,eat s.t.,,saa-au-2,,,VT,
17988,eat s.t.,,arosi-au-1,,,VT,
17989,eat,,bauro-au-2,,,,
17990,"gnaw, champ, bite",,mota-au-1,,,,
17991,eat voraciously,,kiribati-auau-1,,,,
17992,"gnaw, chew (to get juice only)",,tongan-au-2,,,,
17993,"chew, as pandanus, sugar cane, betel husks; bite",,rennellese-au-2,,,,
17994,chew,,samoan-au-3,,,,
17995,"bite, chew",,tikopia-au-2,,,,
17996,betel chew,,tolai-oe-1,where _-ŋe_ may reflect a nominaliser,,,
17997,"gnaw, nibble, (perhaps of animals)",,poc-arisarisi-1,,,,
17998,gnaw s.t.,,motu-aria-2,,,VT,
17999,bite,,nakanai-gari-1,for †_gali_,,,
18000,bite,,meramera-gali-1,,,,
18001,"nibble, gnaw, crunch",,pmic-ariariti-1,"Bender et al., 2003",,,
18002,"crushing, crunching, cracking sound",,kosraean-arar-1,,,,
18003,"bite the dust, feed off a surface",,marshallese-arar-1,,,,
18004,be gnawed or nibbled,,carolinian-r-3,,,,
18005,"chew, crunch, gnaw",,woleaian-aziezisi-1,,,,
18006,"nibble, gnaw",,ppn-ali-2,POLLEX,,,
18007,"nibble, chew, gnaw, as a rat",,tongan-ali-2,,,,
18008,"gnaw, as a rat",,niuean-ali-2,,,,
18009,bite while holding in the hand,,rennellese-agiagi-1,,,,
18010,gnaw,,samoan-ali-2,,,,
18011,"bite with teeth, gnaw, nibble",,tikopia-ari-1,,,,
18012,gnaw; bite off piece by piece from a big piece,,tokelauan-ali-2,,,,
18013,"nibble, gnaw",,hawaiian-nali-1,,,,
18014,gnaw,,roviana-uriurihi-1,_-h-_ < POc _*-s-_,,,
18015,"of animals, gnaw, gnaw at s.t.",,toabaita-ori-1,,,VT,
18016,"chew, nibble, of rats",,saa-ero-1,,,VI,
18017,crush with the teeth,,pmp-asas-1,,Blust1995,,
18018,"chew (betelnut), suck and chew (sugarcane), bite into",,poc-as-1,,,VI,
18019,"chew (betelnut), suck and chew (sugarcane), bite into",,poc-asi-1,,,VT,
18020,chew (betelnut),,bebeli-nes-1,,,,
18021,chew (betelnut),,rauto-es-1,,,,
18022,chew (betelnut),,aria-es-1,,,,
18023,chew (betelnut),,atui-as-1,,,,
18024,chew (betelnut),,akolet-es-1,,,,
18025,chew (betelnut),,apalik-es-1,,,,
18026,chew (betelnut),,mangseng-as-1,,,,
18027,"suck, chew (e.g. sugarcane)",,mengen-esi-1,,,,
18028,"chew up, bite into, eat",,nakanai-gari-1,,,,
18029,chew (betelnut),,madak-as-1,,,,
18030,chew (betelnut),,lamasong-as-1,,,,
18031,"bite, chew",,sursurunga-asi-1,,,VT,
18032,chew,,patpatar-as-1,,,VT,
18033,chew,,ramoaaina-a-1,,,VT,
18034,chew,,label-as-1,,,,
18035,bite,,kandas-as-1,,,,
18036,chew (betelnut); bite,,siar-as-1,,,,
18037,chew (betelnut),,taiof-aas-1,,,,
18038,chew (betelnut),,tinputz-nah-1,,,,
18039,chew (betelnut),,teop-nah-1,,,,
18040,chew (betelnut),,banoni-asa-1,,,,
18041,chew s.t. tough,,maringe-asa-1,,,,
18042,"suck, as sugarcane; bite; husk with the teeth, of coconuts",,gela-asi-1,,,,
18043,chew (sugarcane),,lengo-aai-1,,,,
18044,chew s.t. (e.g. sugarcane),,longgu-nasi-1,,,VT,
18045,suck on sugar cane,,kwaio-asi-1,,,,
18046,"chew, gnaw",,areare-nasi-1,,,,
18047,"chew (sugarcane), roll about in the mouth",,saa-asi-1,,,VT,
18048,chew (sugarcane),,arosi-asi-1,,,,
18049,sugarcane,,toabaita-asi-1,,,,
18050,chew (betelnut),,monoalu-asu-1,,,,
18051,sharp,,hoava-ahu-1,,,,
18052,sharp,,vangunu-asu-1,,,,
18053,chew (sugarcane),,bugotu-aata-1,,,,
18054,bite off,,gela-ataata-1,,,,
18055,chew,,gela-aata-1,,,,
18056,chew something on one side of the mouth,,longgu-ata-1,,,VT,
18057,"chew or grind on one side of the mouth, as when eating a nut",,longgu-ataata-1,,,VI,
18058,suck and chew (sugarcane),,pnng-uru-1,,,,
18059,chew s.t. hardish or sticky,,kove-oho-1,,,,
18060,"suck, kiss",,bola-uru-1,,,,
18061,chew or suck (sugarcane),,mangga-ur-1,,,,
18062,chew or suck sugarcane,,maposbuang-ur-1,,,,
18063,chew (sugarcane),,patep-ul-1,,,,
18064,chew (sugarcane),,kapin-ul-1,,,,
18065,chew (sugarcane),,piu-aor-1,,,,
18066,chewing on sugarcane,,pmp-ququs-1,,Blust1995,,
18067,suck and chew (sugarcane),,poc-qusi-1,,,VT,
18068,chew (sugarcane etc),,nehan-uhu-1,,,,
18069,chew sugarcane,,mota-us-1,,,,
18070,chew,,pmp-mamaq-1,,Dempwolff1938,,
18071,"chew, masticate but not swallow",,poc-mamaq-1,,,VI,
18072,"chew, masticate but not swallow",,poc-mamaqi-1,,,VT,
18073,chew,,seimat-mamai-1,,,VT,
18074,betel chew,,malai-mama-1,,,,
18075,chew (betelnut),,mindiri-mami-1,,,,
18076,chew (betelnut),,bilibil-mam-1,,,,
18077,"chew, especially betel but also food",,gedaged-mam-1,,,VT,
18078,chew (betelnut),,megiar-mam-1,,,,
18079,chew (betelnut),,takia-mam-1,,,,
18080,chew (betelnut),,vitu-mama-1,,,,
18081,chew (betelnut),,bulu-mama-1,,,,
18082,chew (betelnut),,bola-mama-1,,,,
18083,betel chew,,harua-mama-1,,,,
18084,chew (betelnut),,nakanai-mama-1,,,,
18085,chew (betelnut),,meramera-mama-1,,,,
18086,chew (betelnut),,sursurunga-ma-1,,,,
18087,chew (betelnut),,minigir-mamai-1,_-i_ < _*-q_,,,
18088,chew (betelnut),,tolai-mamai-1,_-i_ < _*-q_,,VI,
18089,chew (betelnut),,label-mai-1,_-i_ < _*-q_,,,
18090,chew (betelnut),,ramoaaina-mama-1,,,,
18091,betel chew,,siar-mamai-1,_-i_ < _*-q_,,,
18092,chew (betelnut),,torau-mama-1,,,,
18093,chew fine; feed a baby with pap,,gela-mama-1,,,VT,
18094,chew (sugarcane),,arosi-maimai-1,,,,
18095,eat pre-chewed taro,,kiai-mama-1,,,,
18096,feed with pre-chewed taro,,kiai-mamai-1,,,,
18097,"chew, as mothers do for food for children",,raga-mama-1,,,,
18098,chew food for baby,,namakir-mama-1,,,,
18099,chew,,lenakel-amai-1,,,,
18100,chew,,anejom-amai-1,,,,
18101,"chew and spit out again, of kava etc",,bauanfijian-mama-1,,,,
18102,"chew, masticate but not swallow",,ppn-mama-1,,,,
18103,"chew, esp. kava root in former times or candlenuts before using as soap, or food to be fed to a baby",,tongan-mama-1,,,,
18104,chew without swallowing,,rennellese-mama-1,,,,
18105,premasticate kava or food for infants,,samoan-mama-2,,,,
18106,"chew but not swallow, as kava root",,tikopia-mama-1,,,,
18107,premasticate kava or food for infants,,tahitian-mama-1,,,,
18108,chew s.t. until soft,,emae-mama-1,,,,
18109,"chew, masticate but not swallow",,hawaiian-mama-1,,,,
18110,betel chew,,roro-momo-1,,,,
18111,chew; (?) premasticate food for baby,,poc-meme-1,,,VI,
18112,chew; (?) premasticate food for baby,,poc-memei-1,,,VT,
18113,chew food without swallowing it,,lou-memem-1,,,,
18114,leftovers or waste from betel nut chewing,,sursurunga-meme-1,,,,
18115,chewed betelnut and lime; the red spittle from it,,ramoaaina-meme-1,,,,
18116,chew (sugarcane); masticate food generally,,lau-meme-1,,,,
18117,chew (sugarcane),,kwaio-meme-1,,,,
18118,chew (betelnut),,areare-meme-1,,,,
18119,feed (an infant),,seambrym-mei-1,,,,
18120,chew food for baby,,lewo-meme-1,,,,
18121,food chewed by mother for baby,,lewo-mena-1,,,,
18122,chew food to make it moist and soft for a baby,,uripiv-memei-1,,,,
18123,eat (child speech); chew,,marshallese-meme-1,,,,
18124,chew (betelnut),,poc-jamu-1,,Ross1988[78],VI,
18125,chew (betelnut),,poc-jami-1,,Ross1988[78],VT,
18126,chew (betelnut),,mussau-rame-1,,,,
18127,chew (betelnut),,bam-jemi-1,,,,
18128,chew (betelnut),,manam-zem-1,,,,
18129,chew (betelnut),,wogeo-ejimu-1,,,,
18130,chew (betelnut),,kis-ajem-1,,,,
18131,chew (betelnut),,kairiru-jem-1,,,,
18132,chew (betelnut),,motu-ramu-1,_r-_ for †_d-_,,,
18133,chew (betelnut),,tiang-sm-1,,,,
18134,chew; fibrous residue,,pncv-zaman-1,,Clark2009,,
18135,eat what is soft and juicy and has fibres in it,,mota-saman-1,,,,
18136,"useless remains, refuse",,mota-samai-1,,,,
18137,residue of kava root or sugarcane,,raga-hama-1,,,,
18138,"residue when liquid has been expressed from grated coconut, yam, etc.",,apma-sema-1,,,,
18139,"residue of coconut, kava, sugarcane",,nokuku-jam-1,,,,
18140,masticate,,kiai-zamai-1,,,VT,
18141,chew fibrous substance,,uripiv-ojmjme-1,,,,
18142,chew noisily,,labo-same-1,,,,
18143,gnaw,,rerep-jamue-1,,,,
18144,wringings of coconut,,rerep-jaman-1,,,,
18145,kava residue,,namakir-ham-1,,,,
18146,chew,,nguna-samae-1,,,,
18147,"dross (e.g. chewed sugarcane, sawdust, wood shavings, remains of squeezed-out kava)",,nguna-nasama-1,,,,
18148,eat scraps of food,,pcp-jamu-1,,Geraghty1986[301: ‘scraps of food’],,
18149,eat sparingly,,rotuman-jamjamu-1,,,,
18150,eat scraps,,ppn-samu-1,POLLEX,,,
18151,eat scraps,,niuean-kaihamu-1,,,,
18152,eat scraps,,samoan-samu-1,,,,
18153,pick out fastidiously,,tikopia-samu-1,,,,
18154,bite seeds and spit out pulp,,rennellese-samu-1,,,,
18155,eat scraps of food,,tongareva-kaisamu-1,,,,
18156,eat scraps,,tahitian-aihamu-1,,,,
18157,eat scraps,,tuamotuan-hamu-1,,,,
18158,eat scraps,,marquesan-hamu-1,,,,
18159,eat leftover food,,mangareva-amu-1,,,,
18160,eat scraps,,hawaiian-hamu-1,,,,
18161,eat scraps of food,,rarotongan-kaiamu-1,,,,
18162,eat scraps,,maori-hamuhamu-1,,,,
18163,eat leftovers,,rapanui-hamuhamu-1,,,,
18164,chew,,roviana-hamua-1,_h_ for †_z_,,,
18165,chew (betelnut?),,poc-namu-1,,Blust1995,VI,
18166,eat,,gedaged-nam-1,used when speaking to small children,,,
18167,"chew betelnut; chew, masticate",,areare-namu-1,,,,
18168,chew and swallow,,bauanfijian-namunamu-1,,,VI,
18169,chew and swallow,,bauanfijian-namuta-1,,,VT,
18170,chew,,peoc-dramu-1,,,VI,
18171,chew,,peoc-drami-1,,,VT,
18172,chew (betelnut),,gela-dami-1,,,,
18173,chew (betelnut); betel pepper,,lau-dami-1,,,,
18174,chew s.t. (properly used only of animals),,toabaita-damu-1,,,VT,
18175,smack lips,,lau-damu-1,,,,
18176,chew (betelnut),,kwaio-damu-1,,,,
18177,chew betel,,ulawa-damu-1,,,VI,
18178,chew (betelnut),,arosi-damu-1,,,,
18179,chew (betelnut),,bauro-tamu-1,,,,
18180,chew,,ppn-lamu-1,POLLEX,,,
18181,chew,,tongan-lamu-1,,,,
18182,"eat, chew",,niuean-lamu-1,,,VT,
18183,eat,,pukapukan-lamulamu-1,,,,
18184,chew,,eastfutunan-lamu-1,,,,
18185,gobble food noisily,,rennellese-gamugamu-1,,,,
18186,chew,,samoan-lamu-1,,,,
18187,chew,,tokelauan-lamu-1,,,,
18188,eat,,pmp-uminum-1,,Blust1995,VI,
18189,drink,,poc-minum-1,,Lynch2002e,VI,
18190,drink,,bipi-min-1,,,,
18191,drink,,raga-minu-1,,,,
18192,drink,,lonwolwol-muen-1,,,,
18193,drink,,seambrym-mumun-1,,,VI,
18194,drink,,seambrym-muni-1,,,VT,
18195,drink,,uripiv-mini-1,,,,
18196,drink,,portsandwich-muni-1,,,,
18197,"drink, lap up",,labo-mun-1,,,,
18198,drink,,paamese-mun-1,,,VT,
18199,drink,,paamese-munmun-1,,,VI,
18200,"drink, suck",,lewo-mu-2,,,VI,
18201,"drink, suck; kiss",,lewo-muni-1,,,VT,
18202,drink,,namakir-munum-1,,,,
18203,drink,,nguna-munui-1,,,,
18204,drink,,southefate-min-1,,,,
18205,drink,,psv-amunimm-1,,Lynch2001c,,
18206,drink,,sye-omonki-1,,,,
18207,drink,,ura-omni-1,,,,
18208,drink,,lenakel-amnuum-1,,,,
18209,drink,,anejom-amo-1,,,VI,
18210,drink,,anejom-ami-1,,,VT,
18211,drink,,bauanfijian-unu-2,,,,
18212,be drunk (by s.o.),,bauanfijian-unuv-1,,,,
18213,drink,,pmp-inum-1,,Blust1995,,
18214,drink,,poc-inum-1,,,VI,
18215,drink,,poc-inumi-1,,,VT,
18216,drink,,wuvulu-inu-1,,,,
18217,drink,,aua-inu-1,Smythe,,,
18218,drink,,lou-im-1,,,,
18219,drink,,kaniet-num-1,,,,
18220,drink,,maleu-in-1,,,,
18221,drink,,sio-inu-1,,,,
18222,drink,,lukep-in-1,,,,
18223,drink,,malasanga-in-1,,,,
18224,drink,,bam-in-1,,,,
18225,drink,,motu-inua-1,,,VT,
18226,drink,,dobu-numa-1,,,"VT,VI",
18227,drink,,bola-ninu-1,,,,
18228,drink,,harua-inu-1,,,,
18229,drink,,nakanai-liu-1,metathesis,,,
18230,drink,,lavongai-inum-1,,,,
18231,drink,,tigak-inum-1,,,,
18232,drink,,karaeast-num-1,,,,
18233,drink,,karawest-num-1,,,,
18234,drink,,nalik-inim-1,,,,
18235,drink,,madak-nin-1,,,,
18236,suck,,barok-nin-1,,,,
18237,drink,,kandas-inum-1,,,,
18238,drink,,tolai-inim-1,,,"VI, VT",
18239,drink,,ramoaaina-inim-1,,,,
18240,drink,,nehan-inum-1,,,,
18241,drink,,gela-inu-1,,,VI,
18242,drink,,westguadalcanal-inu-1,,,,
18243,drink,,tolo-inuinuvi-1,,,,
18244,drink,,birao-inu-1,,,,
18245,drink,,lengo-inu-1,,,,
18246,drink,,saa-inu-1,,,VI,
18247,drink,,saa-inuhi-1,,,VT,
18248,drink,,mwotlap-in-1,,,,
18249,drink,,tangoa-inu-1,,,,
18250,drink,,tamambo-inu-1,,,VI,
18251,drink,,tamambo-inumi-1,,,VT,
18252,drink,,kwamera-anumi-1,,,,
18253,drink,,swtanna-nm-1,,,,
18254,drink,,tongan-inu-1,,,VI,
18255,drink,,tongan-inui-1,,,VT,
18256,drink,,samoan-inu-1,,,,
18257,be drunk,,samoan-inumia-1,,,V PERFECTIVE,
18258,drink,,anutan-inu-1,,,,
18259,drink,,maori-inu-1,,,,
18260,be drunk,,maori-inumia-1,,,V PASSIVE,
18261,"drink; a drink, drinking",,hawaiian-inu-1,,,,
18262,be drunk,,hawaiian-inumia-1,,,,
18263,"be open, as the mouth",,pmp-kaa-1,,Blust1995,,
18264,drink by pouring down the throat,,poc-gkaga-1,,,,
18265,trickle (water in the hills); drink coconut holding it away from the mouth,,tawala-gaga-1,,,,
18266,"guzzle, drink from something held up above the head",,sursurunga-g-1,,,VI,
18267,guzzle,,sursurunga-gai-1,,,VT,
18268,drink,,siar-ga-1,,,,
18269,drink,,hahon-gaga-1,,,,
18270,drink,,teop-gaga-1,,,,
18271,drink,,solos-kua-1,,,,
18272,water,,solos-kua-1,,,,
18273,drink,,petats-kua-1,,,,
18274,drink,,halia-wa-1,,,,
18275,drink,,selau-wa-1,,,,
18276,drink,,banoni-kuu-1,,,,
18277,drink,,piva-kuu-1,,,,
18278,drink by pouring down the throat,,gela-kaa-1,,,,
18279,drink; water,,blablanga-kou-1,,,,
18280,drink; water,,maringe-kou-1,,,,
18281,drink,,bugotu-kou-1,,,,
18282,drink,,lau-gou-1,,,,
18283,drink,,kwaraae-kohi-1,,,VT,
18284,drink,,kwaio-goufi-1,,,VT,
18285,drink,,areare-kouh-1,,,VT,
18286,"sip, as soup or rice wine from a bowl",,pan-sirup-1,,Blust1995,,
18287,"sip, as soup or rice wine from a bowl",,pmp-hirup-1,,,,
18288,"sip (as soup), slurp",,poc-irup-1,,Blust1995,VI,
18289,"sip (as soup), slurp",,poc-irupi-1,,Blust1995,VT,
18290,drink cabbage soup,,gela-iluiluvi-1,,,,
18291,drink medicine,,gela-iluilu-1,,,,
18292,"drink with a spoon, sup, drink soup",,lau-iluilufi-1,,,,
18293,drunk,,lau-ilufia-1,,,,
18294,drink slowly,,areare-iruhi-1,,,,
18295,sup (as yam soup),,ulawa-iluiluhi-1,,,,
18296,"sip yam soup; to sip, drink",,arosi-iruiruhi-1,,,,
18297,"slurp, drink s.t.",,toabaita-elufiilufi-1,,,VT,
18298,"slurp food, drink",,toabaita-eluelu-1,,,,
18299,"drink, slurp, suck",,pmp-nepnep-1,,Blust1995,,
18300,"put the face against, kiss, suck, sniff",,poc-nonop-1,,,VI,
18301,smell; sniff,,sio-no-1,,,,
18302,eat (only mangoes); suck,,manam-nono-1,,,,
18303,suck,,tabar-nopi-1,,,,
18304,suck,,lungga-nonopo-1,,,,
18305,suck,,nduke-nonopo-1,,,,
18306,suck,,roviana-nonopo-1,,,,
18307,kiss,,longgu-nono-1,,,,
18308,suck,,longgu-nonoi-1,,,,
18309,"kiss, place the face against, sniff",,areare-nono-1,,,,
18310,"place the face against, sniff, kiss",,saa-nono-1,,,VI,
18311,"place the face against, sniff, kiss",,ulawa-nonohi-1,,,VT,
18312,put the lips to,,arosi-nono-1,,,,
18313,kiss,,arosi-hainono-1,,,,
18314,"sip, suck",,pmp-panepsep-1,,,,
18315,suck (?),,poc-nosop-1,,,,
18316,"suck, sip, (moisture)",,pses-noso-1,,,VI,
18317,"suck, sip, (moisture)",,pses-nosovi-1,,,VT,
18318,suck,,baegu-notofi-1,,,,
18319,"suck at, suck out",,toabaita-notofi-1,,,VT,
18320,"suck, sip, soak up (moisture)",,lau-noto-1,,,VI,
18321,"suck, sip, soak up (moisture)",,lau-notofi-1,,,VT,
18322,"sip, suck",,pmp-sepsep-1,"Blust 1983-4, ACD",,,
18323,"put lips to, kiss, suck, absorb (moisture)",,poc-sosop-1,,,VI,
18324,"put lips to, kiss, suck, absorb (moisture)",,poc-sopi-1,,,VT,
18325,drink,,mussau-ropi-1,,,,
18326,"lick (face), kiss, smack (lips)",,hote-spsp-1,,,,
18327,kiss,,takia-awasupipi-1,lit. ‘mouth suck’,,,
18328,"soak up, absorb",,motu-dodo-1,,,VT,
18329,suck,,sursurunga-sospi-1,,,,
18330,suck,,tolainodup-rupi-1,,,,
18331,drown,,nehan-hop-1,,,VI,
18332,suck,,bugotu-sopi-1,,,,
18333,suck; absorb moisture; lick,,gela-sopi-1,,,,
18334,suckle,,gela-sopisopi-1,,,,
18335,"suck, make sucking noise",,kwaio-tototo-1,,,,
18336,"gulp, suck",,kwaio-totofi-1,,,,
18337,"put lips to, drink with lips, suck",,arosi-toto-1,,,VI,
18338,"put lips to, drink with lips, suck",,arosi-totohi-1,,,VT,
18339,"suck, inhale, draw absorb",,areare-totohi-1,,,,
18340,"put lips to, drink with lips, suck; to sip honey (of birds)",,arosi-toto-1,,,,
18341,"sink into, be absorbed in, of liquids",,saa-tototohi-1,,,VT,
18342,"absorb, soak up",,pmp-serep-1,,Blust1995,,
18343,"absorb (liquid), suck up (liquid), sip, slurp, sniff",,poc-sorop-1,,,VI,
18344,"absorb (liquid), suck up (liquid), sip, slurp, sniff",,poc-soropi-1,,,VT,
18345,"rub with nose, kiss",,dawawa-suruva-1,,,,
18346,kiss,,dawawa-waisuruva-1,wai- RECIP,,,
18347,sniffle,,sursurunga-soroput-1,,,,
18348,sip,,nehan-hirupu-1,,,,
18349,suck,,vaghua-joropo-1,,,,
18350,suck,,varisi-zorope-1,,,,
18351,absorb liquid,,bugotu-soropi-1,,,VT,
18352,"sip, drink soup noisily; suck sugarcane",,gela-soropi-1,,,VT,
18353,make a snorting noise at,,mota-sorov-1,,,,
18354,"butt, snort as if to bite",,raga-horovi-1,,,,
18355,breathe,,tamambo-soro-1,,,,
18356,sleep,,kiai-zorovi-1,,,,
18357,snore,,tolomako-juruvi-1,,,,
18358,drink noisily,,namakir-horov-1,,,,
18359,"grunt, oink, growl",,nguna-sorovi-1,,,,
18360,"suck, breathe in",,southefate-srof-1,,,,
18361,"sip, slurp (liquid); bubble (of liquids or cooking foods)",,patep-hlup-1,,,,
18362,suck,,ririo-torope-1,,,,
18363,sip,,halia-toropo-1,,,,
18364,suck,,poc-tumu-1,,,,
18365,suck,,mangseng-tum-1,,,,
18366,sucking thing; mango,,mangseng-tumo-1,,,,
18367,suck,,mato-tumtum-1,,,,
18368,suck,,tinputz-tom-1,,,,
18369,"suck, kiss",,teop-tomo-1,,,,
18370,suck,,labo-tumtum-1,,,,
18371,suck,,nguna-tomi-1,,,,
18372,"suck on, suck up (liquid)",,poc-dumus-1,,,VI,
18373,"suck on, suck up (liquid)",,poc-dumusi-1,,,VT,
18374,suck (a liquid as through a straw),,mengen-rumu-1,,,,
18375,"suck (as a baby), soak up",,mengen-rume-1,,,,
18376,"suck, kiss, sip",,ramoaaina-dum-1,,,,
18377,"suck, sip, taste",,pncv-dumusi-1,,Clark2009,VT,
18378,"touch with the lips, sip, taste, kiss",,mota-nim-1,,,,
18379,"take a taste of, sip of",,mota-nimis-1,,,,
18380,"kiss, sip",,unua-rromji-1,,,,
18381,suck; smell,,namakir-dom-1,,,,
18382,"suck on, savour",,kwamera-tumi-1,,,,
18383,"sip, suck , as a child at the breast",,bauanfijian-domi-1,,,VT,
18384,suck or drink through a straw or teat,,wayan-tom-1,,,VI,
18385,"suck s.t. through a straw, etc.",,wayan-tomii-1,,,VT,
18386,"sip, suck, taste",,pncv-zimi-1,,Clark2009,,
18387,"sip, suck",,mota-sim-1,NCV reflexes show metathesis,,,
18388,"suck, sip",,raga-him-1,,,,
18389,sip,,tamambo-jimi-1,old word,,,
18390,drink meat stock by sucking meat,,kiai-zimzim-1,,,,
18391,drink,,kiai-zimia-1,,,,
18392,taste,,lonwolwol-himi-1,,,,
18393,suck water into mouth and spit it out again,,paamese-simi-1,,,,
18394,"swallow, suck",,ppn-momi-1,POLLEX,,,
18395,sunken mouth as when toothless,,tongan-momi-1,,,,
18396,eat with lips only; suck,,eastfutunan-momi-1,,,,
18397,swallow; eat till food is gone,,pukapukan-momi-1,,,,
18398,"suck up, swallow up, suck",,maori-momi-1,,,,
18399,swallow,,tahitian-momi-1,,,,
18400,"swallow, suck",,tuamotuan-momi-1,,,,
18401,suck,,kela-mu-1,,,,
18402,"suck (liquid, breast), inhale",,wayan-omi-1,,,,
18403,"sip, suck",,pan-supsup-1,,Blust1995,,
18404,"sip, suck",,pmp-cupcup-1,,Blust1995,,
18405,suck (the breast),,poc-susup-1,,,VI,
18406,suck (the breast),,poc-susupi-1,,,VT,
18407,suck,,bipi-susuh-1,,,VT,
18408,suck up through a tube,,wedau-uuvi-1,,,VT,
18409,drink from breasts,,gela-susuvi-1,,,VT,
18410,suck at the mother’s breast,,toabaita-susu-1,,,VI,
18411,suck (the breast),,toabaita-susufi-1,,,VT,
18412,suck the breast,,lau-susu-1,,,VI,
18413,suck (the breast),,lau-susufi-1,,,VT,
18414,suck,,kwaio-susu-1,,,,
18415,suckle,,kwaio-susufi-1,,,VT,
18416,suck (at the breast),,pmp-susu-1,,,,
18417,suck (the breast),,poc-susu-2,,,VI,
18418,suck (the breast),,poc-susui-1,,,VT,
18419,suck,,seimat-susui-1,,,VT,
18420,"nurse, suckle",,titan-susui-1,,,,
18421,"suck at breast, suckle",,iduna-huhu-2,,,,
18422,breastfeed; drink by sucking,,gapapaiwa-susu-2,,,,
18423,suck,,dawawa-susu-1,,,,
18424,suck,,tubetube-susu-1,,,,
18425,suck,,tigak-sut-1,,,,
18426,suck,,karaeast-sus-1,,,,
18427,suck,,nalik-sus-1,,,,
18428,suck,,patpatar-sus-1,,,,
18429,"suck, of children and young animals",,tolai-u-2,,,"VI, VT",
18430,suck,,label-hasus-1,,,,
18431,suck,,bilur-u-1,,,,
18432,suck,,siar-sus-1,,,,
18433,suck at the breast,,sursurunga-sus-1,,,VI,
18434,milk,,sursurunga-sus-1,,,N,
18435,suck at the breast,,sursurunga-susi-1,,,VT,
18436,suck,,nguna-susue-1,,,,
18437,"suckle, nurse",,kaulong-sus-1,,,,
18438,suck,,yalu-ss-1,,,,
18439,suck,,wampar-sos-1,,,,
18440,suck,,kapin-lul-1,,,,
18441,suck,,vitu-uu-1,,,,
18442,suck,,bulu-ruru-1,,,,
18443,suck,,nakanai-susu-2,,,,
18444,suck,,meramera-susu-1,,,,
18445,nurse at the breast,,nehan-huhu-1,,,,
18446,suck the breast; have children at the breast,,saa-susu-1,,,VI,
18447,suck the breast,,arosi-susu-1,,,V,
18448,breast; suck,,mota-sus-1,,,,
18449,suck,,raga-huhu-2,,,,
18450,breastfeed,,tamambo-susu-2,,,,
18451,suckle,,portsandwich-sus-1,,,,
18452,suck at breast,,anejom-ee-1,,,,
18453,"suckle, nurse from the breast",,carolinian-tt-1,,,,
18454,"suckle, nurse",,ponapean-titi-1,,,,
18455,suck (of a nursing child),,chuukese-tttttt-1,,,,
18456,suck mother’s breast,,puloannian-tt-1,,,,
