ID,Name,Concepticon_ID,Concepticon_Gloss
dwellinghouse,dwelling house,,
house,house,,
village,village,,
familyhouse,family house,,
buildinghousehomedwelling,"building, house, home, dwelling",,
anykindofdwelling,any kind of dwelling,,
opensidedbuilding,open-sided building,,
canoehut,canoe hut,,
yamhouse,yam house,,
smallhouseorshedcanoeshedstorehouseforgiftsoffood,"small house or shed, canoe shed, storehouse for gifts of food",,
publicbuilding,public building,,
shedforyams,shed for yams,,
canoehousemenshouse,"canoe house, men's house",,
houseofretirementforwomenduringmenstruationandafterchildbirth,house of retirement for women during menstruation and after childbirth,,
housebuiltnearagardenfortemporarystorageofproduce,house built near a garden for temporary storage of produce,,
hutforchildbirth,hut for childbirth,,
housebuilding,"house, building",,
menstrualhut,menstrual hut,,
underwaterholeinrocksinhabitedbyafishorotherseacreature,underwater hole in rocks inhabited by a fish or other sea creature,,
menshouse,men's house,,
mensmeetinghouse,men's meeting house,,
malemenshouse,male; men's house,,
theareaunderneatharaisedhouse,the area underneath a raised house,,
moundforhousesiteplatformofearthonwhichahouseisbuilt,"mound for house site, platform of earth on which a house is built",,
thesiteofahouse,the site of a house,,
amoundofearthheapofthings,"a mound of earth, heap of things",,
housesitemoundconsistingmainlyofearthbutsometimesalsocoralrubblefacedwithstonesonwhichadwellinghouseisbuiltfunctionsofmoundaredrainageandstatus,"house site, mound (consisting mainly of earth but sometimes also coral rubble), faced with stones, on which a dwelling house is built; functions of mound are drainage and status",,
housesiteamoundfacedwithstonesonwhichamaindwellinghouseisbuilt,"house site, a mound, faced with stones, on which a main dwelling house is built",,
largeplatformofstoneswithreligiousfunctions,large platform of stones with religious functions,,
platformofstonesoftensteppedwithreligiousfunctionspileupstonesputupwallofamarae,"platform of stones, often stepped, with religious functions; pile up stones, put up wall of a marae",,
anyartificiallyraisedplatformormoundofearthawalledplatformformamoundofearth,"any artificially raised platform or mound of earth, a walled platform; form a mound of earth",,
platformofstones,platform of stones,,
entrancetohousedoorway,"entrance to house, doorway",,
stepsofhouse,steps of house,,
centreofavillage,centre of a village,,
doorpost,doorpost,,
holeopeningoutletdoorway,"hole, opening, outlet, doorway",,
door,door,,
ridgepoleridgeoftheroof,"ridgepole, ridge of the roof",,
ridgepole,ridgepole,,
rooftop,roof top,,
