ID,Name,Description,Category,Comment,Cognateset_ID,CognatesetReference_ID,Chapter_ID
6-11-5-7-343-PChk-aremoi-a-1,,,,,6-11-5-7-343-PChk-aremoi-a,6-11-5-7-343-PChk-aremoi-a,6-11
6-11-5-7-343-PMic-sumuru-a-1,,,,,6-11-5-7-343-PMic-sumuru-a,6-11-5-7-343-PMic-sumuru-a,6-11
6-11-5-7-344-PMic-maticiki-a-1,,,,,6-11-5-7-344-PMic-maticiki-a,6-11-5-7-344-PMic-maticiki-a,6-11
6-11-5-7-345-PMic-matilapa-a-1,,,,,6-11-5-7-345-PMic-matilapa-a,6-11-5-7-345-PMic-matilapa-a,6-11
6-11-5-7-345-PWMic-laka-a-1,,,,,6-11-5-7-345-PWMic-laka-a,6-11-5-7-345-PWMic-laka-a,6-11
6-12-3-1-381-POc-pa-a-1,,,,,6-12-3-1-381-POc-pa-a,6-12-3-1-381-POc-pa-a,6-12
6-12-3-1-383-PWOc-sowa-a-1,,,,,6-12-3-1-383-PWOc-sowa-a,6-12-3-1-383-PWOc-sowa-a,6-12
6-12-3-3-387-PWOc-tore-a-1,,,,,6-12-3-3-387-PWOc-tore-a,6-12-3-3-387-PWOc-tore-a,6-12
6-12-4-1-391-POc-taram-a-1,,,,,6-12-4-1-391-POc-taram-a,6-12-4-1-391-POc-taram-a,6-12
6-12-5-None-397-POc-kapat-a-1,,,,,6-12-5-None-397-POc-kapat-a,6-12-5-None-397-POc-kapat-a,6-12
6-12-5-None-398-POc-ulu-a-1,,,,,6-12-5-None-398-POc-ulu-a,6-12-5-None-398-POc-ulu-a,6-12
6-13-3-None-408-POc-poli-a-1,,,,,6-13-3-None-408-POc-poli-a,6-13-3-None-408-POc-poli-a,6-13
6-13-3-None-409-PWOc-kulae-a-1,,,,,6-13-3-None-409-PWOc-kulae-a,6-13-3-None-409-PWOc-kulae-a,6-13
6-13-4-4-412-PPn-taqoa-a-1,,,,,6-13-4-4-412-PPn-taqoa-a,6-13-4-4-412-PPn-taqoa-a,6-13
6-13-5-1-415-POc-wase-a-1,,,,,6-13-5-1-415-POc-wase-a,6-13-5-1-415-POc-wase-a,6-13
6-13-5-3-418-POc-buku-a-1,,,,,1-9-10-None-291-POc-buku-a,6-13-5-3-418-POc-buku-a,6-13
6-13-5-3-419-PEOc-sui-a-1,,,,,6-13-5-3-419-PEOc-sui-a,6-13-5-3-419-PEOc-sui-a,6-13
6-13-6-None-422-POc-pani-a-1,,,,,6-13-6-None-422-POc-pani-a,6-13-6-None-422-POc-pani-a,6-13
6-13-6-None-422-POc-pere-a-1,,,,,6-13-6-None-422-POc-pere-a,6-13-6-None-422-POc-pere-a,6-13
6-14-2-None-440-PPn-tau-a-1,,,,,6-14-2-None-440-PPn-tau-a,6-14-2-None-440-PPn-tau-a,6-14
6-14-4-5-468-POc-sapuluq-a-1,,,,,6-14-4-5-468-POc-sapuluq-a,6-14-4-5-468-POc-sapuluq-a,6-14
6-14-4-5-469-POc-saratus-a-1,,,,,6-14-4-5-469-POc-saratus-a,6-14-4-5-469-POc-saratus-a,6-14
6-16-7-None-567-PPn-fua-a-1,,,,,6-16-7-None-567-PPn-fua-a,6-16-7-None-567-PPn-fua-a,6-16
1-4-4-1-89-adm-loniu-mati,1-4-4-1-89-adm-loniu-mati,,,,,,1-4
1-4-4-1-93-pn-rapanui-mata,1-4-4-1-93-pn-rapanui-mata,,,,,,1-4
1-4-5-1-97-ses-lau-maku,1-4-5-1-97-ses-lau-maku,,,,,,1-4
1-5-8-2-132-ses-arosi-sui,1-5-8-2-132-ses-arosi-sui,,,,,,1-5
1-6-2-1-145-nng-maposbuang-vakrur,1-6-2-1-145-nng-maposbuang-vakrur,,,,,,1-6
1-6-2-5-147-adm-mussau-atukotolu,1-6-2-5-147-adm-mussau-atukotolu,,,,,,1-6
1-7-2-1-178-wmp-malay-waka,1-7-2-1-178-wmp-malay-waka,,,,,,1-7
1-7-2-2-184-nng-kove-lae,1-7-2-2-184-nng-kove-lae,,,,,,1-7
1-9-3-None-245-pt-iduna-talakehi,1-9-3-None-245-pt-iduna-talakehi,,,,,,1-9
1-9-3-1-248-ses-longgu-mousi,1-9-3-1-248-ses-longgu-mousi,,,,,,1-9
1-9-7-None-284-pt-iduna-vilo,1-9-7-None-284-pt-iduna-vilo,,,,,,1-9
2-3-3-3-47-nng-maposbuang-belvaa,2-3-3-3-47-nng-maposbuang-belvaa,,,,,,2-3
2-3-6-2-62-nng-kaulong-ekimaran,2-3-6-2-62-nng-kaulong-ekimaran,,,,,,2-3
2-3-9-4-85-adm-mussau-manugagaga,2-3-9-4-85-adm-mussau-manugagaga,,,,,,2-3
2-4-2-1-93-ses-lau-asiabua,2-4-2-1-93-ses-lau-asiabua,,,,,,2-4
2-4-2-2-96-pt-kiriwina-ipaisaga,2-4-2-2-96-pt-kiriwina-ipaisaga,,,,,,2-4
2-4-3-2-110-pt-motu-haoda,2-4-3-2-110-pt-motu-haoda,,,,,,2-4
2-5-4-1-127-nng-amara-omur,2-5-4-1-127-nng-amara-omur,,,,,,2-5
2-5-4-2-135-ses-arosi-worosi,2-5-4-2-135-ses-arosi-worosi,,,,,,2-5
2-5-4-2-135-mic-ponapean-nanpar,2-5-4-2-135-mic-ponapean-nanpar,,,,,,2-5
2-5-4-2-138-mm-roviana-toarauru,2-5-4-2-138-mm-roviana-toarauru,,,,,,2-5
2-5-4-2-140-nng-kove-hai,2-5-4-2-140-nng-kove-hai,,,,,,2-5
2-5-4-2-140-mm-barok-awat,2-5-4-2-140-mm-barok-awat,,,,,,2-5
2-5-5-2-145-mm-vitu-abuabu,2-5-5-2-145-mm-vitu-abuabu,,,,,,2-5
2-6-2-2-158-pt-motu-gubadokona,2-6-2-2-158-pt-motu-gubadokona,,,,,,2-6
2-6-5-2-167-nng-gedaged-boitinan,2-6-5-2-167-nng-gedaged-boitinan,,,,,,2-6
2-6-5-2-168-mm-roviana-govetepisi,2-6-5-2-168-mm-roviana-govetepisi,,,,,,2-6
2-6-5-2-169-adm-ninigo-manifono,2-6-5-2-169-adm-ninigo-manifono,,,,,,2-6
2-6-5-2-169-mic-satawalese-painemanemefu,2-6-5-2-169-mic-satawalese-painemanemefu,,,,,,2-6
2-6-5-2-173-ses-saa-ape,2-6-5-2-173-ses-saa-ape,,,,,,2-6
2-6-5-2-173-ses-saa-romane,2-6-5-2-173-ses-saa-romane,,,,,,2-6
2-6-5-2-174-ses-saa-ireki,2-6-5-2-174-ses-saa-ireki,,,,,,2-6
2-6-5-2-174-mic-kiribati-tebotonaiai,2-6-5-2-174-mic-kiribati-tebotonaiai,,,,,,2-6
2-6-5-2-179-pn-samoan-aoleleaotoa,2-6-5-2-179-pn-samoan-aoleleaotoa,,,,,,2-6
2-7-2-2-206-ses-wguad-vasau,2-7-2-2-206-ses-wguad-vasau,,,,,,2-7
2-7-4-None-214-adm-mussau-boboiena,2-7-4-None-214-adm-mussau-boboiena,,,,,,2-7
2-7-4-None-214-nng-kairiru-jirjir,2-7-4-None-214-nng-kairiru-jirjir,,,,,,2-7
2-7-4-None-215-nng-manam-zizi,2-7-4-None-215-nng-manam-zizi,,,,,,2-7
2-7-4-None-215-ncv-mota-memea,2-7-4-None-215-ncv-mota-memea,,,,,,2-7
2-8-2-3-256-yap-yapese-wuu,2-8-2-3-256-yap-yapese-wuu,,,,,,2-8
2-8-2-4-265-adm-mussau-bea,2-8-2-4-265-adm-mussau-bea,,,,,,2-8
2-8-3-3-275-nng-takia-sda,2-8-3-3-275-nng-takia-sda,,,,,,2-8
2-9-2-3-316-pt-motu-huadoai,2-9-2-3-316-pt-motu-huadoai,,,,,,2-9
2-9-2-3-317-pt-kiriwina-kapatu,2-9-2-3-317-pt-kiriwina-kapatu,,,,,,2-9
2-9-2-3-317-pt-kiriwina-tubukonatubugeguda,2-9-2-3-317-pt-kiriwina-tubukonatubugeguda,,,,,,2-9
2-9-2-3-317-adm-drehet-purekxek,2-9-2-3-317-adm-drehet-purekxek,,,,,,2-9
2-9-2-3-317-mm-maringe-kafa,2-9-2-3-317-mm-maringe-kafa,,,,,,2-9
2-9-2-4-319-nng-kove-hai,2-9-2-4-319-nng-kove-hai,,,,,,2-9
2-9-3-3-323-adm-drehet-kumi,2-9-3-3-323-adm-drehet-kumi,,,,,,2-9
2-9-3-3-327-pt-tawala-lolowa,2-9-3-3-327-pt-tawala-lolowa,,,,,,2-9
2-9-3-3-327-ncv-raga-ninovi,2-9-3-3-327-ncv-raga-ninovi,,,,,,2-9
2-9-3-3-328-nng-sio-walani,2-9-3-3-328-nng-sio-walani,,,,,,2-9
2-9-3-3-329-adm-drehet-nekepi,2-9-3-3-329-adm-drehet-nekepi,,,,,,2-9
3-3-4-1-70-adm-lou-koe,3-3-4-1-70-adm-lou-koe,,,,,,3-3
3-3-4-8-80-mic-kosraean-po,3-3-4-8-80-mic-kosraean-po,,,,,,3-3
3-3-4-8-80-pt-iduna-maiwa,3-3-4-8-80-pt-iduna-maiwa,,,,,,3-3
3-3-4-8-81-nng-maposbuang-vav,3-3-4-8-81-nng-maposbuang-vav,,,,,,3-3
3-4-2-9-119-adm-lou-komit,3-4-2-9-119-adm-lou-komit,,,,,,3-4
3-5-5-1-149-ncv-namakir-namara,3-5-5-1-149-ncv-namakir-namara,,,,,,3-5
3-5-5-1-149-ncv-neambae-bise,3-5-5-1-149-ncv-neambae-bise,,,,,,3-5
3-7-5-10-219-adm-mussau-arita,3-7-5-10-219-adm-mussau-arita,,,,,,3-7
3-7-7-None-235-adm-mondropolon-cannikei,3-7-7-None-235-adm-mondropolon-cannikei,,,,,,3-7
3-7-7-None-235-ncv-paamese-ralienasu,3-7-7-None-235-ncv-paamese-ralienasu,,,,,,3-7
3-7-7-None-236-adm-seimat-taxiipaxi,3-7-7-None-236-adm-seimat-taxiipaxi,,,,,,3-7
3-9-2-2-270-adm-mussau-ulaa,3-9-2-2-270-adm-mussau-ulaa,,,,,,3-9
3-9-3-None-279-nng-mangap-pinpin,3-9-3-None-279-nng-mangap-pinpin,,,,,,3-9
3-10-4-1-305-mic-kosraean-kny,3-10-4-1-305-mic-kosraean-kny,,,,,,3-10
3-11-2-3-322-mm-nakanai-uele,3-11-2-3-322-mm-nakanai-uele,,,,,,3-11
3-11-2-3-322-mm-roviana-kinu,3-11-2-3-322-mm-roviana-kinu,,,,,,3-11
3-11-3-6-346-mm-karae-malaukis,3-11-3-6-346-mm-karae-malaukis,,,,,,3-11
3-11-4-1-350-mm-maringe-lama,3-11-4-1-350-mm-maringe-lama,,,,,,3-11
3-12-3-5-366-pt-taboro-niutubuna,3-12-3-5-366-pt-taboro-niutubuna,,,,,,3-12
3-12-4-3-375-sv-anejom-nhutuma,3-12-4-3-375-sv-anejom-nhutuma,,,,,,3-12
3-12-5-3-386-adm-titan-parol,3-12-5-3-386-adm-titan-parol,,,,,,3-12
3-13-3-1-399-mm-tolai-kaur,3-13-3-1-399-mm-tolai-kaur,,,,,,3-13
4-2-4-None-33-pt-muyuw-tagiligal,4-2-4-None-33-pt-muyuw-tagiligal,,,,,,4-2
4-2-22-None-67-mm-patpatar-matagirit,4-2-22-None-67-mm-patpatar-matagirit,,,,,,4-2
4-2-26-None-72-mm-patpatar-malala,4-2-26-None-72-mm-patpatar-malala,,,,,,4-2
4-2-58-None-117-nng-wogeo-sakbarema,4-2-58-None-117-nng-wogeo-sakbarema,,,,,,4-2
4-4-3-2-168-mm-roviana-pepete,4-4-3-2-168-mm-roviana-pepete,,,,,,4-4
4-4-7-3-212-mm-maringe-naudu,4-4-7-3-212-mm-maringe-naudu,,,,,,4-4
4-5-2-3-226-ses-gela-kadora,4-5-2-3-226-ses-gela-kadora,,,,,,4-5
4-5-2-5-228-nng-megiar-madar,4-5-2-5-228-nng-megiar-madar,,,,,,4-5
4-5-2-8-234-pt-oyaoya-gimau,4-5-2-8-234-pt-oyaoya-gimau,,,,,,4-5
4-5-3-2-242-ncv-mota-kurut,4-5-3-2-242-ncv-mota-kurut,,,,,,4-5
4-5-5-1-248-nng-lukeppono-pon,4-5-5-1-248-nng-lukeppono-pon,,,,,,4-5
4-5-5-4-262-ncv-mota-mai,4-5-5-4-262-ncv-mota-mai,,,,,,4-5
4-6-2-None-274-nng-manam-lalau,4-6-2-None-274-nng-manam-lalau,,,,,,4-6
4-6-2-None-279-nng-gitua-pua,4-6-2-None-279-nng-gitua-pua,,,,,,4-6
4-6-5-2-290-tm-buma-ovene,4-6-5-2-290-tm-buma-ovene,,,,,,4-6
4-6-5-3-294-pn-maorisouthisland-kamana,4-6-5-3-294-pn-maorisouthisland-kamana,,,,,,4-6
4-6-5-3-295-fij-kadavu-torotaro,4-6-5-3-295-fij-kadavu-torotaro,,,,,,4-6
4-6-5-3-296-pn-maori-mokora,4-6-5-3-296-pn-maori-mokora,,,,,,4-6
4-6-5-3-296-pt-motu-mokoraha,4-6-5-3-296-pt-motu-mokoraha,,,,,,4-6
4-6-5-4-297-mic-puluwatese-mallap,4-6-5-4-297-mic-puluwatese-mallap,,,,,,4-6
4-6-5-7-309-ses-gela-bilakebulake,4-6-5-7-309-ses-gela-bilakebulake,,,,,,4-6
4-6-5-8-313-mm-nehan-bor,4-6-5-8-313-mm-nehan-bor,,,,,,4-6
4-6-5-9-328-pn-tikopia-kura,4-6-5-9-328-pn-tikopia-kura,,,,,,4-6
4-6-5-10-330-pn-mangarevan-pakanei,4-6-5-10-330-pn-mangarevan-pakanei,,,,,,4-6
4-6-5-11-332-pn-tuvalu-lulu,4-6-5-11-332-pn-tuvalu-lulu,,,,,,4-6
4-6-5-11-332-mic-kiribati-ruru,4-6-5-11-332-mic-kiribati-ruru,,,,,,4-6
4-6-5-13-337-fij-bauan-seala,4-6-5-13-337-fij-bauan-seala,,,,,,4-6
4-6-5-15-340-ses-areare-pinaniano,4-6-5-15-340-ses-areare-pinaniano,,,,,,4-6
4-6-6-5-345-sv-ura-ulcap,4-6-6-5-345-sv-ura-ulcap,,,,,,4-6
4-6-6-5-346-ses-gela-laulaulaka,4-6-6-5-346-ses-gela-laulaulaka,,,,,,4-6
4-6-6-6-347-adm-loniu-cuka,4-6-6-6-347-adm-loniu-cuka,,,,,,4-6
4-6-7-3-355-pn-tongan-fuako,4-6-7-3-355-pn-tongan-fuako,,,,,,4-6
4-6-7-3-357-nng-mangap-kalau,4-6-7-3-357-nng-mangap-kalau,,,,,,4-6
4-6-7-5-360-pn-rennellese-siviu,4-6-7-5-360-pn-rennellese-siviu,,,,,,4-6
4-6-7-6-367-pn-takuu-kinakina,4-6-7-6-367-pn-takuu-kinakina,,,,,,4-6
4-7-7-None-387-nng-poeng-rorome,4-7-7-None-387-nng-poeng-rorome,,,,,,4-7
4-7-7-None-387-pt-sudest-wawaeba,4-7-7-None-387-pt-sudest-wawaeba,,,,,,4-7
4-7-10-None-393-nng-vehes-kakak,4-7-10-None-393-nng-vehes-kakak,,,,,,4-7
4-7-10-None-393-adm-loniu-kaln,4-7-10-None-393-adm-loniu-kaln,,,,,,4-7
4-7-14-None-400-mm-nehan-bolbol,4-7-14-None-400-mm-nehan-bolbol,,,,,,4-7
4-7-14-None-400-nng-mengenpoeng-mata,4-7-14-None-400-nng-mengenpoeng-mata,,,,,,4-7
4-7-14-None-400-nng-sengseng-limlek,4-7-14-None-400-nng-sengseng-limlek,,,,,,4-7
4-7-18-None-407-adm-drehet-kxanepup,4-7-18-None-407-adm-drehet-kxanepup,,,,,,4-7
4-7-25-None-417-adm-lou-lalaa,4-7-25-None-417-adm-lou-lalaa,,,,,,4-7
4-7-25-None-417-pn-niuean-moko,4-7-25-None-417-pn-niuean-moko,,,,,,4-7
5-2-2-1-40-adm-mussau-tauninamanama,5-2-2-1-40-adm-mussau-tauninamanama,,,,,,5-2
5-2-3-2-56-nng-kaiep-main,5-2-3-2-56-nng-kaiep-main,,,,,,5-2
5-2-3-2-57-nng-kove-tamine,5-2-3-2-57-nng-kove-tamine,,,,,,5-2
5-2-4-2-65-pt-tawala-kiki,5-2-4-2-65-pt-tawala-kiki,,,,,,5-2
5-3-4-2-103-wmp-malay-batok,5-3-4-2-103-wmp-malay-batok,,,,,,5-3
5-3-4-9-120-fij-bauan-dakudakunimata,5-3-4-9-120-fij-bauan-dakudakunimata,,,,,,5-3
5-3-4-9-121-adm-loniu-cilimata,5-3-4-9-121-adm-loniu-cilimata,,,,,,5-3
5-3-4-11-125-adm-nyindrou-mununo,5-3-4-11-125-adm-nyindrou-mununo,,,,,,5-3
5-3-5-6-145-adm-nyindrou-druwikabede,5-3-5-6-145-adm-nyindrou-druwikabede,,,,,,5-3
5-3-5-6-146-nng-lukeppono-girigira,5-3-5-6-146-nng-lukeppono-girigira,,,,,,5-3
5-3-5-10-151-nng-bariai-piso,5-3-5-10-151-nng-bariai-piso,,,,,,5-3
5-3-5-10-152-nng-vehes-vroo,5-3-5-10-152-nng-vehes-vroo,,,,,,5-3
5-3-5-10-153-adm-seimat-puto,5-3-5-10-153-adm-seimat-puto,,,,,,5-3
5-3-5-10-154-nng-nenaya-bisu,5-3-5-10-154-nng-nenaya-bisu,,,,,,5-3
5-3-5-10-154-nng-malasanga-boso,5-3-5-10-154-nng-malasanga-boso,,,,,,5-3
5-3-6-5-171-nng-takia-ielaben,5-3-6-5-171-nng-takia-ielaben,,,,,,5-3
5-3-6-5-171-pt-dobu-aebatebatete,5-3-6-5-171-pt-dobu-aebatebatete,,,,,,5-3
5-3-6-6-173-nng-mutu-axemuri,5-3-6-6-173-nng-mutu-axemuri,,,,,,5-3
5-3-6-6-173-pn-samoan-tulaaavae,5-3-6-6-173-pn-samoan-tulaaavae,,,,,,5-3
5-3-6-8-180-nng-hote-dumsae,5-3-6-8-180-nng-hote-dumsae,,,,,,5-3
5-3-7-1-180-mm-nakanai-hate,5-3-7-1-180-mm-nakanai-hate,,,,,,5-3
5-3-7-3-183-nng-bukawa-ategasop,5-3-7-3-183-nng-bukawa-ategasop,,,,,,5-3
5-3-7-9-193-ses-arosi-koraimabe,5-3-7-9-193-ses-arosi-koraimabe,,,,,,5-3
5-3-7-9-193-ses-lau-ligiligi,5-3-7-9-193-ses-lau-ligiligi,,,,,,5-3
5-3-7-9-193-adm-seimat-huainonu,5-3-7-9-193-adm-seimat-huainonu,,,,,,5-3
5-3-7-10-194-adm-titan-namanumim,5-3-7-10-194-adm-titan-namanumim,,,,,,5-3
5-3-8-1-197-mm-roviana-kolomata,5-3-8-1-197-mm-roviana-kolomata,,,,,,5-3
5-3-8-1-197-pt-motu-irurumata,5-3-8-1-197-pt-motu-irurumata,,,,,,5-3
5-3-8-3-200-adm-mussau-mausa,5-3-8-3-200-adm-mussau-mausa,,,,,,5-3
5-3-8-4-200-adm-drehet-weyipehea,5-3-8-4-200-adm-drehet-weyipehea,,,,,,5-3
5-4-2-2-218-nng-gedaged-magagau,5-4-2-2-218-nng-gedaged-magagau,,,,,,5-4
5-4-2-2-220-pn-samoan-fanaua,5-4-2-2-220-pn-samoan-fanaua,,,,,,5-4
5-4-3-1-231-nng-maposbuang-rm,5-4-3-1-231-nng-maposbuang-rm,,,,,,5-4
5-4-3-1-231-nng-labu-hugu,5-4-3-1-231-nng-labu-hugu,,,,,,5-4
5-4-3-1-232-pt-iduna-onanaga,5-4-3-1-232-pt-iduna-onanaga,,,,,,5-4
5-4-3-1-232-mm-ramoaaina-odo,5-4-3-1-232-mm-ramoaaina-odo,,,,,,5-4
5-4-3-1-232-nng-gedaged-same,5-4-3-1-232-nng-gedaged-same,,,,,,5-4
5-4-3-2-244-adm-seimat-un,5-4-3-2-244-adm-seimat-un,,,,,,5-4
5-4-3-2-244-nng-tuam-un,5-4-3-2-244-nng-tuam-un,,,,,,5-4
5-4-3-3-256-adm-nyindrou-baleamar,5-4-3-3-256-adm-nyindrou-baleamar,,,,,,5-4
5-4-3-4-262-mm-vitu-todomi,5-4-3-4-262-mm-vitu-todomi,,,,,,5-4
5-4-3-4-263-pt-kilivila-donomi,5-4-3-4-263-pt-kilivila-donomi,,,,,,5-4
5-4-3-4-263-nng-psohoh-klui,5-4-3-4-263-nng-psohoh-klui,,,,,,5-4
5-4-3-4-264-mm-tolai-kodom,5-4-3-4-264-mm-tolai-kodom,,,,,,5-4
5-4-3-5-270-mm-roviana-memea,5-4-3-5-270-mm-roviana-memea,,,,,,5-4
5-4-4-1-279-nng-bariai-isiilele,5-4-4-1-279-nng-bariai-isiilele,,,,,,5-4
5-4-6-2-310-adm-seimat-pulalihian,5-4-6-2-310-adm-seimat-pulalihian,,,,,,5-4
5-4-6-2-310-nng-mangap-matapot,5-4-6-2-310-nng-mangap-matapot,,,,,,5-4
5-4-6-2-311-pt-misima-matakenukenu,5-4-6-2-311-pt-misima-matakenukenu,,,,,,5-4
5-4-6-2-311-pt-tawala-matapota,5-4-6-2-311-pt-tawala-matapota,,,,,,5-4
5-4-6-2-311-adm-drehet-mataimili,5-4-6-2-311-adm-drehet-mataimili,,,,,,5-4
5-4-6-2-312-nng-yabem-lipopo,5-4-6-2-312-nng-yabem-lipopo,,,,,,5-4
5-4-7-5-324-nng-gedaged-duduundidiun,5-4-7-5-324-nng-gedaged-duduundidiun,,,,,,5-4
5-5-3-16-359-adm-seimat-pulatalitalia,5-5-3-16-359-adm-seimat-pulatalitalia,,,,,,5-5
5-6-2-4-381-mm-nakanai-tototulu,5-6-2-4-381-mm-nakanai-tototulu,,,,,,5-6
5-6-3-1-390-nng-medebur-wa,5-6-3-1-390-nng-medebur-wa,,,,,,5-6
5-6-6-2-436-adm-loniu-kun,5-6-6-2-436-adm-loniu-kun,,,,,,5-6
5-8-3-None-503-adm-mussau-noonoo,5-8-3-None-503-adm-mussau-noonoo,,,,,,5-8
5-9-1-None-517-adm-seimat-patuailan,5-9-1-None-517-adm-seimat-patuailan,,,,,,5-9
5-9-2-1-521-nng-gitua-atemutu,5-9-2-1-521-nng-gitua-atemutu,,,,,,5-9
5-9-2-2-524-nng-mutu-loloita,5-9-2-2-524-nng-mutu-loloita,,,,,,5-9
5-9-3-None-525-nng-takia-ilowei,5-9-3-None-525-nng-takia-ilowei,,,,,,5-9
5-9-3-None-526-pt-kiriwina-itutuvovogu,5-9-3-None-526-pt-kiriwina-itutuvovogu,,,,,,5-9
5-9-3-None-526-pt-dobu-nuayai,5-9-3-None-526-pt-dobu-nuayai,,,,,,5-9
5-9-3-None-526-pt-dobu-atenuaoleole,5-9-3-None-526-pt-dobu-atenuaoleole,,,,,,5-9
5-9-3-None-527-ses-lau-manataburo,5-9-3-None-527-ses-lau-manataburo,,,,,,5-9
5-9-3-None-528-ses-gela-liopadi,5-9-3-None-528-ses-gela-liopadi,,,,,,5-9
5-9-3-None-528-tm-vano-warenegamituitu,5-9-3-None-528-tm-vano-warenegamituitu,,,,,,5-9
5-9-3-None-528-mic-marshallese-borojepel,5-9-3-None-528-mic-marshallese-borojepel,,,,,,5-9
5-9-3-None-529-pn-tongan-lotokovi,5-9-3-None-529-pn-tongan-lotokovi,,,,,,5-9
5-9-3-None-529-pn-samoan-lotovaivai,5-9-3-None-529-pn-samoan-lotovaivai,,,,,,5-9
5-9-3-None-529-pn-tongan-lotofiemalie,5-9-3-None-529-pn-tongan-lotofiemalie,,,,,,5-9
5-9-3-None-529-pn-samoan-lotoleaa,5-9-3-None-529-pn-samoan-lotoleaa,,,,,,5-9
5-9-4-None-530-nng-mangap-keteimap,5-9-4-None-530-nng-mangap-keteimap,,,,,,5-9
5-9-4-None-531-mm-nakanai-lahatelaraga,5-9-4-None-531-mm-nakanai-lahatelaraga,,,,,,5-9
5-9-4-None-531-nng-yabem-ttalulu,5-9-4-None-531-nng-yabem-ttalulu,,,,,,5-9
5-9-4-None-532-pt-motu-asekuro,5-9-4-None-532-pt-motu-asekuro,,,,,,5-9
5-10-2-None-538-ncv-tolomako-kile,5-10-2-None-538-ncv-tolomako-kile,,,,,,5-10
5-10-2-None-541-nng-mangap-re,5-10-2-None-541-nng-mangap-re,,,,,,5-10
5-10-2-None-541-nng-mutu-lo,5-10-2-None-541-nng-mutu-lo,,,,,,5-10
5-10-2-None-542-pt-gumawana-yagoi,5-10-2-None-542-pt-gumawana-yagoi,,,,,,5-10
5-10-3-None-544-adm-baluan-pa,5-10-3-None-544-adm-baluan-pa,,,,,,5-10
5-10-4-None-554-mm-nehan-mana,5-10-4-None-554-mm-nehan-mana,,,,,,5-10
5-10-5-None-555-pt-dobu-nualoba,5-10-5-None-555-pt-dobu-nualoba,,,,,,5-10
5-10-5-None-556-nng-bariai-imatananan,5-10-5-None-556-nng-bariai-imatananan,,,,,,5-10
5-10-5-None-556-nng-mangap-mataimiili,5-10-5-None-556-nng-mangap-mataimiili,,,,,,5-10
5-10-5-None-556-nng-kove-mataxuvara,5-10-5-None-556-nng-kove-mataxuvara,,,,,,5-10
5-10-5-None-556-pt-balawaia-tuamaitao,5-10-5-None-556-pt-balawaia-tuamaitao,,,,,,5-10
5-10-5-None-557-nng-mangap-mataigal,5-10-5-None-557-nng-mangap-mataigal,,,,,,5-10
5-10-6-None-557-adm-nyindrou-balemani,5-10-6-None-557-adm-nyindrou-balemani,,,,,,5-10
5-10-6-None-557-nng-poeng-laupogo,5-10-6-None-557-nng-poeng-laupogo,,,,,,5-10
5-10-6-None-557-nng-takia-iloao,5-10-6-None-557-nng-takia-iloao,,,,,,5-10
5-10-6-None-558-adm-baluan-wotlilisek,5-10-6-None-558-adm-baluan-wotlilisek,,,,,,5-10
5-10-6-None-558-ses-saa-maarodo,5-10-6-None-558-ses-saa-maarodo,,,,,,5-10
5-10-7-None-559-nng-takia-awatumani,5-10-7-None-559-nng-takia-awatumani,,,,,,5-10
5-10-8-None-560-nng-lukep-loru,5-10-8-None-560-nng-lukep-loru,,,,,,5-10
5-10-8-None-561-mic-carolinian-rar,5-10-8-None-561-mic-carolinian-rar,,,,,,5-10
5-10-8-None-561-nng-takia-ilowei,5-10-8-None-561-nng-takia-ilowei,,,,,,5-10
5-10-9-None-561-nng-takia-ilokisaek,5-10-9-None-561-nng-takia-ilokisaek,,,,,,5-10
5-10-9-None-562-adm-nyindrou-sahouradrale,5-10-9-None-562-adm-nyindrou-sahouradrale,,,,,,5-10
5-10-11-None-563-ses-tolo-sasani,5-10-11-None-563-ses-tolo-sasani,,,,,,5-10
5-11-2-2-568-adm-titan-manrean,5-11-2-2-568-adm-titan-manrean,,,,,,5-11
5-11-3-None-573-pt-iduna-toselakalaka,5-11-3-None-573-pt-iduna-toselakalaka,,,,,,5-11
5-11-3-None-574-pt-iduna-tonuadoa,5-11-3-None-574-pt-iduna-tonuadoa,,,,,,5-11
5-11-3-None-574-pt-motu-heaitauna,5-11-3-None-574-pt-motu-heaitauna,,,,,,5-11
5-11-3-None-574-adm-seimat-oasolian,5-11-3-None-574-adm-seimat-oasolian,,,,,,5-11
5-11-3-None-575-pn-tongan-aamalu,5-11-3-None-575-pn-tongan-aamalu,,,,,,5-11
5-11-3-None-575-fij-wayan-alokasa,5-11-3-None-575-fij-wayan-alokasa,,,,,,5-11
5-11-3-1-577-ses-arosi-ahumarumua,5-11-3-1-577-ses-arosi-ahumarumua,,,,,,5-11
5-11-3-2-579-nng-takia-ilodabai,5-11-3-2-579-nng-takia-ilodabai,,,,,,5-11
5-11-3-2-579-pt-dobu-matamatauta,5-11-3-2-579-pt-dobu-matamatauta,,,,,,5-11
5-11-3-2-580-ncv-mota-varalava,5-11-3-2-580-ncv-mota-varalava,,,,,,5-11
5-11-3-3-580-adm-seimat-patuailan,5-11-3-3-580-adm-seimat-patuailan,,,,,,5-11
5-11-3-3-580-nng-mutu-taliazizi,5-11-3-3-580-nng-mutu-taliazizi,,,,,,5-11
