ID,Cfset_ID,Form_ID,Comment,Source,Footnote_Number,Ordinal,Gloss_IDs,Subgroup
5-2-2-1-40-adm-mussau-tauninamanama-30,5-2-2-1-40-adm-mussau-tauninamanama,teop-tokikira-1,,,,30,43503,
5-2-2-1-40-adm-mussau-tauninamanama-31,5-2-2-1-40-adm-mussau-tauninamanama,teop-tokiu-1,,,,31,43504,
5-2-2-1-40-adm-mussau-tauninamanama-32,5-2-2-1-40-adm-mussau-tauninamanama,teop-torarare-1,,,,32,43505,
5-2-2-1-40-adm-mussau-tauninamanama-33,5-2-2-1-40-adm-mussau-tauninamanama,teop-tosuga-1,,,,33,43506,
5-2-2-1-40-adm-mussau-tauninamanama-34,5-2-2-1-40-adm-mussau-tauninamanama,puluwatese-haweyik-1,,,,34,43507,
5-2-2-1-40-adm-mussau-tauninamanama-35,5-2-2-1-40-adm-mussau-tauninamanama,puluwatese-hawfai-1,,,,35,43508,
5-2-2-1-40-adm-mussau-tauninamanama-36,5-2-2-1-40-adm-mussau-tauninamanama,puluwatese-hawhfey-1,,,,36,43509,
5-2-2-1-40-adm-mussau-tauninamanama-37,5-2-2-1-40-adm-mussau-tauninamanama,puluwatese-hawkapu-1,,,,37,43510,
5-2-2-1-40-adm-mussau-tauninamanama-38,5-2-2-1-40-adm-mussau-tauninamanama,puluwatese-hawkkawyim-1,,,,38,43511,
5-2-2-1-40-adm-mussau-tauninamanama-39,5-2-2-1-40-adm-mussau-tauninamanama,puluwatese-hawpe-1,,,,39,43512,
5-2-2-1-40-adm-mussau-tauninamanama-40,5-2-2-1-40-adm-mussau-tauninamanama,carolinian-suxekky-1,,,,40,43513,
5-2-2-1-40-adm-mussau-tauninamanama-41,5-2-2-1-40-adm-mussau-tauninamanama,carolinian-sukkl-1,,,,41,43514,
5-2-2-1-40-adm-mussau-tauninamanama-42,5-2-2-1-40-adm-mussau-tauninamanama,carolinian-susfey-1,,,,42,43515,
5-2-2-1-40-adm-mussau-tauninamanama-43,5-2-2-1-40-adm-mussau-tauninamanama,carolinian-sumr-1,,,,43,43516,
5-2-2-1-40-adm-mussau-tauninamanama-44,5-2-2-1-40-adm-mussau-tauninamanama,carolinian-suffl-1,,,,44,43517,
5-2-2-1-40-adm-mussau-tauninamanama-45,5-2-2-1-40-adm-mussau-tauninamanama,carolinian-sufiyouw-1,,,,45,43518,
5-2-2-1-40-adm-mussau-tauninamanama-46,5-2-2-1-40-adm-mussau-tauninamanama,carolinian-sums-1,,,,46,43519,
5-2-2-1-40-adm-mussau-tauninamanama-47,5-2-2-1-40-adm-mussau-tauninamanama,woleaian-tauyea-1,,,,47,43520,
5-2-2-1-40-adm-mussau-tauninamanama-48,5-2-2-1-40-adm-mussau-tauninamanama,woleaian-taurix-1,,,,48,43521,
5-2-2-1-40-adm-mussau-tauninamanama-49,5-2-2-1-40-adm-mussau-tauninamanama,woleaian-tauyaf-1,,,,49,43522,
5-2-2-1-40-adm-mussau-tauninamanama-50,5-2-2-1-40-adm-mussau-tauninamanama,woleaian-taufarewa-1,,,,50,43523,
5-2-2-1-40-adm-mussau-tauninamanama-51,5-2-2-1-40-adm-mussau-tauninamanama,woleaian-taufita-1,,,,51,43524,
5-2-2-1-40-adm-mussau-tauninamanama-52,5-2-2-1-40-adm-mussau-tauninamanama,woleaian-taufitex-1,,,,52,43525,
5-2-2-1-40-adm-mussau-tauninamanama-53,5-2-2-1-40-adm-mussau-tauninamanama,bauanfijian-daubati-1,,,,53,43526,
5-2-2-1-40-adm-mussau-tauninamanama-54,5-2-2-1-40-adm-mussau-tauninamanama,bauanfijian-daulali-1,,,,54,43527,
5-2-2-1-40-adm-mussau-tauninamanama-55,5-2-2-1-40-adm-mussau-tauninamanama,samoan-taufanua-1,,,,55,43528,
5-2-2-1-40-adm-mussau-tauninamanama-56,5-2-2-1-40-adm-mussau-tauninamanama,samoan-tautai-2,,,,56,43529,
5-2-2-1-40-adm-mussau-tauninamanama-57,5-2-2-1-40-adm-mussau-tauninamanama,samoan-tauuta-1,,,,57,43530,
5-2-2-1-40-adm-mussau-tauninamanama-58,5-2-2-1-40-adm-mussau-tauninamanama,samoan-taumalae-1,,,,58,43531,
5-2-2-1-40-adm-mussau-tauninamanama-59,5-2-2-1-40-adm-mussau-tauninamanama,rennellese-tauhae-1,,,,59,43532,
5-2-2-1-40-adm-mussau-tauninamanama-60,5-2-2-1-40-adm-mussau-tauninamanama,rennellese-taumanaha-1,,,,60,43533,
5-2-2-1-40-adm-mussau-tauninamanama-61,5-2-2-1-40-adm-mussau-tauninamanama,rennellese-tauhinaao-1,,,,61,43534,
5-2-2-1-40-adm-mussau-tauninamanama-62,5-2-2-1-40-adm-mussau-tauninamanama,rennellese-taukese-1,,,,62,43535,
5-2-3-2-56-nng-kaiep-main-1,5-2-3-2-56-nng-kaiep-main,kaiep-main-1,,,,1,43536,
5-2-3-2-56-nng-kaiep-main-2,5-2-3-2-56-nng-kaiep-main,kairiru-moin-1,,,,2,43537,
5-2-3-2-56-nng-kaiep-main-3,5-2-3-2-56-nng-kaiep-main,tarpia-mupin-1,,,,3,43538,
5-2-3-2-56-nng-kaiep-main-4,5-2-3-2-56-nng-kaiep-main,sobei-mefne-1,,,,4,43539,
5-2-3-2-56-nng-kaiep-main-5,5-2-3-2-56-nng-kaiep-main,anus-mofin-1,,,,5,43540,
5-2-3-2-57-nng-kove-tamine-1,5-2-3-2-57-nng-kove-tamine,kove-tamine-1,,,,1,43541,
5-2-3-2-57-nng-kove-tamine-2,5-2-3-2-57-nng-kove-tamine,ali-tamin-1,,,,2,43542,
5-2-3-2-57-nng-kove-tamine-3,5-2-3-2-57-nng-kove-tamine,mutu-tamen-1,,,,3,43543,
5-2-3-2-57-nng-kove-tamine-4,5-2-3-2-57-nng-kove-tamine,sissano-tamen-1,,,,4,43544,
5-2-3-2-57-nng-kove-tamine-5,5-2-3-2-57-nng-kove-tamine,sera-tamei-1,,,,5,43545,
5-2-4-2-65-pt-tawala-kiki-1,5-2-4-2-65-pt-tawala-kiki,tawala-kiki-1,,,,1,43546,
5-2-4-2-65-pt-tawala-kiki-2,5-2-4-2-65-pt-tawala-kiki,notsi-ci-1,,,,2,43547,
5-2-4-2-65-pt-tawala-kiki-3,5-2-4-2-65-pt-tawala-kiki,lihir-cik-1,,,,3,43548,
5-3-4-2-103-wmp-malay-batok-1,5-3-4-2-103-wmp-malay-batok,malay-batok-1,,,,1,43549,
5-3-4-2-103-wmp-malay-batok-2,5-3-4-2-103-wmp-malay-batok,javanese-batuk-1,,,,2,43550,
5-3-4-2-103-wmp-malay-batok-3,5-3-4-2-103-wmp-malay-batok,tetun-ulunfatuk-1,,,,3,43551,
5-3-4-2-103-wmp-malay-batok-4,5-3-4-2-103-wmp-malay-batok,kisar-uluwakun-1,,,,4,43552,
5-3-4-9-120-fij-bauan-dakudakunimata-1,5-3-4-9-120-fij-bauan-dakudakunimata,bauanfijian-dakudakunimata-1,,,,1,43553,
5-3-4-9-120-fij-bauan-dakudakunimata-2,5-3-4-9-120-fij-bauan-dakudakunimata,samoan-laumataalua-1,,,,2,43554,
5-3-4-9-120-fij-bauan-dakudakunimata-3,5-3-4-9-120-fij-bauan-dakudakunimata,samoan-laumataalalo-1,,,,3,43555,
5-3-4-9-120-fij-bauan-dakudakunimata-4,5-3-4-9-120-fij-bauan-dakudakunimata,tikopia-tuamata-1,,,,4,43556,
5-3-4-9-120-fij-bauan-dakudakunimata-5,5-3-4-9-120-fij-bauan-dakudakunimata,tikopia-raromata-1,,,,5,43557,
5-3-4-9-121-adm-loniu-cilimata-1,5-3-4-9-121-adm-loniu-cilimata,loniu-cilimata-1,,,,1,43558,
5-3-4-9-121-adm-loniu-cilimata-2,5-3-4-9-121-adm-loniu-cilimata,kove-matakaliro-1,,,,2,43559,
5-3-4-9-121-adm-loniu-cilimata-3,5-3-4-9-121-adm-loniu-cilimata,kwaio-lodonama-1,,,,3,43560,
5-3-4-9-121-adm-loniu-cilimata-4,5-3-4-9-121-adm-loniu-cilimata,tamambo-toluimata-1,,,,4,43561,
5-3-4-9-121-adm-loniu-cilimata-5,5-3-4-9-121-adm-loniu-cilimata,bauanfijian-yalokanimata-1,,,,5,43562,
5-3-4-9-121-adm-loniu-cilimata-6,5-3-4-9-121-adm-loniu-cilimata,niuean-tegamata-1,,,,6,43563,
5-3-4-9-121-adm-loniu-cilimata-7,5-3-4-9-121-adm-loniu-cilimata,samoan-ioimata-1,,,,7,43564,
5-3-4-9-121-adm-loniu-cilimata-8,5-3-4-9-121-adm-loniu-cilimata,tikopia-kafimata-1,,,,8,43565,
5-3-4-11-125-adm-nyindrou-mununo-1,5-3-4-11-125-adm-nyindrou-mununo,nyindrou-mununo-1,,,,1,43566,
5-3-4-11-125-adm-nyindrou-mununo-2,5-3-4-11-125-adm-nyindrou-mununo,bariai-nunuibaba-1,,,,2,43567,
5-3-4-11-125-adm-nyindrou-mununo-3,5-3-4-11-125-adm-nyindrou-mununo,dami-uyuku-1,,,,3,43568,
5-3-4-11-125-adm-nyindrou-mununo-4,5-3-4-11-125-adm-nyindrou-mununo,takia-uduawan-1,,,,4,43569,
5-3-4-11-125-adm-nyindrou-mununo-5,5-3-4-11-125-adm-nyindrou-mununo,iduna-kabuawa-1,,,,5,43570,
5-3-4-11-125-adm-nyindrou-mununo-6,5-3-4-11-125-adm-nyindrou-mununo,tawala-niudomona-1,,,,6,43571,
5-3-4-11-125-adm-nyindrou-mununo-7,5-3-4-11-125-adm-nyindrou-mununo,lonwolwol-blnghu-1,,,,7,43572,
5-3-5-6-145-adm-nyindrou-druwikabede-1,5-3-5-6-145-adm-nyindrou-druwikabede,nyindrou-druwikabede-1,,,,1,43573,
5-3-5-6-145-adm-nyindrou-druwikabede-2,5-3-5-6-145-adm-nyindrou-druwikabede,takia-giraetatu-1,,,,2,43574,
5-3-5-6-145-adm-nyindrou-druwikabede-3,5-3-5-6-145-adm-nyindrou-druwikabede,dami-siritua-1,,,,3,43575,
5-3-5-6-145-adm-nyindrou-druwikabede-4,5-3-5-6-145-adm-nyindrou-druwikabede,labu-apealugu-1,,,,4,43576,
5-3-5-6-145-adm-nyindrou-druwikabede-5,5-3-5-6-145-adm-nyindrou-druwikabede,patpatar-surdade-1,,,,5,43577,
5-3-5-6-145-adm-nyindrou-druwikabede-6,5-3-5-6-145-adm-nyindrou-druwikabede,roviana-susuriragaraga-1,,,,6,43578,
5-3-5-6-145-adm-nyindrou-druwikabede-7,5-3-5-6-145-adm-nyindrou-druwikabede,kwaio-sulikalao-1,,,,7,43579,
5-3-5-6-145-adm-nyindrou-druwikabede-8,5-3-5-6-145-adm-nyindrou-druwikabede,bauanfijian-suinisarisari-1,,,,8,43580,
5-3-5-6-145-adm-nyindrou-druwikabede-9,5-3-5-6-145-adm-nyindrou-druwikabede,niuean-huikahokaho-1,,,,9,43581,
5-3-5-6-145-adm-nyindrou-druwikabede-10,5-3-5-6-145-adm-nyindrou-druwikabede,samoan-iviasoaso-2,,,,10,43582,
5-3-5-6-145-adm-nyindrou-druwikabede-11,5-3-5-6-145-adm-nyindrou-druwikabede,tikopia-ivikasokaso-2,,,,11,43583,
5-3-5-6-145-adm-nyindrou-druwikabede-12,5-3-5-6-145-adm-nyindrou-druwikabede,sikaiana-ivivakavaka-1,,,,12,43584,
5-3-5-6-146-nng-lukeppono-girigira-1,5-3-5-6-146-nng-lukeppono-girigira,lukep-girigira-1,,,,1,43585,
5-3-5-6-146-nng-lukeppono-girigira-2,5-3-5-6-146-nng-lukeppono-girigira,takia-girae-1,,,,2,43586,
5-3-5-6-146-nng-lukeppono-girigira-3,5-3-5-6-146-nng-lukeppono-girigira,manam-garaa-1,,,,3,43587,
5-3-5-6-146-nng-lukeppono-girigira-4,5-3-5-6-146-nng-lukeppono-girigira,dawawa-girigiri-1,,,,4,43588,
5-3-5-10-151-nng-bariai-piso-1,5-3-5-10-151-nng-bariai-piso,bariai-piso-1,,,,1,43589,
5-3-5-10-151-nng-bariai-piso-2,5-3-5-10-151-nng-bariai-piso,kove-piso-1,,,,2,43590,
5-3-5-10-151-nng-bariai-piso-3,5-3-5-10-151-nng-bariai-piso,malai-piso-1,,,,3,43591,
5-3-5-10-151-nng-bariai-piso-4,5-3-5-10-151-nng-bariai-piso,gitua-piso-1,,,,4,43592,
5-3-5-10-151-nng-bariai-piso-5,5-3-5-10-151-nng-bariai-piso,sio-piso-1,,,,5,43593,
5-3-5-10-151-nng-bariai-piso-6,5-3-5-10-151-nng-bariai-piso,lukep-piso-1,,,,6,43594,
5-3-5-10-151-nng-bariai-piso-7,5-3-5-10-151-nng-bariai-piso,roinji-pisoano-1,,,,7,43595,
5-3-5-10-151-nng-bariai-piso-8,5-3-5-10-151-nng-bariai-piso,wab-pise-1,,,,8,43596,
5-3-5-10-151-nng-bariai-piso-9,5-3-5-10-151-nng-bariai-piso,bilibil-piso-1,,,,9,43597,
5-3-5-10-151-nng-bariai-piso-10,5-3-5-10-151-nng-bariai-piso,akolet-pse-1,,,,10,43598,
5-3-5-10-151-nng-bariai-piso-11,5-3-5-10-151-nng-bariai-piso,bauanfijian-viovio-1,,,,11,43599,
5-3-5-10-152-nng-vehes-vroo-1,5-3-5-10-152-nng-vehes-vroo,vehes-vroo-1,,,,1,43600,
5-3-5-10-152-nng-vehes-vroo-2,5-3-5-10-152-nng-vehes-vroo,mangga-varo-1,,,,2,43601,
5-3-5-10-152-nng-vehes-vroo-3,5-3-5-10-152-nng-vehes-vroo,maposbuang-vro-1,,,,3,43602,
5-3-5-10-152-nng-vehes-vroo-4,5-3-5-10-152-nng-vehes-vroo,patep-plu-2,,,,4,43603,
5-3-5-10-152-nng-vehes-vroo-5,5-3-5-10-152-nng-vehes-vroo,zenag-vlu-1,,,,5,43604,
5-3-5-10-152-nng-vehes-vroo-6,5-3-5-10-152-nng-vehes-vroo,piu-pru-1,,,,6,43605,
5-3-5-10-153-adm-seimat-puto-1,5-3-5-10-153-adm-seimat-puto,seimat-puto-1,,,,1,43606,
5-3-5-10-153-adm-seimat-puto-2,5-3-5-10-153-adm-seimat-puto,lou-puro-1,,,,2,43607,
5-3-5-10-153-adm-seimat-puto-3,5-3-5-10-153-adm-seimat-puto,loniu-koputu-1,,,,3,43608,
5-3-5-10-153-adm-seimat-puto-4,5-3-5-10-153-adm-seimat-puto,manam-buto-1,,,,4,43609,
5-3-5-10-153-adm-seimat-puto-5,5-3-5-10-153-adm-seimat-puto,wogeo-buto-1,,,,5,43610,
5-3-5-10-153-adm-seimat-puto-6,5-3-5-10-153-adm-seimat-puto,tabar-buto-1,,,,6,43611,
5-3-5-10-153-adm-seimat-puto-7,5-3-5-10-153-adm-seimat-puto,sursurunga-but-1,,,,7,43612,
5-3-5-10-153-adm-seimat-puto-8,5-3-5-10-153-adm-seimat-puto,siar-buto-1,,,,8,43613,
5-3-5-10-153-adm-seimat-puto-9,5-3-5-10-153-adm-seimat-puto,label-buto-1,,,,9,43614,
5-3-5-10-153-adm-seimat-puto-10,5-3-5-10-153-adm-seimat-puto,tinputz-puto-1,,,,10,43615,
5-3-5-10-153-adm-seimat-puto-11,5-3-5-10-153-adm-seimat-puto,teop-buto-1,,,,11,43616,
5-3-5-10-153-adm-seimat-puto-12,5-3-5-10-153-adm-seimat-puto,varisi-buto-1,,,,12,43617,
5-3-5-10-153-adm-seimat-puto-13,5-3-5-10-153-adm-seimat-puto,nduke-buto-1,,,,13,43618,
5-3-5-10-153-adm-seimat-puto-14,5-3-5-10-153-adm-seimat-puto,kia-buto-1,,,,14,43619,
5-3-5-10-153-adm-seimat-puto-15,5-3-5-10-153-adm-seimat-puto,gela-buto-1,,,,15,43620,
5-3-5-10-153-adm-seimat-puto-16,5-3-5-10-153-adm-seimat-puto,lengo-buto-1,,,,16,43621,
5-3-5-10-153-adm-seimat-puto-17,5-3-5-10-153-adm-seimat-puto,longgu-bo-1,,,,17,43622,
5-3-5-10-153-adm-seimat-puto-18,5-3-5-10-153-adm-seimat-puto,kwaio-bobou-1,,,,18,43623,
5-3-5-10-153-adm-seimat-puto-19,5-3-5-10-153-adm-seimat-puto,areare-po-1,,,,19,43624,
5-3-5-10-153-adm-seimat-puto-20,5-3-5-10-153-adm-seimat-puto,saa-po-1,,,,20,43625,
5-3-5-10-153-adm-seimat-puto-21,5-3-5-10-153-adm-seimat-puto,kahua-po-1,,,,21,43626,
5-3-5-10-153-adm-seimat-puto-22,5-3-5-10-153-adm-seimat-puto,mota-putoi-1,,,,22,43627,
5-3-5-10-153-adm-seimat-puto-23,5-3-5-10-153-adm-seimat-puto,ambae-buto-1,,,,23,43628,
5-3-5-10-153-adm-seimat-puto-24,5-3-5-10-153-adm-seimat-puto,psv-nabutoi-1,,,,24,43629,
5-3-5-10-153-adm-seimat-puto-25,5-3-5-10-153-adm-seimat-puto,ura-yobut-1,,,,25,43630,
5-3-5-10-153-adm-seimat-puto-26,5-3-5-10-153-adm-seimat-puto,anejom-nopo-1,,,,26,43631,
5-3-5-10-153-adm-seimat-puto-27,5-3-5-10-153-adm-seimat-puto,lenakel-npr-1,,,,27,43632,
5-3-5-10-153-adm-seimat-puto-28,5-3-5-10-153-adm-seimat-puto,kwamera-npreinpurei-1,,,,28,43633,
5-3-5-10-153-adm-seimat-puto-29,5-3-5-10-153-adm-seimat-puto,iaai-bibikv-1,,,,29,43634,
5-3-5-10-153-adm-seimat-puto-30,5-3-5-10-153-adm-seimat-puto,pmic-puto-1,,,,30,43635,
5-3-5-10-153-adm-seimat-puto-31,5-3-5-10-153-adm-seimat-puto,kiribati-puto-1,,,,31,43636,
5-3-5-10-153-adm-seimat-puto-32,5-3-5-10-153-adm-seimat-puto,ponapean-pus-1,,,,32,43637,
5-3-5-10-153-adm-seimat-puto-33,5-3-5-10-153-adm-seimat-puto,woleaian-puse-1,,,,33,43638,
5-3-5-10-153-adm-seimat-puto-34,5-3-5-10-153-adm-seimat-puto,rotuman-pufa-1,,,,34,43639,
5-3-5-10-153-adm-seimat-puto-35,5-3-5-10-153-adm-seimat-puto,wayan-buto-1,,,,35,43640,
5-3-5-10-153-mm-banoni-pocu-1,5-3-5-10-153-mm-banoni-pocu,banoni-pocu-1,,,,1,43641,
5-3-5-10-154-nng-nenaya-bisu-1,5-3-5-10-154-nng-nenaya-bisu,mato-bisu-1,,,,1,43642,
5-3-5-10-154-nng-nenaya-bisu-2,5-3-5-10-154-nng-nenaya-bisu,bing-biso-1,,,,2,43643,
5-3-5-10-154-nng-nenaya-bisu-3,5-3-5-10-154-nng-nenaya-bisu,mindiri-besuonfokon-1,,,,3,43644,
5-3-5-10-154-nng-nenaya-bisu-4,5-3-5-10-154-nng-nenaya-bisu,gedaged-biso-1,,,,4,43645,
5-3-5-10-154-nng-nenaya-bisu-5,5-3-5-10-154-nng-nenaya-bisu,kaiwa-biro-1,,,,5,43646,
5-3-5-10-154-nng-nenaya-bisu-6,5-3-5-10-154-nng-nenaya-bisu,solos-biso-1,,,,6,43647,
5-3-5-10-154-nng-malasanga-boso-1,5-3-5-10-154-nng-malasanga-boso,malasanga-boso-1,,,,1,43648,
5-3-5-10-154-nng-malasanga-boso-2,5-3-5-10-154-nng-malasanga-boso,singorakai-busu-1,,,,2,43649,
5-3-5-10-154-nng-malasanga-boso-3,5-3-5-10-154-nng-malasanga-boso,bing-buso-1,,,,3,43650,
5-3-5-10-154-nng-malasanga-boso-4,5-3-5-10-154-nng-malasanga-boso,megiar-boso-1,,,,4,43651,
5-3-5-10-154-nng-malasanga-boso-5,5-3-5-10-154-nng-malasanga-boso,takia-buso-1,,,,5,43652,
5-3-5-10-154-nng-malasanga-boso-6,5-3-5-10-154-nng-malasanga-boso,numbami-busulu-1,,,,6,43653,
5-3-5-10-154-nng-malasanga-boso-7,5-3-5-10-154-nng-malasanga-boso,minaveha-buo-1,,,,7,43654,
5-3-5-10-154-nng-malasanga-boso-8,5-3-5-10-154-nng-malasanga-boso,gapapaiwa-buo-1,,,,8,43655,
5-3-5-10-154-nng-malasanga-boso-9,5-3-5-10-154-nng-malasanga-boso,tawala-buhoho-1,,,,9,43656,
5-3-5-10-154-nng-malasanga-boso-10,5-3-5-10-154-nng-malasanga-boso,bulu-buro-1,,,,10,43657,
5-3-5-10-154-nng-malasanga-boso-11,5-3-5-10-154-nng-malasanga-boso,nakanai-buso-1,,,,11,43658,
5-3-5-10-154-nng-malasanga-boso-12,5-3-5-10-154-nng-malasanga-boso,meramera-buso-1,,,,12,43659,
5-3-5-10-154-nng-malasanga-boso-13,5-3-5-10-154-nng-malasanga-boso,halia-busoso-1,,,,13,43660,
5-3-5-10-154-nng-malasanga-boso-14,5-3-5-10-154-nng-malasanga-boso,selau-busu-1,,,,14,43661,
5-3-5-10-154-nng-malasanga-boso-15,5-3-5-10-154-nng-malasanga-boso,westguadalcanal-boso-1,,,,15,43662,
5-3-5-10-154-nng-malasanga-boso-16,5-3-5-10-154-nng-malasanga-boso,lau-buto-1,,,,16,43663,
5-3-5-10-154-nng-malasanga-boso-17,5-3-5-10-154-nng-malasanga-boso,kwaraae-buta-1,,,,17,43664,
5-3-6-5-171-nng-takia-ielaben-1,5-3-6-5-171-nng-takia-ielaben,takia-ielaben-1,,,,1,43665,
5-3-6-5-171-nng-takia-ielaben-2,5-3-6-5-171-nng-takia-ielaben,dami-yefat-1,,,,2,43666,
5-3-6-5-171-nng-takia-ielaben-3,5-3-6-5-171-nng-takia-ielaben,iduna-fowaage-1,,,,3,43667,
5-3-6-5-171-nng-takia-ielaben-4,5-3-6-5-171-nng-takia-ielaben,ramoaaina-talianakaki-1,,,37,4,43668,
5-3-6-5-171-nng-takia-ielaben-5,5-3-6-5-171-nng-takia-ielaben,gapapaiwa-kaebire-1,,,,5,43669,
5-3-6-5-171-nng-takia-ielaben-6,5-3-6-5-171-nng-takia-ielaben,tawala-aebile-1,,,,6,43670,
5-3-6-5-171-nng-takia-ielaben-7,5-3-6-5-171-nng-takia-ielaben,ubir-afirin-1,,,,7,43671,
5-3-6-5-171-nng-takia-ielaben-8,5-3-6-5-171-nng-takia-ielaben,misima-aebilabila-1,,,,8,43672,
5-3-6-5-171-pt-dobu-aebatebatete-1,5-3-6-5-171-pt-dobu-aebatebatete,dobu-aebatebatete-1,,,,1,43673,
5-3-6-5-171-pt-dobu-aebatebatete-2,5-3-6-5-171-pt-dobu-aebatebatete,tongan-hiviivae-1,,,,2,43674,
5-3-6-5-171-pt-dobu-aebatebatete-3,5-3-6-5-171-pt-dobu-aebatebatete,samoan-tuasivivae-1,,,,3,43675,
5-3-6-6-173-nng-mutu-axemuri-1,5-3-6-6-173-nng-mutu-axemuri,mutu-axemuri-1,,,,1,43676,
5-3-6-6-173-nng-mutu-axemuri-2,5-3-6-6-173-nng-mutu-axemuri,kove-mulimuli-1,,,,2,43677,
5-3-6-6-173-nng-mutu-axemuri-3,5-3-6-6-173-nng-mutu-axemuri,lukep-kemurim-1,,,,3,43678,
5-3-6-6-173-nng-mutu-axemuri-4,5-3-6-6-173-nng-mutu-axemuri,bariai-aiimul-1,,,,4,43679,
5-3-6-6-173-nng-mutu-axemuri-5,5-3-6-6-173-nng-mutu-axemuri,misima-mulin-1,,,,5,43680,
5-3-6-6-173-nng-mutu-axemuri-6,5-3-6-6-173-nng-mutu-axemuri,vitu-mudinikabe-1,,,,6,43681,
5-3-6-6-173-nng-mutu-axemuri-7,5-3-6-6-173-nng-mutu-axemuri,nakanai-puli-1,,,,7,43682,
5-3-6-6-173-nng-mutu-axemuri-8,5-3-6-6-173-nng-mutu-axemuri,meramera-puli-1,,,,8,43683,
5-3-6-6-173-pn-samoan-tulaaavae-1,5-3-6-6-173-pn-samoan-tulaaavae,samoan-tulaaavae-1,,,,1,43684,
5-3-6-6-173-pn-samoan-tulaaavae-2,5-3-6-6-173-pn-samoan-tulaaavae,maori-turaawaewae-1,,,,2,43685,
5-3-6-8-180-nng-hote-dumsae-1,5-3-6-8-180-nng-hote-dumsae,hote-dumsae-1,,,,1,43686,
5-3-6-8-180-nng-hote-dumsae-2,5-3-6-8-180-nng-hote-dumsae,takia-iepatun-1,,,,2,43687,
5-3-6-8-180-nng-hote-dumsae-3,5-3-6-8-180-nng-hote-dumsae,gumawana-aetolu-1,,,,3,43688,
5-3-6-8-180-nng-hote-dumsae-4,5-3-6-8-180-nng-hote-dumsae,minaveha-aeupu-1,,,,4,43689,
5-3-6-8-180-nng-hote-dumsae-5,5-3-6-8-180-nng-hote-dumsae,siar-tarunkeke-1,,,,5,43690,
5-3-7-1-180-mm-nakanai-hate-1,5-3-7-1-180-mm-nakanai-hate,nakanai-hate-1,,,,1,16937,
5-3-7-1-180-mm-nakanai-hate-2,5-3-7-1-180-mm-nakanai-hate,nakanai-lahatekuru-1,,,,2,43691,
5-3-7-3-183-nng-bukawa-ategasop-1,5-3-7-3-183-nng-bukawa-ategasop,bukawa-ategasop-1,,,,1,43692,
5-3-7-3-183-nng-bukawa-ategasop-2,5-3-7-3-183-nng-bukawa-ategasop,dobu-nuabusobuso-1,,,,2,43693,
5-3-7-3-183-nng-bukawa-ategasop-3,5-3-7-3-183-nng-bukawa-ategasop,bauanfijian-yatemawa-1,,,,3,43694,
5-3-7-9-193-ses-arosi-koraimabe-1,5-3-7-9-193-ses-arosi-koraimabe,arosi-koraimabe-1,,,,1,43695,
5-3-7-9-193-ses-arosi-koraimabe-2,5-3-7-9-193-ses-arosi-koraimabe,mota-womakemake-1,,,,2,43696,
5-3-7-9-193-ses-arosi-koraimabe-3,5-3-7-9-193-ses-arosi-koraimabe,raga-mabe-1,,,,3,43697,
5-3-7-9-193-ses-arosi-koraimabe-4,5-3-7-9-193-ses-arosi-koraimabe,rapanui-mape-1,,,,4,29899,
5-3-7-9-193-ses-arosi-koraimabe-5,5-3-7-9-193-ses-arosi-koraimabe,tahitian-mape-1,,,,5,43698,
5-3-7-9-193-ses-lau-ligiligi-1,5-3-7-9-193-ses-lau-ligiligi,lau-ligiligi-1,,,,1,43699,
5-3-7-9-193-ses-lau-ligiligi-2,5-3-7-9-193-ses-lau-ligiligi,wayan-mogiligili-1,,,,2,43700,
5-3-7-9-193-ses-lau-ligiligi-3,5-3-7-9-193-ses-lau-ligiligi,nadroga-giligili-1,,,,3,43701,
5-3-7-9-193-adm-seimat-huainonu-1,5-3-7-9-193-adm-seimat-huainonu,seimat-huainonu-1,,,,1,43702,
5-3-7-9-193-adm-seimat-huainonu-2,5-3-7-9-193-adm-seimat-huainonu,motu-nadinadi-1,,,,2,43703,
5-3-7-9-193-adm-seimat-huainonu-3,5-3-7-9-193-adm-seimat-huainonu,tolai-lika-1,,,,3,43704,
5-3-7-9-193-adm-seimat-huainonu-4,5-3-7-9-193-adm-seimat-huainonu,teop-pauna-1,,,,4,43705,
5-3-7-9-193-adm-seimat-huainonu-5,5-3-7-9-193-adm-seimat-huainonu,kia-subuna-1,,,,5,43706,
5-3-7-9-193-adm-seimat-huainonu-6,5-3-7-9-193-adm-seimat-huainonu,gela-vuanikola-1,,,,6,43707,
5-3-7-9-193-adm-seimat-huainonu-7,5-3-7-9-193-adm-seimat-huainonu,tolo-piuna-1,,,,7,43708,
5-3-7-9-193-adm-seimat-huainonu-8,5-3-7-9-193-adm-seimat-huainonu,arosi-huaiai-1,,,,8,43709,
5-3-7-9-193-adm-seimat-huainonu-9,5-3-7-9-193-adm-seimat-huainonu,saa-hoidao-1,,,,9,43710,
5-3-7-9-193-adm-seimat-huainonu-10,5-3-7-9-193-adm-seimat-huainonu,samoan-fatumaa-1,,,,10,43711,
5-3-7-9-193-adm-seimat-huainonu-11,5-3-7-9-193-adm-seimat-huainonu,samoan-fatugao-1,,,,11,43712,
