ID,Cfset_ID,Form_ID,Comment,Source,Footnote_Number,Ordinal,Gloss_IDs,Subgroup
4-2-20-None-62-POc-qalu-a-1-1,4-2-20-None-62-POc-qalu-a-1,bariai-kalubia-1,,,,1,848,
4-2-22-None-64-POc-kurapu-a-1-1,4-2-22-None-64-POc-kurapu-a-1,kove-kaburu-1,,,,1,912,
4-2-22-None-64-POc-kurapu-a-1-2,4-2-22-None-64-POc-kurapu-a-1,teop-rovu-1,,,,2,913,
4-2-22-None-64-POc-kurapu-a-1-3,4-2-22-None-64-POc-kurapu-a-1,marovo-rava-1,,,,3,914,
4-2-22-None-66-POc-kawakawa-a-1-1,4-2-22-None-66-POc-kawakawa-a-1,gitua-kawakawa-1,,,,1,948,
4-2-22-None-66-POc-kawakawa-a-1-2,4-2-22-None-66-POc-kawakawa-a-1,arosi-aawa-1,,,,2,949,
4-2-22-None-66-POc-kawakawa-a-1-3,4-2-22-None-66-POc-kawakawa-a-1,woleaian-xawexaw-1,,,,3,950,
4-2-22-None-66-POc-kawakawa-a-1-4,4-2-22-None-66-POc-kawakawa-a-1,tongan-kavakava-1,,,,4,951,
4-2-22-None-66-POc-kawakawa-a-1-5,4-2-22-None-66-POc-kawakawa-a-1,niuatoputapu-kavakava-1,,,,5,952,
4-2-22-None-66-POc-kawakawa-a-1-6,4-2-22-None-66-POc-kawakawa-a-1,eastuvean-kavakava-1,,,,6,953,
4-2-22-None-66-POc-kawakawa-a-1-7,4-2-22-None-66-POc-kawakawa-a-1,samoan-avaava-1,,,,7,954,
4-2-22-None-66-POc-kawakawa-a-1-8,4-2-22-None-66-POc-kawakawa-a-1,hawaiian-aawa-1,,,,8,955,
4-2-26-None-70-POc-qulua-a-1-1,4-2-26-None-70-POc-qulua-a-1,kiribati-urua-1,,,,1,1009,
4-2-27-None-73-POc-palata-a-1-1,4-2-27-None-73-POc-palata-a-1,kove-palaa-1,,,,1,1078,
4-2-27-None-73-POc-palata-a-1-2,4-2-27-None-73-POc-palata-a-1,tolai-palataga-1,,,,2,1079,
4-2-30-None-76-POc-bapwa-a-1-1,4-2-30-None-76-POc-bapwa-a-1,bukawa-ib-1,,,,1,1118,
4-2-30-None-76-POc-bapwa-a-1-2,4-2-30-None-76-POc-bapwa-a-1,mota-pawa-1,,,,2,1119,
4-2-30-None-76-POc-sabutu-a-1-1,4-2-30-None-76-POc-sabutu-a-1,teop-kabusi-1,,,,1,1132,
4-2-30-None-78-POc-kiepv-a-1-1,4-2-30-None-78-POc-kiepv-a-1,eastuvean-kivi-1,,,,1,1175,
4-2-34-None-80-POc-lau-a-1-1,4-2-34-None-80-POc-lau-a-1,titan-loloi-1,,,,1,1219,
4-2-34-None-80-POc-lau-a-1-2,4-2-34-None-80-POc-lau-a-1,ambae-lulukala-1,,,,2,1220,
4-2-36-None-81-POc-kulabo-a-1-1,4-2-36-None-81-POc-kulabo-a-1,rotuman-ulapu-1,,,,1,1232,
4-2-36-None-81-POc-kulabo-a-1-2,4-2-36-None-81-POc-kulabo-a-1,samoan-ulapo-1,,,,2,1233,
4-2-36-None-82-POc-susul-a-1-1,4-2-36-None-82-POc-susul-a-1,carolinian-uluul-1,,,,1,1273,
4-2-37-None-86-POc-sapulu-a-1-1,4-2-37-None-86-POc-sapulu-a-1,marovo-ululo-1,,,,1,1372,
4-2-46-None-93-POc-babu-a-1-1,4-2-46-None-93-POc-babu-a-1,southefate-afam-1,,,,1,1514,
4-2-46-None-94-PEOc-lapi-a-1-1,4-2-46-None-94-PEOc-lapi-a-1,jawe-nami-1,,,,1,1550,
4-2-47-None-96-POc-kamaiutuq-a-1-1,4-2-47-None-96-POc-kamaiutuq-a-1,gumawana-motumotuya-1,,,,1,1592,
4-2-47-None-96-POc-kamaiutuq-a-1-2,4-2-47-None-96-POc-kamaiutuq-a-1,anejom-naumat-1,,,,2,1593,
4-2-47-None-97-POc-mkarawa-a-1-1,4-2-47-None-97-POc-mkarawa-a-1,mota-mera-1,,,,1,1622,
4-2-47-None-97-POc-mkarawa-a-1-2,4-2-47-None-97-POc-mkarawa-a-1,dorig-mer-1,,,,2,1623,
4-2-47-None-98-POc-mamanu-a-1-1,4-2-47-None-98-POc-mamanu-a-1,loniu-manaw-1,,,,1,1632,
4-2-47-None-98-POc-bos-a-1-1,4-2-47-None-98-POc-bos-a-1,pukapukan-moye-1,,,,1,1639,
4-2-49-None-99-POc-kakawa-a-1-1,4-2-49-None-99-POc-kakawa-a-1,rennellese-kagapa-1,,,,1,1646,
4-2-54-None-101-POc-qume-a-1-1,4-2-54-None-101-POc-qume-a-1,kilivila-gum-1,,,,1,1684,
4-2-54-None-103-POc-mara-a-1-1,4-2-54-None-103-POc-mara-a-1,kilivila-mawa-1,,,,1,1731,
4-2-54-None-103-POc-qapalir-a-1-1,4-2-54-None-103-POc-qapalir-a-1,wayan-balibali-1,,,,1,1746,
4-2-54-None-106-PEOc-bonea-a-1-1,4-2-54-None-106-PEOc-bonea-a-1,rennellese-ponoi-1,,,,1,1805,
4-2-54-None-106-POc-makqeto-a-1-1,4-2-54-None-106-POc-makqeto-a-1,kiribati-mako-1,,,,1,1822,
4-2-54-None-107-POc-balaki-a-1-1,4-2-54-None-107-POc-balaki-a-1,kove-balauu-1,,,,1,1845,
4-2-54-None-107-POc-balaki-a-1-2,4-2-54-None-107-POc-balaki-a-1,manam-belabela-1,,,,2,1846,
4-2-54-None-107-POc-balaki-a-1-3,4-2-54-None-107-POc-balaki-a-1,nehan-lakelak-1,,,,3,1847,
4-2-55-None-108-POc-kito-a-1-1,4-2-55-None-108-POc-kito-a-1,southwestbay-nata-1,,,,1,1871,
4-2-55-None-109-POc-roro-a-1-1,4-2-55-None-109-POc-roro-a-1,eastuvean-o-1,,,,1,1893,
4-2-55-None-109-POc-roro-a-1-2,4-2-55-None-109-POc-roro-a-1,tikopia-o-1,,,,2,1894,
4-2-55-None-109-POc-roro-a-1-3,4-2-55-None-109-POc-roro-a-1,tokelauan-o-1,,,,3,1895,
4-2-57-None-113-PROc-tawatawa-a-1-1,4-2-57-None-113-PROc-tawatawa-a-1,tongan-kavakava-1,,,,1,1975,
4-2-57-None-114-POc-tairi-a-1-1,4-2-57-None-114-POc-tairi-a-1,nehan-taili-1,,,,1,1998,
4-2-57-None-114-POc-tairi-a-1-2,4-2-57-None-114-POc-tairi-a-1,marovo-tatalii-1,,,,2,1999,
4-2-57-None-114-POc-tairi-a-1-3,4-2-57-None-114-POc-tairi-a-1,gela-ili-1,,,,3,2000,
4-2-57-None-114-POc-tairi-a-1-4,4-2-57-None-114-POc-tairi-a-1,pukapukan-tani-1,,,,4,2001,
4-2-57-None-114-POc-tairi-a-1-5,4-2-57-None-114-POc-tairi-a-1,rennellese-taili-1,,,,5,2002,
4-2-57-None-115-POc-jalala-a-1-1,4-2-57-None-115-POc-jalala-a-1,misima-dayaya-1,,,,1,2027,
4-2-59-None-118-POc-lapaq-a-1-1,4-2-59-None-118-POc-lapaq-a-1,kapingamarangi-paipai-1,,,,1,2109,
4-2-61-None-122-POc-barubaru-a-1-1,4-2-61-None-122-POc-barubaru-a-1,titan-palus-1,,,,1,2227,
4-2-61-None-122-POc-barubaru-a-1-2,4-2-61-None-122-POc-barubaru-a-1,penchal-pulot-1,,,,2,2228,
4-2-61-None-122-POc-barubaru-a-1-3,4-2-61-None-122-POc-barubaru-a-1,drehet-palap-1,,,,3,2229,
4-2-61-None-122-POc-barubaru-a-1-4,4-2-61-None-122-POc-barubaru-a-1,chuukese-pnn-1,,,,4,2230,
4-2-61-None-122-POc-barubaru-a-1-5,4-2-61-None-122-POc-barubaru-a-1,satawalese-pn-1,,,,5,2231,
4-2-63-None-127-POc-boeboe-a-1-1,4-2-63-None-127-POc-boeboe-a-1,wayan-bute-1,,,,1,2319,
4-2-63-None-127-POc-buli-a-1-1,4-2-63-None-127-POc-buli-a-1,manam-bulai-1,,,,1,2324,
4-2-63-None-127-POc-buli-a-1-2,4-2-63-None-127-POc-buli-a-1,takia-bului-1,,,,2,2325,
4-2-63-None-127-POc-buli-a-1-3,4-2-63-None-127-POc-buli-a-1,bing-bululuy-1,,,,3,2326,
4-2-63-None-127-PCP-jexejexe-a-1-1,4-2-63-None-127-PCP-jexejexe-a-1,roro-tee-1,,,,1,2336,
4-2-63-None-127-PCP-jexejexe-a-1-2,4-2-63-None-127-PCP-jexejexe-a-1,chuukese-sekun-1,,,,2,2337,
4-2-63-None-128-PROc-bakare-a-1-1,4-2-63-None-128-PROc-bakare-a-1,halia-burukari-1,,,,1,2347,
4-2-66-1-129-POc-bira-a-1-1,4-2-66-1-129-POc-bira-a-1,mangap-barana-1,,,,1,2368,
4-2-66-1-129-POc-bira-a-1-2,4-2-66-1-129-POc-bira-a-1,wayan-via-1,,,,2,2369,
4-2-66-2-129-POc-qasa-a-1-1,4-2-66-2-129-POc-qasa-a-1,lou-lisan-1,,,,1,2390,
4-2-66-2-129-POc-qasa-a-1-2,4-2-66-2-129-POc-qasa-a-1,saa-laasi-1,,,,2,2391,
4-2-66-2-129-POc-qasa-a-1-3,4-2-66-2-129-POc-qasa-a-1,arosi-raasi-1,,,,3,2392,
4-2-66-2-130-POc-gara-a-1-1,4-2-66-2-130-POc-gara-a-1,kilivila-garena-1,,,,1,2407,
4-2-66-3-131-POc-qunapi-a-1-1,4-2-66-3-131-POc-qunapi-a-1,sinaugoro-cunave-1,,,,1,2446,
4-2-66-3-131-POc-qunapi-a-1-2,4-2-66-3-131-POc-qunapi-a-1,niuean-hinafi-1,,,,2,2447,
4-2-66-4-133-PEOc-kabakaba-a-1-1,4-2-66-4-133-PEOc-kabakaba-a-1,tinputz-keva-1,,,,1,2488,
4-2-66-4-133-PEOc-kabakaba-a-1-2,4-2-66-4-133-PEOc-kabakaba-a-1,tongan-kapoa-1,,,,2,2489,
4-2-66-4-134-POc-siriko-a-1-1,4-2-66-4-134-POc-siriko-a-1,ponapean-sike-1,,,,1,2505,
4-4-3-2-167-PCP-jabajaba-a-1-1,4-4-3-2-167-PCP-jabajaba-a-1,gedaged-sabai-1,,,,1,2617,
4-4-3-2-167-PCP-jabajaba-a-1-2,4-4-3-2-167-PCP-jabajaba-a-1,kwamera-tpatpa-1,,,,2,2618,
4-4-3-3-168-PROc-lura-a-1-1,4-4-3-3-168-PROc-lura-a-1,sengseng-elus-1,,,,1,2623,
4-4-3-5-173-POc-tubara-a-1-1,4-4-3-5-173-POc-tubara-a-1,nduke-tubavu-1,,,,1,2726,
4-4-3-5-173-POc-tubara-a-1-2,4-4-3-5-173-POc-tubara-a-1,ghari-tuba-1,,,,2,2727,
4-4-3-5-173-POc-rakumu-a-1-1,4-4-3-5-173-POc-rakumu-a-1,kove-laumu-1,,,,1,2748,
4-4-3-5-176-PEOc-karuve-a-1-1,4-4-3-5-176-PEOc-karuve-a-1,mutu-garuru-1,,,,1,2820 2821,
4-4-3-5-177-PEOc-kakaka-a-1-1,4-4-3-5-177-PEOc-kakaka-a-1,misima-kakalisu-1,,,,1,2826,
4-4-3-5-177-PEOc-kakaka-a-1-2,4-4-3-5-177-PEOc-kakaka-a-1,marovo-kakarita-1,,,,2,2827,
4-4-3-5-177-PEOc-kakaka-a-1-3,4-4-3-5-177-PEOc-kakaka-a-1,marovo-kakabacha-1,,,,3,2828,
4-4-3-5-177-POc-karaka-a-1-1,4-4-3-5-177-POc-karaka-a-1,kiribati-kakawa-1,,,,1,2836,
4-4-3-5-177-POc-gkalau-a-1-1,4-4-3-5-177-POc-gkalau-a-1,riwo-kulau-1,,,,1,2840,
4-4-3-7-179-ProtoMalaitaMakira-sisira-a-1-1,4-4-3-7-179-ProtoMalaitaMakira-sisira-a-1,roviana-zere-1,,,,1,2847,
4-4-3-7-179-ProtoMalaitaMakira-sisira-a-1-2,4-4-3-7-179-ProtoMalaitaMakira-sisira-a-1,maringe-sisira-1,,,,2,2848,
4-4-4-2-181-POc-raa-a-1-1,4-4-4-2-181-POc-raa-a-1,maringe-cega-1,,,,1,2882,
4-4-4-2-183-PEOc-matabuku-a-1-1,4-4-4-2-183-PEOc-matabuku-a-1,maringe-pupuku-1,,,,1,2902,
4-4-4-2-183-PEOc-matabuku-a-1-2,4-4-4-2-183-PEOc-matabuku-a-1,anejom-napek-1,,,,2,2903,
4-4-4-2-184-POc-sisiq-a-1-1,4-4-4-2-184-POc-sisiq-a-1,yabem-usu-1,,,,1,2970,
4-4-4-2-184-POc-sisiq-a-1-2,4-4-4-2-184-POc-sisiq-a-1,motu-dudu-1,,,,2,2971,
4-4-4-2-186-POc-lalak-a-1-1,4-4-4-2-186-POc-lalak-a-1,mussau-lailai-1,,,,1,3004,
4-4-4-2-186-POc-lalak-a-1-2,4-4-4-2-186-POc-lalak-a-1,kove-lalai-1,,,,2,3005,
4-4-4-2-186-POc-lalak-a-1-3,4-4-4-2-186-POc-lalak-a-1,bali-lailai-1,,,,3,3006,
4-4-4-2-188-POc-burua-a-1-1,4-4-4-2-188-POc-burua-a-1,kove-vuru-1,,,,1,3031,
4-4-4-2-188-POc-burua-a-1-2,4-4-4-2-188-POc-burua-a-1,nakanai-eburu-1,,,,2,3032,
4-4-4-3-190-PEOc-bvasua-a-1-1,4-4-4-3-190-PEOc-bvasua-a-1,tongan-vasua-1,,,,1,3064,
4-4-4-3-191-POc-kasi-a-1-1,4-4-4-3-191-POc-kasi-a-1,carolinian-xatil-1,,,,1,3078,
4-4-4-3-193-POc-japi-a-1-1,4-4-4-3-193-POc-japi-a-1,hula-ravivi-1,,,,1,3158,
4-4-4-3-196-PMM-game-a-1-1,4-4-4-3-196-PMM-game-a-1,mussau-kamekame-1,,,,1,3216,
4-4-4-3-196-PMM-game-a-1-2,4-4-4-3-196-PMM-game-a-1,manam-gam-1,,,,2,3217,
4-4-4-4-197-PEOc-tadruku-a-1-1,4-4-4-4-197-PEOc-tadruku-a-1,marovo-tatadu-1,,,,1,3232,
4-4-4-6-200-POc-nusa-a-1-1,4-4-4-6-200-POc-nusa-a-1,tolai-maranua-1,,,,1,3272,
4-4-4-6-200-POc-managi-a-1-1,4-4-4-6-200-POc-managi-a-1,kove-mokave-1,,,,1,3298,
4-4-4-6-200-POc-managi-a-1-2,4-4-4-6-200-POc-managi-a-1,apalik-oyuk-1,,,,2,3299,
4-4-5-1-203-POc-sarawaki-a-1-1,4-4-5-1-203-POc-sarawaki-a-1,molima-salawaee-1,,,,1,3334,
4-4-5-1-203-POc-salan-a-1-1,4-4-5-1-203-POc-salan-a-1,mangap-sailen-1,,,,1,3344,
4-4-5-1-204-PCP-wana-a-1-1,4-4-5-1-204-PCP-wana-a-1,anejom-nahen-1,,,,1,3366,
4-4-5-2-204-POc-pbula-a-1-1,4-4-5-2-204-POc-pbula-a-1,gela-vula-1,,,,1,3380,
4-4-5-2-205-PCP-tarasea-a-1-1,4-4-5-2-205-PCP-tarasea-a-1,samoan-sea-1,,,,1,3393,
4-4-5-3-206-POc-saasaa-a-1-1,4-4-5-3-206-POc-saasaa-a-1,bauanfijian-basaga-1,,,,1,3420 3421,
4-4-6-3-210-PPn-kalukalu-a-1-1,4-4-6-3-210-PPn-kalukalu-a-1,rennellese-kaukau-1,,,,1,3489,
4-4-6-3-210-PPn-kalukalu-a-1-2,4-4-6-3-210-PPn-kalukalu-a-1,maori-karukaru-1,,,,2,3490,
4-4-7-1-210-POc-ibo-a-1-1,4-4-7-1-210-POc-ibo-a-1,teop-iobo-1,,,,1,3513,
4-4-7-2-211-POc-weli-a-1-1,4-4-7-2-211-POc-weli-a-1,dobu-palikeke-1,,,,1,3532,
4-4-7-2-211-POc-weli-a-1-2,4-4-7-2-211-POc-weli-a-1,molima-palikeke-1,,,,2,3533,
4-4-7-2-211-POc-weli-a-1-3,4-4-7-2-211-POc-weli-a-1,lau-farifari-1,,,,3,3534,
4-5-2-2-222-PNGOc-makan-a-1-1,4-5-2-2-222-PNGOc-makan-a-1,matukar-makusik-1,,,,1,3601,
4-5-2-2-222-PNGOc-makan-a-1-2,4-5-2-2-222-PNGOc-makan-a-1,kairiru-meik-1,,,,2,3602,
4-5-2-2-222-PNGOc-makan-a-1-3,4-5-2-2-222-PNGOc-makan-a-1,ali-meik-1,,,,3,3603,
4-5-2-2-222-PNGOc-makan-a-1-4,4-5-2-2-222-PNGOc-makan-a-1,kuni-mau-1,,,,4,3604,
4-5-2-4-226-PNGOc-sirraesirrae-a-1-1,4-5-2-4-226-PNGOc-sirraesirrae-a-1,gapapaiwa-surasura-1,,,,1,3643,
4-5-2-4-226-PNGOc-sirraesirrae-a-1-2,4-5-2-4-226-PNGOc-sirraesirrae-a-1,tolai-diradira-1,,,,2,3644,
4-5-2-8-232-POc-labpou-a-1-1,4-5-2-8-232-POc-labpou-a-1,neveei-nelabut-1,,,,1,3710,
4-5-2-8-232-POc-labpou-a-1-2,4-5-2-8-232-POc-labpou-a-1,nati-nelemput-1,,,,2,3711,
4-5-2-8-232-POc-labpou-a-1-3,4-5-2-8-232-POc-labpou-a-1,naman-labet-1,,,,3,3712,
4-5-2-8-232-POc-labpou-a-1-4,4-5-2-8-232-POc-labpou-a-1,southwestbay-lambut-1,,,,4,3713,
4-5-2-9-236-POc-malibeka-a-1-1,4-5-2-9-236-POc-malibeka-a-1,titan-palimet-1,,,,1,3781,
4-5-2-9-236-POc-maliboi-a-1-1,4-5-2-9-236-POc-maliboi-a-1,mussau-marieba-1,,,,1,3798,
4-5-2-9-236-POc-maliboi-a-1-2,4-5-2-9-236-POc-maliboi-a-1,ouma-maiba-1,,,,2,3799,
4-5-2-9-236-POc-maliboi-a-1-3,4-5-2-9-236-POc-maliboi-a-1,balawaia-maioba-1,,,,3,3800,
4-5-2-9-236-POc-maliboi-a-1-4,4-5-2-9-236-POc-maliboi-a-1,maopa-maopa-1,,,,4,3801,
4-5-2-9-236-POc-maliboi-a-1-5,4-5-2-9-236-POc-maliboi-a-1,hula-maopa-1,,,,5,3802,
4-5-3-1-239-POc-boukasi-a-1-1,4-5-3-1-239-POc-boukasi-a-1,saliba-puaka-1,,,,1,3858,
4-5-3-1-239-POc-boukasi-a-1-2,4-5-3-1-239-POc-boukasi-a-1,magori-uaka-1,,,,2,3859,
4-5-3-1-239-POc-boukasi-a-1-3,4-5-3-1-239-POc-boukasi-a-1,yoba-uaa-1,,,,3,3860,
4-5-3-1-239-POc-boukasi-a-1-4,4-5-3-1-239-POc-boukasi-a-1,nixumwak-puaka-1,,,,4,3861,
4-5-3-1-239-POc-boukasi-a-1-5,4-5-3-1-239-POc-boukasi-a-1,iaai-buaka-1,,,,5,3862,
4-5-3-1-239-POc-boukasi-a-1-6,4-5-3-1-239-POc-boukasi-a-1,bauanfijian-vuaka-1,,,,6,3863,
4-5-3-1-239-POc-basa-a-1-1,4-5-3-1-239-POc-basa-a-1,arosi-baba-1,,,,1,3873,
4-5-3-1-239-POc-basa-a-1-2,4-5-3-1-239-POc-basa-a-1,saa-papa-1,,,,2,3874,
4-5-3-2-241-ProtoNorthBougainville-kasi-a-1-1,4-5-3-2-241-ProtoNorthBougainville-kasi-a-1,solos-kus-1,,,,1,3886,
4-5-3-2-241-ProtoNorthBougainville-kasi-a-1-2,4-5-3-2-241-ProtoNorthBougainville-kasi-a-1,petats-kus-1,,,,2,3887,
4-5-3-2-241-ProtoNorthBougainville-kasi-a-1-3,4-5-3-2-241-ProtoNorthBougainville-kasi-a-1,longgu-usu-1,,,,3,3888,
4-5-3-2-241-ProtoNorthBougainville-kasi-a-1-4,4-5-3-2-241-ProtoNorthBougainville-kasi-a-1,saa-usu-1,,,,4,3889,
4-5-3-2-242-PWOc-kauwak-a-1-1,4-5-3-2-242-PWOc-kauwak-a-1,torau-kaukau-1,,,,1,3910,
4-5-3-2-242-PWOc-kauwak-a-1-2,4-5-3-2-242-PWOc-kauwak-a-1,monoalu-auau-1,,,,2,3911,
4-5-3-2-242-PWOc-kauwak-a-1-3,4-5-3-2-242-PWOc-kauwak-a-1,roviana-kakaula-1,,,,3,3912,
4-5-3-2-242-PWOc-kauwak-a-1-4,4-5-3-2-242-PWOc-kauwak-a-1,gela-kau-1,,,,4,3913,
4-5-3-2-242-PWOc-kauwak-a-1-5,4-5-3-2-242-PWOc-kauwak-a-1,birao-kau-1,,,,5,3914,
4-5-3-2-242-PWOc-kauwak-a-1-6,4-5-3-2-242-PWOc-kauwak-a-1,tolo-kau-1,,,,6,3915,
4-5-3-2-242-PWOc-kauwak-a-1-7,4-5-3-2-242-PWOc-kauwak-a-1,lengo-kau-1,,,,7,3916,
4-5-3-2-242-PWOc-paia-a-1-1,4-5-3-2-242-PWOc-paia-a-1,mussau-paua-1,,,,1,3920,
4-5-3-2-242-PWOc-paia-a-1-2,4-5-3-2-242-PWOc-paia-a-1,seimat-paua-1,,,,2,3921,
4-5-3-2-242-PWOc-paia-a-1-3,4-5-3-2-242-PWOc-paia-a-1,westguadalcanal-pai-1,,,,3,3922,
4-5-3-2-242-PWOc-paia-a-1-4,4-5-3-2-242-PWOc-paia-a-1,ghari-pai-1,,,,4,3923,
4-5-3-2-242-PWOc-paia-a-1-5,4-5-3-2-242-PWOc-paia-a-1,malango-pai-1,,,,5,3924,
4-5-4-1-243-POc-purapuras-a-1-1,4-5-4-1-243-POc-purapuras-a-1,ambae-vuregi-1,,,,1,3942,
4-5-4-1-244-PPn-tafouraqa-a-1-1,4-5-4-1-244-PPn-tafouraqa-a-1,namakir-tavira-1,,,,1,3955,
4-5-4-1-244-PPn-tafouraqa-a-1-2,4-5-4-1-244-PPn-tafouraqa-a-1,southefate-tafra-1,,,,2,3956,
4-5-4-1-244-PPn-tafouraqa-a-1-3,4-5-4-1-244-PPn-tafouraqa-a-1,sye-tovura-1,,,,3,3957,
4-5-4-1-244-PPn-tafouraqa-a-1-4,4-5-4-1-244-PPn-tafouraqa-a-1,kwamera-tfra-1,,,,4,3958,
4-5-4-1-244-PPn-tafouraqa-a-1-5,4-5-4-1-244-PPn-tafouraqa-a-1,wayan-tavuto-1,,,,5,3959,
4-5-4-1-244-PPn-tafouraqa-a-1-6,4-5-4-1-244-PPn-tafouraqa-a-1,bauanfijian-tavuto-1,,,,6,3960,
4-5-4-1-245-POc-kurriap-a-1-1,4-5-4-1-245-POc-kurriap-a-1,sye-sofurwavoh-1,,,9,1,4000,
4-5-4-1-245-POc-kurriap-a-1-2,4-5-4-1-245-POc-kurriap-a-1,ura-sofurwavos-1,,,,2,4001,
4-5-4-1-245-POc-kurriap-a-1-3,4-5-4-1-245-POc-kurriap-a-1,bauanfijian-gio-1,,,,3,4002,
4-5-4-1-245-POc-kurriap-a-1-4,4-5-4-1-245-POc-kurriap-a-1,kadavu-gio-1,,,,4,4003,
4-5-4-2-247-POc-ruyu-a-1-1,4-5-4-2-247-POc-ruyu-a-1,kaiep-kuoi-1,,,,1,4024,
4-5-4-2-247-POc-ruyu-a-1-2,4-5-4-2-247-POc-ruyu-a-1,kairiru-qui-1,,,,2,4025,
4-5-4-2-247-POc-ruyu-a-1-3,4-5-4-2-247-POc-ruyu-a-1,babatana-jui-1,,,,3,4026,
4-5-5-3-254-POc-karliupas-a-1-1,4-5-5-3-254-POc-karliupas-a-1,toabaita-galuaa-1,,,,1,4135,
4-5-5-3-255-PWOc-paria-a-1-1,4-5-5-3-255-PWOc-paria-a-1,nakanai-vareki-1,,,,1,4166,
4-5-5-3-256-PCP-vokai-a-1-1,4-5-5-3-256-PCP-vokai-a-1,tamambo-vohare-1,,,,1,4181,
4-5-5-3-257-POc-bili-a-1-1,4-5-5-3-257-POc-bili-a-1,tikopia-mokopili-1,,,,1,4193,
