ID,Name,Description,Contributor,Citation,Volume_Number,Volume,Table_Of_Contents,Source,Source_To_Sections
1-1,Introduction,,Malcolm Ross and Andrew Pawley and Meredith Osmond,"Ross, Malcolm, Andrew Pawley & Meredith Osmond. 1998-2016. Introduction. In Ross, Malcolm and Pawley, Andrew and Osmond, Meredith (eds.), The lexicon of Proto Oceanic: The culture and environment of ancestral Oceanic society 1: Material culture 2: The physical environment 3: Plants 4: Animals 5: People: body and mind 6: People: society, 1-14. Asia-Pacific Linguistics, School of Culture, History and Language, College of Asia and the Pacific, The Australian National University.",1,Material culture,"[[""s-1"", ""Aims"", []], [""s-2"", ""The relation of the current project to previous work"", []], [""s-3"", ""Reconstructing the lexicon"", [[""s-3-1"", ""Terminological reconstruction"", []], [""s-3-2"", ""Subgrouping and reconstruction"", []], [""s-3-3"", ""Sound correspondences"", []], [""s-3-4"", ""Proto Oceanic phonology"", []]]], [""s-4"", ""Conventions"", [[""s-4-1"", ""Chapter format"", []], [""s-4-2"", ""Data"", []], [""s-4-3"", ""Conventions used in representing reconstructions"", []]]]]",Adelaar1992a;Bellwood1978;Bellwood1987;Benderetal1983;Biggs1965;Biggs1978;Biggsetal1970;Blust1970;Blust1977a;Blust1978a;Blust1980a;Blust1980b;Blust1982;Blust1983;Blust1987;Blust1994;Blust1995;Blust1996a;Bybee1994;Cashmore1969;Clark1994;Collins1983;Dempwolff1938;DyenandAberle1974;FrenchWright1983;Geraghty1983;Geraghty1986;Geraghty1989;Geraghty1990;Geraghty1994;Geraghty1996;Grace1996;Green1979;HaudricourtandOzanneRivierre1982;Hockett1976;Jackson1986;Kirch1997;KirchandHunt1988;Levy1979;Levy1980;LevyandSmith1970;Lichtenberk1986;Lichtenberk1988;Lynch1978a;Lynch1978b;Lynch1980;Lynch1995;Lynch1996b;LynchandTryon1983;Lynchetal2002;Milke1958;Nothofer1975;OzanneRivierre1992;Pawley1972;Pawley1975;Pawley1982a;PawleyandGreen1984;PawleyandGreen1985;PawleyandRoss1993;PawleyandRoss1994;PawleyandRoss1995;Reid1982;Ross1988;Ross1994a;Ross1994b;Ross1995b;Ross1996a;Ross1996b;Sneddon1984;Spriggs1995;Tryon1976;TryonandHackman1983;Tsuchida1976;WalshandBiggs1966;Walter1989;Zorc1977;Zorc1986,"{""Blust1978a"": [""s-3-3"", ""s-3-2"", ""s-1""], ""PawleyandRoss1994"": [""s-2"", ""s-1""], ""FrenchWright1983"": [""s-2""], ""Lichtenberk1986"": [""s-2""], ""Blust1987"": [""s-2"", ""s-3-1""], ""Geraghty1983"": [""s-2"", ""s-4-3""], ""OzanneRivierre1992"": [""s-2"", ""s-3-3""], ""HaudricourtandOzanneRivierre1982"": [""s-2""], ""Pawley1975"": [""s-2""], ""Geraghty1986"": [""s-2"", ""s-3-3"", ""s-4-3""], ""Ross1988"": [""s-3-2"", ""s-2"", ""s-3-3"", ""s-4-2"", ""s-3-4"", ""s-4-3""], ""Dempwolff1938"": [""s-2""], ""Geraghty1990"": [""s-2""], ""PawleyandGreen1985"": [""s-2""], ""Benderetal1983"": [""s-2""], ""Pawley1982a"": [""s-2""], ""Walter1989"": [""s-2""], ""LevyandSmith1970"": [""s-2""], ""WalshandBiggs1966"": [""s-2""], ""Blust1983"": [""s-2"", ""s-3-2""], ""Geraghty1996"": [""s-2""], ""Blust1970"": [""s-2""], ""Lynch1978a"": [""s-2""], ""Lynch1996b"": [""s-2"", ""s-3-3""], ""Geraghty1994"": [""s-2""], ""Milke1958"": [""s-2""], ""Lichtenberk1988"": [""s-2"", ""s-3-3""], ""Blust1980b"": [""s-2""], ""Blust1994"": [""s-2""], ""Biggs1965"": [""s-2""], ""Levy1980"": [""s-2"", ""s-3-3""], ""Clark1994"": [""s-2"", ""s-3-3""], ""Cashmore1969"": [""s-2""], ""Blust1980a"": [""s-2""], ""Lynch1980"": [""s-2""], ""Lynch1978b"": [""s-2"", ""s-3-3""], ""Blust1982"": [""s-2"", ""s-3-2""], ""Ross1994a"": [""s-2""], ""Geraghty1989"": [""s-2"", ""s-3-3""], ""Biggsetal1970"": [""s-2""], ""Hockett1976"": [""s-2""], ""DyenandAberle1974"": [""s-3-1""], ""Ross1996b"": [""s-3-3"", ""s-3-2""], ""Blust1977a"": [""s-3-2""], ""PawleyandRoss1995"": [""s-3-2"", ""s-4-3""], ""Ross1994b"": [""s-3-2""], ""Ross1996a"": [""s-3-3"", ""s-3-2""], ""Zorc1986"": [""s-3-3""], ""Bybee1994"": [""s-3-3""], ""Grace1996"": [""s-3-3""], ""Biggs1978"": [""s-3-3""], ""Pawley1972"": [""s-3-3""], ""Adelaar1992a"": [""s-3-3""], ""Blust1996a"": [""s-3-3""], ""Jackson1986"": [""s-3-3""], ""Zorc1977"": [""s-3-3""], ""Reid1982"": [""s-3-3""], ""Tryon1976"": [""s-3-3""], ""TryonandHackman1983"": [""s-3-3""], ""Tsuchida1976"": [""s-3-3""], ""Sneddon1984"": [""s-3-3""], ""Collins1983"": [""s-3-3""], ""Nothofer1975"": [""s-3-3""], ""Levy1979"": [""s-3-3""], ""Green1979"": [""s-4-3""], ""Kirch1997"": [""s-4-3""], ""KirchandHunt1988"": [""s-4-3""], ""LynchandTryon1983"": [""s-4-3""], ""Lynchetal2002"": [""s-4-3""], ""Lynch1995"": [""s-4-3""], ""Bellwood1987"": [""s-4-3""], ""PawleyandRoss1993"": [""s-4-3""], ""Bellwood1978"": [""s-4-3""], ""Blust1995"": [""s-4-3""], ""Ross1995b"": [""s-4-3""], ""PawleyandGreen1984"": [""s-4-3""], ""Spriggs1995"": [""s-4-3""]}"
1-2,Proto Oceanic Phonology and Morphology,,Malcolm Ross,"Ross, Malcolm. 1998-2016. Proto Oceanic Phonology and Morphology. In Ross, Malcolm and Pawley, Andrew and Osmond, Meredith (eds.), The lexicon of Proto Oceanic: The culture and environment of ancestral Oceanic society 1: Material culture 2: The physical environment 3: Plants 4: Animals 5: People: body and mind 6: People: society, 15-36. Asia-Pacific Linguistics, School of Culture, History and Language, College of Asia and the Pacific, The Australian National University.",1,Material culture,"[[""s-1"", ""Introduction"", []], [""s-2"", ""Phonology"", [[""s-2-1"", ""Phonemes"", []], [""s-2-2"", ""Phonotactics"", []], [""s-2-3"", ""Stress"", []], [""s-2-4"", ""Phonological innovations and Proto Oceanic orthographies"", []]]], [""s-3"", ""Word classes"", [[""s-3-1"", ""Verbs"", [[""s-3-1-1"", ""Verb classes"", []], [""s-3-1-2"", ""Derivational morphology of verbs"", []], [""s-3-1-3"", ""Fossilised verbal morphology"", []]]], [""s-3-2"", ""Nouns"", [[""s-3-2-1"", ""Derivational morphology of nouns"", []]]], [""s-3-3"", ""Adjectival classes"", []]]], [""s-4"", ""Assigning reconstructions to word classes"", []]]",Arms1974a;Arms1974b;Biggs1974;Blust1977a;Blust1978b;Blust1981a;Blust1984;Blust1988;Crowley1985;Davis1997;Dempwolff1937;Dixon1988;Evans1995;Evans1997;Ezard1997;Foley1976;FoleyvanValin1984;Grace1969;Hamel1994;Harrison1978;Harrison1982;Haudricourt1951;Hill1992;Hooper1985;Jauncey1997;Johnston1980;Keesing1985;Lichtenberk1983;Lichtenberk1985a;Lynch1996a;Lynchetal2002;Milke1968;OzanneRivierre1992;Pawley1972;Pawley1973;PawleyReid1980;Ross1988;Ross1989b;Ross1992;Ross1994a;Ross1995a;Ross1995b;Ross1996d;Ross1997;Ross1998a;Schachter1987;Schutz1969;StarostaPawleyReid1982;Tryon1976;Wolff1973;Wolff1974;Wolff1980,"{""Blust1978b"": [""s-2-1""], ""Ross1989b"": [""s-2-1""], ""Ross1996d"": [""s-3-2-1"", ""s-2-1"", ""s-2-4""], ""Dempwolff1937"": [""s-2-1"", ""s-2-4""], ""Wolff1974"": [""s-2-1""], ""OzanneRivierre1992"": [""s-2-1"", ""s-2-4""], ""Blust1981a"": [""s-2-1"", ""s-2-4""], ""Grace1969"": [""s-2-1"", ""s-2-4""], ""Ross1994a"": [""s-2-1""], ""Haudricourt1951"": [""s-2-1""], ""Milke1968"": [""s-2-1""], ""Ross1988"": [""s-3-1-3"", ""s-2-1"", ""s-2-4""], ""Blust1984"": [""s-2-1""], ""Blust1977a"": [""s-3-1-2"", ""s-2-2""], ""Ross1992"": [""s-2-4""], ""Lynchetal2002"": [""s-3""], ""Pawley1973"": [""s-3-1-1"", ""s-4"", ""s-3"", ""s-3-1-2""], ""Dixon1988"": [""s-3-1"", ""s-4""], ""Davis1997"": [""s-4"", ""s-3-1"", ""s-3-1-2""], ""Ross1998a"": [""s-3-3"", ""s-3-1-1"", ""s-4""], ""Harrison1978"": [""s-3-1-2""], ""Harrison1982"": [""s-3-1-2""], ""Evans1997"": [""s-3-1-2""], ""Arms1974b"": [""s-3-1-2""], ""Ross1995a"": [""s-3-1-3""], ""StarostaPawleyReid1982"": [""s-3-1-3""], ""Blust1988"": [""s-3-1-3""], ""Wolff1980"": [""s-3-1-3""], ""PawleyReid1980"": [""s-3-1-3""], ""Wolff1973"": [""s-3-1-3""], ""Ross1997"": [""s-3-1-3""], ""Lichtenberk1985a"": [""s-3-2"", ""s-4""], ""Tryon1976"": [""s-3-2-1""], ""Schachter1987"": [""s-4""], ""Lichtenberk1983"": [""s-4""], ""Hooper1985"": [""s-4""], ""Pawley1972"": [""s-4""], ""Crowley1985"": [""s-4""], ""Evans1995"": [""s-4""], ""FoleyvanValin1984"": [""s-4""], ""Ross1995b"": [""s-4""], ""Johnston1980"": [""s-4""], ""Schutz1969"": [""s-4""], ""Hamel1994"": [""s-4""], ""Ezard1997"": [""s-4""], ""Hill1992"": [""s-4""], ""Keesing1985"": [""s-4""], ""Jauncey1997"": [""s-4""], ""Biggs1974"": [""s-4""], ""Foley1976"": [""s-4""], ""Arms1974a"": [""s-4""], ""Lynch1996a"": [""s-4""]}"
1-3,Architectural Forms and Settlement Patterns,,Roger Green and Andrew Pawley,"Green, Roger & Andrew Pawley. 1998-2016. Architectural Forms and Settlement Patterns. In Ross, Malcolm and Pawley, Andrew and Osmond, Meredith (eds.), The lexicon of Proto Oceanic: The culture and environment of ancestral Oceanic society 1: Material culture 2: The physical environment 3: Plants 4: Animals 5: People: body and mind 6: People: society, 37-66. Asia-Pacific Linguistics, School of Culture, History and Language, College of Asia and the Pacific, The Australian National University.",1,Material culture,"[[""s-1"", ""Aims and methodological preliminaries"", []], [""s-2"", ""Settlement patterns: evidence from archaeology and comparative ethnology"", [[""s-2-1"", ""Dwelling house architecture"", []]]], [""s-3"", ""Settlement patterns: evidence from comparative linguistics"", [[""s-3-1"", ""Subgrouping"", []], [""s-3-2"", ""Lexical reconstructions"", []], [""s-3-3"", ""Kinds of buildings"", []], [""s-3-4"", ""House site and main structural components of house"", []], [""s-3-5"", ""Other structures associated with buildings"", []], [""s-3-6"", ""Other structures associated with settlements"", []], [""s-3-7"", ""Settlement patterns"", []]]], [""s-4"", ""On variation and change in early Oceanic architectural styles and settlement patterns"", []], [""s-5"", ""Conclusion"", []]]",AllenGosdenWhite1989;AllenandGosden1991;Bellwood1978;Bellwood1985;Bellwood1987;Bellwood1991;Bender1971;BerbettiAllen1972;Best1984;Blust1976b;Blust1980a;Blust198485;Blust1987;Blust1989;Blust1994;Chowning1991;Clark1979;Davidson1969;Dutton1994;Elkins1974;Forge1972;Fox1978;Fox1993;FrenchWright1983;Frimigacci1974;Frimigacci1980;Galipaud1992;Geraghty1983;Geraghty1986;Goodenough1983;Grace1961;Grace1964;Green1966;Green1967;Green1979;Green1981;Green1986;Green1994a;Green1994b;Green1997;HauserSchaublin1989;HogbinandWedgwood1953;Horton1994;Jackson1983;JennessBallantyne1920;Kirch1984;Kirch1988;KirchGreen1987;KirchandHunt1988;Lichtenberk1994;Milke1968;MooreRomney1994;MooreRomney1995;Oliver1989;Osmond1996;Pawley1981;Pawley1982a;Pawley1996a;PawleyandPawley1994;PawleyandRoss1993;PawleyandRoss1995;Poulsen1987;Renfrew1987;Renfrew1992;RobertsMooreRomney1995;Ross1973;Ross1988;Ross1989a;SheppardGreen1991;ShutlerMarck1975;Spriggs1990;Spriggs1995;Spriggs1996;Tryon1995;Walter1989;Waterson1993;Young1993,"{""HauserSchaublin1989"": [""s-2"", ""s-1""], ""Blust1987"": [""s-3-3"", ""s-3-7"", ""s-1""], ""KirchandHunt1988"": [""s-1""], ""Fox1993"": [""s-3-3"", ""s-1""], ""Galipaud1992"": [""s-1""], ""Bellwood1978"": [""s-5"", ""s-1""], ""Green1967"": [""s-5"", ""s-1""], ""Ross1988"": [""s-3-4"", ""s-1""], ""Spriggs1990"": [""s-1""], ""Green1997"": [""s-1""], ""Waterson1993"": [""s-3-3"", ""s-1""], ""ShutlerMarck1975"": [""s-1""], ""Green1994a"": [""s-5"", ""s-1""], ""RobertsMooreRomney1995"": [""s-1""], ""Spriggs1995"": [""s-1""], ""Green1979"": [""s-5"", ""s-1""], ""PawleyandRoss1993"": [""s-5"", ""s-1""], ""MooreRomney1994"": [""s-1""], ""Spriggs1996"": [""s-1""], ""PawleyandRoss1995"": [""s-5"", ""s-1""], ""AllenandGosden1991"": [""s-1""], ""Grace1964"": [""s-1""], ""Grace1961"": [""s-1""], ""Bellwood1987"": [""s-5"", ""s-1""], ""MooreRomney1995"": [""s-1""], ""Best1984"": [""s-2""], ""Ross1973"": [""s-2""], ""Goodenough1983"": [""s-2""], ""Poulsen1987"": [""s-2""], ""Forge1972"": [""s-2""], ""SheppardGreen1991"": [""s-2""], ""Green1986"": [""s-2"", ""s-5""], ""Young1993"": [""s-2""], ""HogbinandWedgwood1953"": [""s-2""], ""Kirch1988"": [""s-2""], ""Green1994b"": [""s-2"", ""s-5""], ""JennessBallantyne1920"": [""s-2""], ""Oliver1989"": [""s-2""], ""Frimigacci1974"": [""s-2""], ""Frimigacci1980"": [""s-2""], ""Fox1978"": [""s-2-1""], ""Green1966"": [""s-5"", ""s-3-1""], ""Geraghty1986"": [""s-3-1"", ""s-3-5""], ""Geraghty1983"": [""s-3-1"", ""s-3-5""], ""KirchGreen1987"": [""s-5"", ""s-3-1""], ""Clark1979"": [""s-3-1""], ""Green1981"": [""s-5"", ""s-3-1""], ""Bender1971"": [""s-3-1""], ""Jackson1983"": [""s-3-1""], ""Pawley1996a"": [""s-5"", ""s-3-1""], ""Blust1980a"": [""s-3-3"", ""s-5""], ""Tryon1995"": [""s-3-3""], ""Dutton1994"": [""s-3-4""], ""Davidson1969"": [""s-3-4""], ""Milke1968"": [""s-3-7""], ""Blust1989"": [""s-3-7""], ""Horton1994"": [""s-4""], ""BerbettiAllen1972"": [""s-4""], ""Chowning1991"": [""s-5"", ""s-4""], ""AllenGosdenWhite1989"": [""s-4""], ""Lichtenberk1994"": [""s-4""], ""FrenchWright1983"": [""s-5""], ""Bellwood1985"": [""s-5""], ""Pawley1982a"": [""s-5""], ""Walter1989"": [""s-5""], ""Blust198485"": [""s-5""], ""PawleyandPawley1994"": [""s-5""], ""Blust1976b"": [""s-5""], ""Ross1989a"": [""s-5""], ""Renfrew1992"": [""s-5""], ""Blust1994"": [""s-5""], ""Kirch1984"": [""s-5""], ""Bellwood1991"": [""s-5""], ""Osmond1996"": [""s-5""], ""Elkins1974"": [""s-5""], ""Renfrew1987"": [""s-5""], ""Pawley1981"": [""s-5""]}"
1-4,Household Artefacts,,Meredith Osmond and Malcolm Ross,"Osmond, Meredith & Malcolm Ross. 1998-2016. Household Artefacts. In Ross, Malcolm and Pawley, Andrew and Osmond, Meredith (eds.), The lexicon of Proto Oceanic: The culture and environment of ancestral Oceanic society 1: Material culture 2: The physical environment 3: Plants 4: Animals 5: People: body and mind 6: People: society, 67-114. Asia-Pacific Linguistics, School of Culture, History and Language, College of Asia and the Pacific, The Australian National University.",1,Material culture,"[[""s-1"", ""Introduction"", []], [""s-2"", ""Containers"", [[""s-2-1"", ""Pottery containers"", [[""s-2-1-1"", ""Cooking pot"", []], [""s-2-1-2"", ""Water jar"", []], [""s-2-1-3"", ""Frying pan"", []], [""s-2-1-4"", ""Large cooking pot"", []], [""s-2-1-5"", ""Dish"", []], [""s-2-1-6"", ""Lid"", []], [""s-2-1-7"", ""Tools in pot manufacture"", []]]], [""s-2-2"", ""Wooden or coconut-shell containers"", [[""s-2-2-1"", ""Wooden bowl"", []], [""s-2-2-2"", ""Cup, liquid container"", []], [""s-2-2-3"", ""Water bottle"", []], [""s-2-2-4"", ""Stopper"", []], [""s-2-2-5"", ""Lime pot"", []], [""s-2-2-6"", ""Lime spatula"", []]]], [""s-2-3"", ""Woven containers"", []]]], [""s-3"", ""Mats and cordage"", [[""s-3-1"", ""Mats"", [[""s-3-1-1"", ""Weaving, plaiting"", []]]], [""s-3-2"", ""Cord, twine"", [[""s-3-2-1"", ""Sewing"", []]]]]], [""s-4"", ""Tools"", [[""s-4-1"", ""Cutting implements"", [[""s-4-1-1"", ""Axe, adze"", []], [""s-4-1-2"", ""Knives"", []], [""s-4-1-3"", ""Flint, obsidian"", []], [""s-4-1-4"", ""Awl"", []], [""s-4-1-5"", ""Sharpening and grinding"", []]]]]], [""s-5"", ""Bark-cloth, clothing, body decoration"", [[""s-5-1"", ""Bark-cloth (_tapa_)"", []], [""s-5-2"", ""Clothing"", [[""s-5-2-1"", ""Loincloth"", []], [""s-5-2-2"", ""Grass or leaf skirt"", []]]], [""s-5-3"", ""Paint, smear, anoint"", []], [""s-5-4"", ""Tattooing"", [[""s-5-4-1"", ""Design"", []]]], [""s-5-5"", ""Ornaments"", [[""s-5-5-1"", ""Comb"", []]]]]], [""s-6"", ""Instruments of communication and music"", [[""s-6-1"", ""Conch shell trumpet"", []], [""s-6-2"", ""Bamboo flute"", []], [""s-6-3"", ""Hourglass or kundu drum"", []], [""s-6-4"", ""Slitgong"", []], [""s-6-5"", ""Jew's-harp"", []]]], [""s-7"", ""Other artefacts"", [[""s-7-1"", ""Broom"", []], [""s-7-2"", ""Headrest"", []]]], [""s-8"", ""Conclusions"", []]]",BiggsandClark1993;Blackwood1935;Blust1970;Blust1980b;Blust1988;Chowning1991;Crowe1996;Green1979;Ivens1918;Ivens1927;Kennedy1934;Kirch1997;Kooijman1972;Mariner1827;MiklouchoMaclay1975;Oliver1974;Oliver1989;Ross1996a;Ross1996c;Seligman1910;Spriggs1997a;Tickle1977;Yen1973,"{""Ross1996c"": [""s-8"", ""s-2-1-7"", ""s-2-1"", ""s-5-4-1""], ""Blust1980b"": [""s-2-1-2""], ""Blust1988"": [""s-2-1-7""], ""Ross1996a"": [""s-2-2-2""], ""BiggsandClark1993"": [""s-3-2"", ""s-5-1""], ""Oliver1974"": [""s-8"", ""s-4-1-5"", ""s-4-1-1""], ""Oliver1989"": [""s-4-1-5"", ""s-4-1-1""], ""Green1979"": [""s-4-1-4""], ""Kooijman1972"": [""s-5-1""], ""Ivens1918"": [""s-5-1""], ""Yen1973"": [""s-5-1""], ""Kennedy1934"": [""s-5-1""], ""Chowning1991"": [""s-5-2"", ""s-6-3"", ""s-5-4"", ""s-5-5""], ""Blust1970"": [""s-5-2-1""], ""MiklouchoMaclay1975"": [""s-5-3""], ""Ivens1927"": [""s-6-3"", ""s-5-3"", ""s-6-4""], ""Seligman1910"": [""s-5-3"", ""s-5-5""], ""Tickle1977"": [""s-5-4""], ""Spriggs1997a"": [""s-5-5""], ""Blackwood1935"": [""s-6"", ""s-6-4""], ""Crowe1996"": [""s-6-4""], ""Mariner1827"": [""s-8""], ""Kirch1997"": [""s-8""]}"
1-5,Horticultural Practices,,Meredith Osmond,"Osmond, Meredith. 1998-2016. Horticultural Practices. In Ross, Malcolm and Pawley, Andrew and Osmond, Meredith (eds.), The lexicon of Proto Oceanic: The culture and environment of ancestral Oceanic society 1: Material culture 2: The physical environment 3: Plants 4: Animals 5: People: body and mind 6: People: society, 115-142. Asia-Pacific Linguistics, School of Culture, History and Language, College of Asia and the Pacific, The Australian National University.",1,Material culture,"[[""s-1"", ""Introduction"", []], [""s-2"", ""Background"", []], [""s-3"", ""Land usage"", [[""s-3-1"", ""Garden"", []], [""s-3-2"", ""Fallow land"", []], [""s-3-3"", ""Uncultivated land"", []]]], [""s-4"", ""Soil"", []], [""s-5"", ""Preparation of ground"", [[""s-5-1"", ""Clearing the land"", []], [""s-5-2"", ""Burning"", []], [""s-5-3"", ""Weeding"", []], [""s-5-4"", ""Digging"", []], [""s-5-5"", ""Digging stick"", []]]], [""s-6"", ""Fence"", []], [""s-7"", ""Food plants"", []], [""s-8"", ""Planting"", [[""s-8-1"", ""Propagation material"", []], [""s-8-2"", ""Planting (tubers)"", []], [""s-8-3"", ""Yam mound"", []], [""s-8-4"", ""Sow (seed)"", []]]], [""s-9"", ""Growth stages"", [[""s-9-1"", ""Sprout, shoot"", []], [""s-9-2"", ""Grow, swell"", []], [""s-9-3"", ""Ripen"", []], [""s-9-4"", ""Wither"", []]]], [""s-10"", ""Gathering, harvesting"", []], [""s-11"", ""Storage: yam storehouse"", []], [""s-12"", ""Drainage and Irrigation"", []], [""s-13"", ""Gaps in reconstructions"", []], [""s-14"", ""Archaeological evidence"", []], [""s-15"", ""Conclusion"", []]]",AmherstThomson1901;Barrau1955;BiggsandClark1993;Blackwood1935;BrookfieldandHart1971;Clarke1994;Elkins1974;FrenchWright1983;Golson1990;Ivens1927;Kahn1984;Kirch1989;Kirch1997;KirchandLepofsky1993;Malinowski1935;Malinowski1935a;Malinowski1935b;Markham1904;McAlpineKeigFalls1983;Mceldowney1995;PawleyandGreen1973;Ross1994a;Ross1996d;ShutlerMarck1975;Spriggs1981;Spriggs1986;Spriggs1997a;Spriggs1997b;Yen1973;Yen1990,"{""Malinowski1935a"": [""s-1""], ""Malinowski1935b"": [""s-7"", ""s-1""], ""Ross1996d"": [""s-7"", ""s-15"", ""s-1""], ""ShutlerMarck1975"": [""s-1""], ""Spriggs1997a"": [""s-14"", ""s-1""], ""Blackwood1935"": [""s-1""], ""PawleyandGreen1973"": [""s-1""], ""Ivens1927"": [""s-7"", ""s-13"", ""s-1""], ""BrookfieldandHart1971"": [""s-2"", ""s-15""], ""Yen1973"": [""s-2"", ""s-7"", ""s-12""], ""McAlpineKeigFalls1983"": [""s-2""], ""Ross1994a"": [""s-3-1""], ""Clarke1994"": [""s-7""], ""Kirch1989"": [""s-7""], ""Yen1990"": [""s-7""], ""Mceldowney1995"": [""s-7""], ""Barrau1955"": [""s-8-3"", ""s-11""], ""Markham1904"": [""s-8-4""], ""BiggsandClark1993"": [""s-10""], ""Malinowski1935"": [""s-13"", ""s-11""], ""Spriggs1986"": [""s-12""], ""Spriggs1997b"": [""s-12""], ""AmherstThomson1901"": [""s-12""], ""KirchandLepofsky1993"": [""s-12""], ""Golson1990"": [""s-12""], ""Spriggs1981"": [""s-12""], ""FrenchWright1983"": [""s-13""], ""Kirch1997"": [""s-14""], ""Elkins1974"": [""s-15""], ""Kahn1984"": [""s-15""]}"
1-6,Food Preparation,,Frantisek Lichtenberk and Meredith Osmond,"Lichtenberk, Frantisek & Meredith Osmond. 1998-2016. Food Preparation. In Ross, Malcolm and Pawley, Andrew and Osmond, Meredith (eds.), The lexicon of Proto Oceanic: The culture and environment of ancestral Oceanic society 1: Material culture 2: The physical environment 3: Plants 4: Animals 5: People: body and mind 6: People: society, 143-172. Asia-Pacific Linguistics, School of Culture, History and Language, College of Asia and the Pacific, The Australian National University.",1,Material culture,"[[""s-1"", ""Introduction"", []], [""s-2"", ""Fire and the fireplace"", [[""s-2-1"", ""Fire plough"", []], [""s-2-2"", ""Firewood"", []], [""s-2-3"", ""Firebrand, torch"", []], [""s-2-4"", ""Fireplace, hearth"", []], [""s-2-5"", ""Trivet"", []], [""s-2-6"", ""Stone oven"", []], [""s-2-7"", ""Covering and uncovering an oven"", []]]], [""s-3"", ""Cooking methods"", [[""s-3-1"", ""Cooking in stone oven"", []], [""s-3-2"", ""Roasting, burning, branding"", []], [""s-3-3"", ""Piercing, pricking"", []], [""s-3-4"", ""Boiling, steaming"", []], [""s-3-5"", ""Warming"", []], [""s-3-6"", ""Singeing"", []], [""s-3-7"", ""Wrapping prior to oven-cooking"", []], [""s-3-8"", ""Uncooked food"", []], [""s-3-9"", ""Food cooked or ripe"", []]]], [""s-4"", ""Preserving"", [[""s-4-1"", ""Drying, smoking"", []], [""s-4-2"", ""Fermentation"", []]]], [""s-5"", ""Food processing"", [[""s-5-1"", ""Pounding"", []], [""s-5-2"", ""Grating, scraping"", []], [""s-5-3"", ""Peeling"", []], [""s-5-4"", ""Fish scaling"", []], [""s-5-5"", ""Husking"", []], [""s-5-6"", ""Straining"", []], [""s-5-7"", ""Plucking"", []], [""s-5-8"", ""Wringing, squeezing"", []], [""s-5-9"", ""Mixing"", []]]]]",AllenGosdenWhite1989;Blust1986;Chowning1991;Dutton1994;Firth1957;Geraghty1990;Horton1994;Lichtenberk1994;Mills1981;Oliver1989;Ross1996d;Yen1975,"{""Lichtenberk1994"": [""s-5-6"", ""s-1""], ""Blust1986"": [""s-2-5"", ""s-3-7""], ""Horton1994"": [""s-2-6""], ""AllenGosdenWhite1989"": [""s-2-6""], ""Chowning1991"": [""s-2-6""], ""Oliver1989"": [""s-3""], ""Mills1981"": [""s-3-7""], ""Firth1957"": [""s-3-7""], ""Yen1975"": [""s-4-2"", ""s-5-1""], ""Dutton1994"": [""s-4-2""], ""Ross1996d"": [""s-5-6""], ""Geraghty1990"": [""s-5-6"", ""s-5-9""]}"
