ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Description,Sic,Doubt,Morpheme_Gloss,Kinship_Gloss
kwamera-mare-1,,kwamera,mothersbrother,mare-,mare-,m a r e,,,,,^ m a r e - $,default,mother’s brother,false,false,,FZH EF P{PoG}S FFBDH GEF
anejom-mata-1,,anejom,mothersbrother,mata,mata,m a t a,,,,,^ m a t a $,default,mother’s brother,false,false,,MZH EF
poc-wawa-1,,poc,mothersbrother,wawa,wawa,w a w a,,Milke1965[PNGOc],,,^ w a w a $,poc,mother’s brother,false,false,,
sobei-wawa-1,,sobei,mothersbrothersisterschild,wawa,wawa,w a w a,,,,,^ w a w a $,default,"mother’s brother, ♂sister’s child",false,false,,MBW
gitua-wawa-1,,gitua,mothersbrother,wawa,wawa,w a w a,,,,,^ w a w a $,default,mother’s brother,false,false,,
mangap-wo-1,,mangap,mothersbrotherossiblingschild,wo-,wo-,w o,,,,,^ w o - $,default,"mother’s brother, o.s. sibling’s child",false,false,,
sio-wawa-1,,sio,mothersbrothersistersson,wawa,wawa,w a w a,,,,,^ w a w a $,default,"mother’s brother, ♂sister’s son",false,false,,
avau-ava-1,,avau,mothersbrother,ava,ava,a v a,,,,,^ a v a $,default,mother’s brother,false,false,,MBC
mengen-wowo-1,,mengen,mothersbrother,wowo,wowo,w o w o,,,,,^ w o w o $,default,mother’s brother,false,false,,
mindiri-wau-1,,mindiri,mothersbrother,wau,wau,w a u,,,,,^ w a u $,default,mother’s brother,false,false,,
wogeo-wawa-1,,wogeo,mothersbrother,wawa,wawa,w a w a,,,,,^ w a w a $,default,mother’s brother,false,false,,
tumleo-wauwuoyie-1,,tumleo,mothersbrother,"wau, wuoyie",wau,w a u,,Milke1965[345],,,^ w a u $,default,mother’s brother,false,false,,
yabem-wawa-1,,yabem,mothersbrother,wawa,wawa,w a w a,,,,,^ w a w a $,default,mother’s brother,false,false,,
numbami-wowa-1,,numbami,mothersbrother,wowa,wowa,w o w a,,,,,^ w o w a $,default,mother’s brother,false,false,,M{PoG}S
patep-vwa-1,,patep,mothersbrothersisterschild,vəwa,vəwa,v ə w a,,,,,^ v ə w a $,default,"mother’s brother, ♂sister’s child",false,false,,
dobu-wa-1,,dobu,mothersbrother,wa,wa,w a,,Milke1965[345],,,^ w a $,default,mother’s brother,false,false,,
tawala-auauau-1,,tawala,mothersbrother,"au-, auau-",au-,a u,,,,,^ a u - $,default,mother’s brother,false,false,,
sinaugoro-wa-1,,sinaugoro,mothersbrothersisterschild,ɣwa,ɣwa,ɣw a,,,,,^ ɣw a $,default,"mother’s brother, ♂sister’s child",false,false,,FZH FZDC
motu-vava-1,,motu,mothersbrother,vava,vava,v a v a,,Milke1965[345],,,^ v a v a $,default,mother’s brother,false,false,,
vitu-vava-1,,vitu,mothersbrothersisterschild,vava,vava,v a v a,,,,,^ v a v a $,default,"mother’s brother, ♂sister’s child",false,false,,
bola-a-1,,bola,mothersbrother,ɣa,ɣa,ɣ a,,,,,^ ɣ a $,default,mother’s brother,false,false,,
bignambas-vavei-1,,bignambas,fatherssister,vavei-,vavei-,v a v e i,,,,,^ v a v e i - $,default,father’s sister,false,false,,
neveei-vave-1,,neveei,fatherssister,vavʷe,vavʷe,v a vʷ e,,,,,^ v a vʷ e $,default,father’s sister,false,false,,MBW FZD
nguna-wawa-1,,nguna,mothersbrother,wāwa,wāwa,w āw a,,Facey1989,,,^ w āw a $,default,mother’s brother,false,false,,FZH
tuam-waa-1,,tuam,mothersbrothersisterschild,waɣa-,waɣa-,w a ɣ a,,,,,^ w a ɣ a - $,default,"mother’s brother, (♂?)sister’s child",false,false,,
iduna-au-1,,iduna,mothersbrothersisterschild,ɣau-,ɣau-,ɣ a u,,,,,^ ɣ a u - $,default,"mother’s brother, ♂sister’s child",false,false,,
sudest-a-2,,sudest,mothersbrother,ɣa-,ɣa-,ɣ a,,,,,^ ɣ a - $,default,mother’s brother,false,false,,
pwoc-varis-1,,pwoc,mothersbrotherfatherinlaw,varis,varis,v a r i s,,,,,^ v a r i s $,pwoc,"mother’s brother, ♂father-in-law",false,false,,
misima-valehe-1,,misima,mothersbrother,valehe,valehe,v a l e h e,,,,,^ v a l e h e $,default,mother’s brother,false,false,,
wagawaga-warihi-1,,wagawaga,motherssiblingschild,warihi,warihi,w a r i h i,,,,,^ w a r i h i $,default,mother’s sibling’s child,false,false,,
nehan-warihi-1,,nehan,fatherorsoninlaw,warihi,warihi,w a r i h i,,GlennonandGlennon2006,,,^ w a r i h i $,default,♂father- or son-in-law,false,false,,
halia-halis-1,,halia,fatherorsoninlaw,halis,halis,h a l i s,,,,,^ h a l i s $,default,♂father- or son-in-law,false,false,,
teop-varihi-1,,teop,wifesbrother,varihi,varihi,v a r i h i,,,,,^ v a r i h i $,default,wife’s brother,false,false,,
hahon-waris-1,,hahon,fatherorsoninlaw,waris,waris,w a r i s,,,,,^ w a r i s $,default,♂father- or son-in-law,false,false,,
banoni-vanisi-1,,banoni,parentorchildinlaw,vanisi,vanisi,v a n i s i,,,,,^ v a n i s i $,default,parent- or child-in-law,false,false,,
pmp-aya-1,,pmp,respecttermforamemberofegosparentsgeneration,aya,aya,a y a,,,,,^ a y a $,pmp,respect term for a member of ego’s parents’ generation,false,false,,
pemp-aya-1,,pemp,fatherssistermother,aya-,aya-,a y a <<->>,,,,,^ a y a <-> $,pemp,"father’s sister, mother",false,false,,
buli-ayaaye-1,,buli,mother,"aya, aye",aya,a y a,,Maan1951,,,^ a y a $,default,mother,false,false,,
taba-yoyo-1,,taba,fatherssister,yoyo,yoyo,y o y o,,Collins1982,,,^ y o y o $,default,father’s sister,false,false,,
arguni-yai-1,,arguni,mother,yai,yai,y a i,,Blust1995,,,^ y a i $,default,mother,false,false,,
ambai-ai-1,,ambai,mothermotherssister,ai,ai,a i,,,,,^ a i $,default,"mother, mother’s sister",false,false,,
wandamen-yai-1,,wandamen,father,yai,yai,y a i,,,,,^ y a i $,default,father,false,false,,
biak-yai-1,,biak,father,yai,yai,y a i,,,,,^ y a i $,default,father,false,false,,
seruilaut-ai-1,,seruilaut,mother,ai,ai,a i,,Anceaux1961,,,^ a i $,default,mother,false,false,,
warembori-ai-1,,warembori,father,ai,ai,a i,,,,,^ a i $,default,father,false,false,,
poc-aya-1,,poc,memberofegosparentsgenerationrespectfuladdressterm,aya,aya,a y a,,,,,^ a y a $,poc,member of EGO’s parents’ generation (respectful address term),false,false,,
lele-yaya-1,,lele,ancestor,yaya-,yaya-,y a y a,,,,,^ y a y a - $,default,ancestor,false,false,,
titan-yaye-1,,titan,mothermotherssister,yaye-,yaye-,y a y e,,Mead1934[218–225],,,^ y a y e - $,default,"mother, mother’s sister",false,false,,MMyZ ♀EZ
loniu-yaya-1,,loniu,mother,yaya,yaya,y a y a,,,,,^ y a y a $,default,mother,false,false,,
bariai-aia-1,,bariai,mothermotherssister,aia,aia,a i a,,,,,^ a i a $,default,"mother, mother’s sister",false,false,,
sio-yaya-1,,sio,mothersbrother,yaya,yaya,y a y a,,,,,^ y a y a $,default,mother’s brother,false,false,,
sissano-aiyia-1,,sissano,mother,aiyia,aiyia,a i y i a,,,,,^ a i y i a $,default,mother,false,false,,
roinji-yaye-1,,roinji,mothersbrother,yaye,yaye,y a y e,,,,,^ y a y e $,default,mother’s brother,false,false,,
wab-yai-1,,wab,mothersbrothersistersson,yai,yai,y a i,,,,,^ y a i $,default,"mother’s brother, (♂?)sister’s son",false,false,,
patep-yihi-1,,patep,mothersbrother,yihi,yihi,y i h i,,,,,^ y i h i $,default,mother’s brother,false,false,,FZH
aria-aia-1,,aria,grandparent,aia,aia,a i a,,,,,^ a i a $,default,grandparent,false,false,,
avau-aye-1,,avau,father,aye,aye,a y e,,,,,^ a y e $,default,father,false,false,,FB
avau-aiy-1,,avau,fatherssister,aiyɔ,aiyɔ,a i y ɔ,,,,,^ a i y ɔ $,default,father’s sister,false,false,,FZC
dobu-yaya-1,,dobu,femaleoftheparentalgenerationofonesfathersvillage,yaya-,yaya-,y a y a,,,,,^ y a y a - $,default,female of the parental generation of one’s father’s village,false,false,,
ubir-ayo-1,,ubir,mother,ayo-,ayo-,a y o,,,,,^ a y o - $,default,mother,false,false,,
tawala-eya-1,,tawala,fatherssisterbrotherschild,eya-,eya-,e y a,,,,,^ e y a - $,default,"father’s sister, ♂brother’s child",false,false,,
sinaugoro-iaia-1,,sinaugoro,fatherssister,iaia-,iaia-,i a i a,,,,,^ i a i a - $,default,father’s sister,false,false,,MBW
wmotu-lala-1,,wmotu,fatherssister,lala-,lala-,l a l a,,Groves1958,,,^ l a l a - $,default,father’s sister,false,false,,MBW ♀BC HZC
karaeast-yy-1,,karaeast,grandparentgrandchild,yəyə,yəyə,y ə y ə,,,,,^ y ə y ə $,default,"grandparent, grandchild",false,false,,
nalik-yaya-1,,nalik,grandparentgrandchild,yaya,yaya,y a y a,,Volker1998,,,^ y a y a $,default,"grandparent, grandchild",false,false,,
siar-yainan-1,,siar,mothersgrandchild,yai(nan),yai,y a i,,Rowe2005,,,^ y a i $,default,mother’s grandchild,false,false,,
babatana-zai-1,,babatana,grandmother,zai,zai,z a i,,McClatchey2007,,,^ z a i $,default,grandmother,false,false,,
lau-aia-1,,lau,fatherssisterbrotherschild,aia,aia,a i a,,,,,^ a i a $,default,"father’s sister, ♀brother’s child",false,false,,
kwaraae-aia-1,,kwaraae,fatherssister,ʔaiʔa,ʔaiʔa,ʔ a i ʔ a,,Deck1934,,,^ ʔ a i ʔ a $,default,father’s sister,false,false,,
burna-aya-1,,burna,father,aya,aya,a y a,,TryonandHackman1983,,,^ a y a $,default,father,false,false,,
lewo-aya-1,,lewo,mother,aya,aya,a y a,,,,,^ a y a $,default,mother,false,false,,
xaracuu-yaya-1,,xaracuu,grandmother,yāya,yāya,y ā y a,,,,,^ y ā y a $,default,grandmother,false,false,,
kwenyii-yeye-1,,kwenyii,fatherssisterspousesmother,yéyé,yéyé,y é y é,,,,,^ y é y é $,default,"father’s sister, spouse’s mother",false,false,,
ppn-masakitaa-1,,ppn,fatherssister,masakitaŋa,masakitaŋa,m a s a k i t a ŋ a,,Marck1996,,,^ m a s a k i t a ŋ a $,ppn,father’s sister,false,false,,
prototongic-mahakitaa-1,,prototongic,fatherssister,mahakitaŋa,mahakitaŋa,m a h a k i t a ŋ a,,,,,^ m a h a k i t a ŋ a $,prototongic,father’s sister,false,false,,
tongan-meheketaa-1,,tongan,fatherssisterpatrilateralfemalekinatg,meheketaŋa,meheketaŋa,m e h e k e t a ŋ a,,Churchward1959;Volkel2015,,,^ m e h e k e t a ŋ a $,default,father’s sister; patrilateral female kin at G₊₁,false,false,,
niuean-mahakitaa-1,,niuean,sister,mahakitaŋa,mahakitaŋa,m a h a k i t a ŋ a,,,,,^ m a h a k i t a ŋ a $,default,♂sister,false,false,,
pnpn-masakitaa-1,,pnpn,fatherssister,masakitaŋa,masakitaŋa,m a s a k i t a ŋ a,,Marck1996,,,^ m a s a k i t a ŋ a $,pnpn,father’s sister,false,false,,
eastuvean-mahikitaa-1,,eastuvean,fatherssister,mahikitaŋa,mahikitaŋa,m a h i k i t a ŋ a,,,,,^ m a h i k i t a ŋ a $,default,father’s sister,false,false,,
eastfutunan-masakitaa-1,,eastfutunan,fatherssister,masaki[taŋa],masaki,m a s a k i,,,,,^ m a s a k i $,default,father’s sister,false,false,,
anutan-makitaa-1,,anutan,fatherssisterfatherscousins,makitaŋa,makitaŋa,m a k i t a ŋ a,,,,,^ m a k i t a ŋ a $,default,"father’s sister, father’s cousins",false,false,,
tikopia-masakitaa-1,,tikopia,fatherssister,masakitaŋa,masakitaŋa,m a s a k i t a ŋ a,,,,,^ m a s a k i t a ŋ a $,default,father’s sister,false,false,,
pukapukan-mayakitaa-1,,pukapukan,sacredmaidchiefseldestdaughter,māyakitaŋa,māyakitaŋa,m ā y a k i t a ŋ a,,,,,^ m ā y a k i t a ŋ a $,default,sacred maid; chief’s eldest daughter,false,false,,
pemp-natu-1,,pemp,childoffspring,natu,natu,n a t u,,Blust1995,,,^ n a t u $,pemp,"child, offspring",false,false,,
mussau-natu-2,,mussau,child,natu-,natu-,n a t u,,,,,^ n a t u - $,default,child,false,false,,sGC
baluan-naru-1,,baluan,child,naru-,naru-,n a r u,,Mead1934[228–342],,,^ n a r u - $,default,child,false,false,,♂PBS HMBS
titan-natnatu-1,,titan,child,"nat, natú-",nat,n a t,,,,,^ n a t $,default,child,false,false,,
sobei-natu-1,,sobei,child,natu-,natu-,n a t u,,,,,^ n a t u - $,default,child,false,false,,oGC {PeG}CC P{PeG}CCC {HeB}C H{PeG}SC
tuam-natu-1,,tuam,child,natu,natu,n a t u,,,,,^ n a t u $,default,child,false,false,,
sio-natu-1,,sio,child,natu-,natu-,n a t u,,,,,^ n a t u - $,default,child,false,false,,
lukep-natu-1,,lukep,child,natu,natu,n a t u,,,,,^ n a t u $,default,child,false,false,,
mindiri-nalu-1,,mindiri,child,nalu-,nalu-,n a l u,,,,,^ n a l u - $,default,child,false,false,,
wogeo-natu-1,,wogeo,child,natu-,natu-,n a t u,,,,,^ n a t u - $,default,child,false,false,,sGC {PsG}CC EG EGC
sissano-anto-1,,sissano,child,a-nto-,a-nto-,a n t o,,,,,^ a - n t o - $,default,child,false,false,,
numbami-natu-1,,numbami,childson,natu,natu,n a t u,,,,,^ n a t u $,default,"child, son",false,false,,
adzera-naru-1,,adzera,child,naru-,naru-,n a r u,,,,,^ n a r u - $,default,child,false,false,,sGC {PsG}CC {{PoG}SC}C EoGC
mangga-natu-1,,mangga,child,natu-,natu-,n a t u,,,,,^ n a t u - $,default,child,false,false,,
misima-natu-1,,misima,child,natu-,natu-,n a t u,,,,,^ n a t u - $,default,child,false,false,,
iduna-natu-1,,iduna,child,natu-,natu-,n a t u,,,,,^ n a t u - $,default,child,false,false,,GC PGCC EGC
tawala-natu-1,,tawala,childyoungersssibling,natu-,natu-,n a t u,,,,,^ n a t u - $,default,"child, younger s.s. sibling",false,false,,
wmotu-natu-1,,wmotu,childsssiblingschild,natu-,natu-,n a t u,,Groves1958,,,^ n a t u - $,default,"child, s.s. sibling’s child",false,false,,{EsG}C
meramera-natu-1,,meramera,child,natu,natu,n a t u,,,,,^ n a t u $,default,child,false,false,,
lavongai-nat-1,,lavongai,child,nat,nat,n a t,,,,,^ n a t $,default,child,false,false,,
tabar-natu-1,,tabar,child,natu,natu,n a t u,,,,,^ n a t u $,default,child,false,false,,
sursurunga-natu-1,,sursurunga,child,natu-,natu-,n a t u,,,,,^ n a t u - $,default,child,false,false,,
siar-natnatu-1,,siar,child,"nat, natu-",nat,n a t,,Frowein2011,,,^ n a t $,default,child,false,false,,
tolai-natu-1,,tolai,child,natu-,natu-,n a t u,,Fingleton1986,,,^ n a t u - $,default,child,false,false,,sGC ♂ZSC ♀BSW
banoni-nacu-1,,banoni,child,nacu-,nacu-,n a c u,,,,,^ n a c u - $,default,child,false,false,,sGC {PsG}C
araki-naru-1,,araki,child,naru-,naru-,n a r u,,,,,^ n a r u - $,default,child,false,false,,BC WBC {PsG}DD FBSC WZC
apma-natu-1,,apma,child,natu-,natu-,n a t u,,,,,^ n a t u - $,default,child,false,false,,
paamesesouth-natu-1,,paamesesouth,child,natu-,natu-,n a t u,,,,,^ n a t u - $,default,child,false,false,,
psv-natu-1,,psv,child,natu-,natu-,n a t u <<->>,,Lynch2001c,,,^ n a t u <-> $,psv,child,false,false,,
sye-nitu-1,,sye,childsssiblingschild,nitu-,nitu-,n i t u,,,,,^ n i t u - $,default,"child, s.s. sibling’s child",false,false,,
lenakel-ner-1,,lenakel,child,nerə-,nerə-,n e r ə,,,,,^ n e r ə - $,default,child,false,false,,
nyelayu-nae-1,,nyelayu,child,nae-,nae-,n a e,,,,,^ n a e - $,default,child,false,false,,
cemuhi-nai-1,,cemuhi,child,nai-,nai-,n a i,,,,,^ n a i - $,default,child,false,false,,
nauruan-ai-1,,nauruan,child,ŋai-,ŋai-,ŋ a i,,Wedgwood1936,,,^ ŋ a i - $,default,child,false,false,,sGC ♀BC
pmic-natu-1,,pmic,child,natu,natu,n a t u,,HageandMarck2002,,,^ n a t u $,pmic,child,false,false,,
kosraean-nt-1,,kosraean,child,nætʌ-,nætʌ-,n æ t ʌ,,,,,^ n æ t ʌ - $,default,child,false,false,,
kiribati-natinati-1,,kiribati,child,"nāti, nati-",nāti,n ā t i,,Benderetal2003a,,,^ n ā t i $,default,child,false,false,,
marshallese-nci-1,,marshallese,child,næci-,næci-,n æ c i,,Spoehr1949a,,,^ n æ c i - $,default,child,false,false,,♀HBC ♂BC ♂FGCC ♂MZSC ♂MBCC
satawalese-naynay-1,,satawalese,child,"nāy, nayɨ-",nāy,n ā y,,,,,^ n ā y $,default,child,false,false,,BC FGCC MBCC CC ZCC EGC
loniu-ntu-1,,loniu,child,ñɛtu,ñɛtu,ɲ ɛ t u,,,,,^ ñ ɛ t u $,default,child,false,false,,
bipi-nato-1,,bipi,childhusbandsbrother,ñato,ñato,ɲ a t o,,,,,^ ñ a t o $,default,"child, husband’s brother",false,false,,
roinji-nanu-1,,roinji,child,nanu-,nanu-,n a n u,,,,,^ n a n u - $,default,child,false,false,,
takia-nanu-1,,takia,childsssiblingschild,nanu-,nanu-,n a n u,,,,,^ n a n u - $,default,"child, s.s. sibling’s child",false,false,,
pemp-qatu-1,,pemp,childoffspring,qatu,qatu,q a t u,,,,,^ q a t u $,pemp,"child, offspring",false,false,,
wandamen-atu-1,,wandamen,child,atu,atu,a t u,,,,,^ a t u $,default,child,false,false,,GC EGC
poc-qatu-1,,poc,childoffspringofegoorofsssibling,qatu-,qatu-,q a t u <<->>,,,,,^ q a t u <-> $,poc,child: offspring of ego or of s.s. sibling,false,false,,
bukawa-atui-1,,bukawa,child,atu-i,atu-i,a t u i,,,,,^ a t u - i $,default,child,false,false,,
bali-atu-1,,bali,child,ɣatu,ɣatu,ɣ a t u,,,,,^ ɣ a t u $,default,child,false,false,,
torau-atu-1,,torau,childsssiblingschild,atu,atu,a t u,,,,,^ a t u $,default,"child, s.s. sibling’s child",false,false,,
pemp-tu-1,,pemp,childoffspring,tu,tu,t u,,,,,^ t u $,pemp,"child, offspring",false,false,,
gane-tu-1,,gane,child,tu,tu,t u,,Blust1995,,,^ t u $,default,child,false,false,,
poc-tu-1,,poc,childoffspringofegoorofsssibling,tu-,tu-,t u <<->>,,,,,^ t u <-> $,poc,child: offspring of ego or of s.s. sibling,false,false,,
mengen-tu-1,,mengen,child,tu-,tu-,t u,,,,,^ t u - $,default,child,false,false,,
dobu-tu-1,,dobu,child,-tu-,-tu-,t u,,,,,^ - t u - $,default,child,false,false,,{PsG}C {PoG}SC
vitu-tu-1,,vitu,childsiblingschild,tu-,tu-,t u,,,,,^ t u - $,default,"child, sibling’s child",false,false,,
bola-tu-1,,bola,child,tu,tu,t u,,,,,^ t u $,default,child,false,false,,
nehan-tu-2,,nehan,child,tu-,tu-,t u,,GlennonandGlennon2006,,,^ t u - $,default,child,false,false,,
babatana-tu-1,,babatana,child,tu-,tu-,t u,,,,,^ t u - $,default,child,false,false,,
ppn-tama-1,,ppn,womanorcoupleschildorclassificatorychildespson,tama,tama,t a m a,,Marck1996,,,^ t a m a $,ppn,"woman or couple’s child or classificatory child, esp. son",false,false,,
tongan-tama-1,,tongan,womanorcoupleschildespson,tama,tama,t a m a,,,,,^ t a m a $,default,"woman or couple’s child, esp. son",false,false,,♀ZS HGC
samoan-tama-2,,samoan,childgrandchildchildboychief,tama,tama,t a m a,,,,,^ t a m a $,default,"♀child, ♀grandchild; child, boy; chief",false,false,,
tokelauan-tama-1,,tokelauan,womanorcoupleschildboy,tama,tama,t a m a,,,,,^ t a m a $,default,woman or couple’s child; boy,false,false,,
rennellese-tama-1,,rennellese,childfather,tama,tama,t a m a,,,,,^ t a m a $,default,"child, ♀father",false,false,,
tikopia-tama-1,,tikopia,childsonsiblingschildrenotherthaniramutu,tama,tama,t a m a,,,,,^ t a m a $,default,"child, son; sibling’s children other than _irāmutu_",false,false,,
rapanui-tama-1,,rapanui,child,tama,tama,t a m a,,Churchill1912,,,^ t a m a $,default,child,false,false,,
maori-tama-1,,maori,sonnepheweldestsonchildsonordaughter,tama,tama,t a m a,,,,,^ t a m a $,default,"son, nephew; eldest son; child (son or daughter)",false,false,,
tahitian-tama-1,,tahitian,childyoungpeopleingeneral,tama,tama,t a m a,,,,,^ t a m a $,default,"child, young people in general",false,false,,
hawaiian-kama-1,,hawaiian,childperson,kama,kama,k a m a,,,,,^ k a m a $,default,"child, person",false,false,,
ppn-fosa-1,,ppn,sonbrothersson,fosa,fosa,f o s a,,Marck1996,,,^ f o s a $,ppn,"♂son, ♂brother’s son",false,false,,
tongan-foha-1,,tongan,son,foha,foha,f o h a,,Marck1996;Volkel2015,,,^ f o h a $,default,♂son,false,false,,♂BS ♂WGS
eastuvean-foha-1,,eastuvean,son,foha,foha,f o h a,,Burrows1938,,,^ f o h a $,default,♂son,false,false,,BS
eastfutunan-vosa-1,,eastfutunan,son,vosā,vosā,v o s ā,,Burrows1936,,,^ v o s ā $,default,son,false,false,,GS
rennellese-hosa-1,,rennellese,son,hosa,hosa,h o s a,,,,,^ h o s a $,default,son,false,false,,♂BS ♂MBSS ♂F{PsG}CSS ♂{PoG}DS ♂{PsG}CDS
tikopia-fosa-1,,tikopia,child,fosa,fosa,f o s a,,,,,^ f o s a $,default,♂child,false,false,,♂BC
poc-qalawa-1,,poc,sisterschildmothersbrother,[qa]lawa,lawa,l a w a,,,,,^ l a w a $,poc,"♂sister’s child, (?) mother’s brother",false,false,,
mussau-aloa-1,,mussau,mothersbrother,aloa-,aloa-,a l o a,,,,,^ a l o a - $,default,mother’s brother,false,false,,FZH oGC
sobei-ewo-2,,sobei,mothersbrothersisterschild,ewo-,ewo-,e w o,,,,,^ e w o - $,default,"mother’s brother, ♂sister’s child",false,false,,MBW ♂PGDC ♂PPGCD ♀HZC ♀HPGDC
wogeo-kalawa-1,,wogeo,mothersbrothersisterschild,kalawa,kalawa,k a l a w a,,,,,^ k a l a w a $,default,"mother’s brother, ♂sister’s child",false,false,,♂FBDC ♂MZDC ♂MBDC ♂FZDC
manam-elua-1,,manam,mothersbrother,elua,elua,e l u a,,,,,^ e l u a $,default,mother’s brother,false,false,,MBS etc
sudest-loai-1,,sudest,mothersbrother,loɣai,loɣai,l o ɣ a i,,Lepowsky1981,,,^ l o ɣ a i $,default,mother’s brother,false,false,,
meramera-loa-1,,meramera,mothersbrother,loa,loa,l o a,,,,,^ l o a $,default,mother’s brother,false,false,,
patpatar-lau-1,,patpatar,sisterschild,lauə,lauə,l a u ə,,,,,^ l a u ə $,default,♂sister’s child,false,false,,
ririo-aluwa-1,,ririo,sisterschild,aluwa,aluwa,a l u w a,,Milke1958b,,,^ a l u w a $,default,♂sister’s child,false,false,,
pncv-qalawa-1,,pncv,sisterschild,(q)alawa,alawa,a l a w a,,Clark2009[*alawa],,,^ a l a w a $,pncv,sister’s child,false,false,,
lombaha-aloa-1,,lombaha,sisterschild,aloa-,aloa-,a l o a,,,,,^ a l o a - $,default,♂sister’s child,false,false,,
raga-aloa-1,,raga,sisterschild,aloa,aloa,a l o a,,,,,^ a l o a $,default,♂sister’s child,false,false,,
araki-elua-1,,araki,mothersbrother,elua-,elua-,e l u a,,,,,^ e l u a - $,default,mother’s brother,false,false,,FZW HMB FBDS MZDS
tamambo-alua-1,,tamambo,sisterschild,alua,alua,a l u a,,,,,^ a l u a $,default,sister’s child,false,false,,
apma-oloa-1,,apma,sistersson,oloa-,oloa-,o l o a,,,,,^ o l o a - $,default,sister’s son,false,false,,
labo-lowo-1,,labo,sisterschild,lowo-,lowo-,l o w o,,,,,^ l o w o - $,default,♂sister’s child,false,false,,
lendamboi-alawa-1,,lendamboi,sisterschild,alawa,alawa,a l a w a,,,,,^ a l a w a $,default,sister’s child,false,false,,
nguna-aloa-1,,nguna,mothersbrother,aloa,aloa,a l o a,,Guiart1964,,,^ a l o a $,default,mother’s brother,false,false,,FZH MZH
psv-alw-1,,psv,sistersson,alwə-,alwə-,a l w ə <<->>,,Lynch2001c,,,^ a l w ə <-> $,psv,♂sister’s son,false,false,,
sye-alwo-1,,sye,crosscousin,alwo-,alwo-,a lw o,,Lynch2001c,,,^ a lw o - $,default,cross-cousin,false,false,,
ura-alwi-1,,ura,nephew,alwi-,alwi-,a lw i,,,,,^ a lw i - $,default,nephew,false,false,,
nauruan-aroe-1,,nauruan,mothersbrothersisterschild,aroe-,aroe-,a r o e,,Wedgwood1936,,,^ a r o e - $,default,"mother’s brother, ♂sister’s child",false,false,,
nakanai-hala-1,,nakanai,mothersbrothersisterschild,hala-,hala-,h a l a,,,,,^ h a l a - $,default,"mother’s brother, ♂sister’s child",false,false,,FZH ♀HF
poc-pascupascua-1,,poc,sisterschild,"pa(s,c)u, pa(s,c)ua-",pau,p a u,,,,,^ p a u $,poc,♂sister’s child,false,false,,
hahon-pasu-1,,hahon,sisterschild,pasu-,pasu-,p a s u,,,,,^ p a s u - $,default,sister’s child,false,false,,
pmic-fassua-1,,pmic,ossiblingschild,"fa(s,S)ua",faua,f a u a,,Benderetal2003a,,,^ f a u a $,pmic,o.s. sibling’s child,false,false,,
satawalese-fatwfatwa-1,,satawalese,sisterschild,"fatɨw, fatɨwa-",fatɨw,f a t ɨ w,,,,,^ f a t ɨ w $,default,sister’s child,false,false,,MZDC MMZDDC
woleaian-fatuwe-1,,woleaian,sisterschild,fatuwe-,fatuwe-,f a t u w e,,BurrowsandSpiro1957,,,^ f a t u w e - $,default,sister’s child,false,false,,
ulithian-faie-1,,ulithian,sisterschild,faθie,faθie,f a θ i e,,,,,^ f a θ i e $,default,sister’s child,false,false,,
pcp-vasu-1,,pcp,sisterschild,vasu,vasu,v a s u,,HageandMarck2002,,,^ v a s u $,pcp,♂sister’s child,false,false,,
tavuki-vasu-1,,tavuki,sisterschild,vasu,vasu,v a s u,,,,,^ v a s u $,default,sister’s child,false,false,,
bauanfijian-vasu-1,,bauanfijian,sisterschild,vasu,vasu,v a s u,,Capell1941,,,^ v a s u $,default,sister’s child,false,false,,
ppn-fasu-1,,ppn,sisterschild,fasu,fasu,f a s u,,HageandMarck2002,,,^ f a s u $,ppn,♂sister’s child,false,false,,
tongan-fahu-1,,tongan,sisterschild,fahu,fahu,f a h u,,DouaireMarsaudonetal2015,,,^ f a h u $,default,sister’s child,false,false,,
wayan-batuvu-1,,wayan,sisterschild,batuvu,batuvu,b a t u v u,,,,,^ b a t u v u $,default,sister’s child,false,false,,
tavuki-vatuvu-1,,tavuki,sisterschild,vatuvu,vatuvu,v a t u v u,,,,,^ v a t u v u $,default,sister’s child,false,false,,
tokatoka-vatuvu-1,,tokatoka,sisterschild,vatuvu,vatuvu,v a t u v u,,,,,^ v a t u v u $,default,sister’s child,false,false,,
protocentralvanuatu-matailau-1,,protocentralvanuatu,sisterschild,matailau,matailau,m a t a i l a u,,,,,^ m a t a i l a u $,protocentralvanuatu,♂sister’s child,false,false,,
apma-metulu-1,,apma,sistersson,metulu,metulu,m e t u l u,,,,,^ m e t u l u $,default,sister’s son,false,false,,
daakaka-mt-1,,daakaka,sisterschild,mɛtɔ̄,mɛtɔ̄,m ɛ t ɔ̄,,Deacon1927;vonPrince2012[112-117],,,^ m ɛ t ɔ̄ $,default,sister’s child,false,false,,
lonwolwol-metelo-1,,lonwolwol,sistersson,metelo,metelo,m e t e l o,,,,,^ m e t e l o $,default,♂sister’s son,false,false,,
paamesesouth-meteilau-1,,paamesesouth,sistersson,meteilau,meteilau,m e t e i l a u,,,,,^ m e t e i l a u $,default,sister’s son,false,false,,
