Grapheme	IPA
+	
C	
L	
M	
N	
R	ʀ
V	
a	a
b	b
bʷ	bʷ
c	c
d	d
dr	ⁿr
e	e
f	f
g	g
gʷ	gʷ
i	i
j	j
k	k
kʷ	kʷ
l	l
m	m
mʷ	mʷ
n	n
o	o
p	p
pʷ	pʷ
q	q
r	r
s	s
t	t
u	u
w	w
y	y
ñ	ɲ
ā	ā
ŋ	ŋ
ŋʷ	ŋʷ
ə	ə
